"Date","JyskeBank","Lundbeck","NKT","Nordea","TenYearBond"
2010-01-04,205,95.05,154.39,53.3,3.67
2010-01-05,204.1,96.5,153.29,53.5,3.66
2010-01-06,203.4,96.55,153.99,53.7,3.69
2010-01-07,210.4,98.5,157.13,53.6,3.67
2010-01-08,210.7,99,158.22,53.55,3.67
2010-01-11,210,104,159.12,54.25,3.64
2010-01-12,209.1,103.2,164.09,54.4,3.6
2010-01-13,207.8,100,167.57,54.55,3.57
2010-01-14,213.3,102,171.05,55.5,3.61
2010-01-15,211.5,102,168.56,54.7,3.56
2010-01-18,208.4,103,167.57,53.8,3.54
2010-01-19,204.5,102,166.57,53.1,3.6
2010-01-20,200.9,103.3,162.85,52.4,3.54
2010-01-21,196,100,158.27,51.4,3.58
2010-01-22,198,99.9,158.12,50,3.57
2010-01-25,197.9,100.8,158.32,50.4,3.55
2010-01-26,199.4,102,155.49,50.5,3.56
2010-01-27,199.5,102.3,156.33,50,3.56
2010-01-28,199.9,101.9,154.14,49.4,3.55
2010-01-29,200.6,100.5,157.62,51,3.57
2010-02-01,208.9,100.9,158.37,51,3.53
2010-02-02,216,101.2,159.86,51.7,3.56
2010-02-03,209.8,101,159.12,51.65,3.55
2010-02-04,206.6,100.2,155.64,50,3.54
2010-02-05,203.9,97.25,151.36,49.18,3.49
2010-02-08,199.3,96.8,147.38,49.16,3.52
2010-02-09,197.8,97.4,148.03,50.45,3.52
2010-02-10,195.6,96.05,146.14,49.31,3.54
2010-02-11,189.3,96.4,144.45,49.81,3.54
2010-02-12,192.6,97,145.19,49.75,3.53
2010-02-15,192.4,96.25,145.49,50.25,3.55
2010-02-16,193,98.2,150.61,50.5,3.57
2010-02-17,193,98,149.77,51.3,3.53
2010-02-18,195.5,98.25,150.56,51.45,3.57
2010-02-19,198.6,99,150.81,51.15,3.59
2010-02-22,201.8,99,151.66,52.7,3.6
2010-02-23,193.5,98.75,149.72,52.05,3.46
2010-02-24,191,98.8,148.57,52.55,3.46
2010-02-25,188,96.8,147.18,52.4,3.42
2010-02-26,190.3,96.5,149.92,53.05,3.44
2010-03-01,191,95,153.15,54,3.41
2010-03-02,189.5,96.1,156.08,54.15,3.42
2010-03-03,191.1,96,157.03,54.85,3.47
2010-03-04,191,97.85,155.69,55.6,3.41
2010-03-05,193.5,97.45,155.39,57.3,3.46
2010-03-08,193.8,98.05,154.49,57.5,3.45
2010-03-09,192.7,96.8,152.65,55.9,3.45
2010-03-10,194.3,96.85,152.85,56.55,3.44
2010-03-11,193,98.75,154.59,56.7,3.46
2010-03-12,193.1,99,155.24,56.6,3.45
2010-03-15,192.9,99.5,152.15,56.55,3.43
2010-03-16,195.5,99.55,154.04,57.2,3.39
2010-03-17,195,100.4,152.95,57.4,3.38
2010-03-18,194.2,99.55,151.51,56.6,3.4
2010-03-19,193.1,100,150.31,56.65,3.4
2010-03-22,193.5,99.65,148.67,56.1,3.36
2010-03-23,194.2,102.5,149.17,56.35,3.36
2010-03-24,195,103.1,151.81,56.75,3.39
2010-03-25,197.8,102.8,154.04,57.75,3.45
2010-03-26,197.2,102.8,151.91,55.3,3.44
2010-03-29,195,103.8,152.7,54.85,3.42
2010-03-30,194.2,104.2,151.46,55.05,3.39
2010-03-31,195.8,103.9,151.41,54.95,3.38
2010-04-06,197.5,103.1,156.13,55.8,3.43
2010-04-07,200.9,103.5,158.47,56.25,3.4
2010-04-08,200.4,102.8,157.23,55.35,3.41
2010-04-09,201,102.6,159.31,55.8,3.44
2010-04-12,201.6,103.2,159.12,56.35,3.43
2010-04-13,198.9,102.8,162.2,55.8,3.41
2010-04-14,203.2,102.5,167.67,56.2,3.41
2010-04-15,204.9,103,169.36,55.7,3.4
2010-04-16,204,101.2,167.42,54.9,3.34
2010-04-19,200,99.85,165.28,54.15,3.35
2010-04-20,203.5,100,172.24,55.2,3.34
2010-04-22,211.3,96.6,165.08,53,3.33
2010-04-23,216.6,97.5,166.38,53.9,3.31
2010-04-26,219,96.9,168.07,54.25,3.29
2010-04-27,219,95.3,163.59,52.3,3.24
2010-04-28,219.7,94.3,159.76,54.8,3.23
2010-04-29,226.2,92.1,163.39,55.05,3.2
2010-05-03,227.8,93.5,162.85,54.55,3.21
2010-05-04,209.6,94.7,156.63,52.6,3.05
2010-05-05,197,94.15,152.06,50.3,3.01
2010-05-06,189,92.4,150.96,48.09,2.94
2010-05-07,183,88.4,144.6,45.84,2.99
2010-05-10,204.5,92.2,155.78,50.85,3.11
2010-05-11,199.1,91.5,152.8,49.56,3.11
2010-05-12,198,93.5,154.14,50.85,3.1
2010-05-14,198,93.5,154.14,50.85,3.065
2010-05-17,198.4,90.75,148.67,49.61,3.03
2010-05-18,203,90.8,148.77,50.2,2.96
2010-05-19,198,88.65,143.2,48.52,2.89
2010-05-20,196.8,87.6,138.08,46.65,2.79
2010-05-21,203,86.7,134.7,46.89,2.78
2010-05-25,197,84.75,129.83,45.86,2.69
2010-05-26,195,85.5,137.44,48.37,2.73
2010-05-27,191.9,87.95,140.87,49.71,2.76
2010-05-28,187.6,88.95,138.23,49.58,2.7
2010-05-31,193.8,89.85,140.22,49.67,2.69
2010-06-01,192.5,87.5,142.41,50.2,2.72
2010-06-02,190.1,88.05,141.17,50.45,2.71
2010-06-03,190.7,89.5,144.99,51.95,2.7
2010-06-04,188.6,89.5,141.56,50.2,2.62
2010-06-07,189.1,88.55,139.23,49.03,2.61
2010-06-08,186.4,86.1,138.33,48.85,2.61
2010-06-09,185.1,87,140.82,50.4,2.63
2010-06-10,187.9,88.15,143.8,52,2.74
2010-06-11,186.5,87.8,144.94,52.05,2.68
2010-06-14,190.4,88.3,147.08,53.15,2.72
2010-06-15,190.9,88.25,147.43,54,2.79
2010-06-16,193,88.5,146.69,53.55,2.78
2010-06-17,190,89.5,142.71,53.35,2.77
2010-06-18,193.5,88.4,145.74,54.95,2.83
2010-06-21,195.3,88.4,147.58,54.6,2.83
2010-06-22,192.2,87.95,149.72,54.8,2.77
2010-06-23,192,87.5,146.34,53.8,2.76
2010-06-24,186.7,86.95,144.75,52.05,2.71
2010-06-25,183.9,86.3,142.31,51.65,2.73
2010-06-28,182,85.65,142.86,52,2.69
2010-06-29,175.9,83.1,136.54,50.25,2.67
2010-06-30,177.8,83.3,136.09,50.2,2.68
2010-07-01,177.4,82.8,131.57,49.68,2.67
2010-07-02,178.5,83.85,134.35,50.6,2.69
2010-07-05,175.4,83.5,135.3,50.45,2.66
2010-07-06,183.9,85.3,138.13,52.2,2.68
2010-07-07,187.9,86.35,136.74,53.5,2.71
2010-07-08,190,86.25,138.48,52.55,2.73
2010-07-09,189.6,86.1,140.07,54.6,2.73
2010-07-12,190.5,87.05,140.42,54.8,2.7
2010-07-13,192,87,142.86,57.1,2.75
2010-07-14,189,87.05,141.17,57.25,2.74
2010-07-15,189,88,138.33,56.9,2.75
2010-07-16,184.7,87.05,139.08,56,2.7
2010-07-19,180.8,87,134.45,55.45,2.75
2010-07-20,179.3,85.55,131.27,54.65,2.72
2010-07-21,181,85.95,136.09,54.6,2.7
2010-07-22,185,86.9,138.38,55.8,2.74
2010-07-23,186.5,85.6,137.24,55.4,2.81
2010-07-26,189.1,85.25,140.37,55.6,2.83
2010-07-27,194.5,86.45,142.71,57.45,2.86
2010-07-28,196,87.1,139.48,57.4,2.82
2010-07-29,197.6,86.75,141.96,57.8,2.81
2010-07-30,199.4,87,139.77,57.5,2.76
2010-08-02,203.7,86.65,144.9,59.75,2.8
2010-08-03,207.7,88.7,145.39,60.2,2.71
2010-08-04,205.1,90.05,142.46,59.3,2.71
2010-08-05,205.8,89.9,143.2,59.35,2.66
2010-08-06,204.3,89.45,141.31,58.45,2.61
2010-08-09,205.3,90.8,144.65,59,2.62
2010-08-10,202,89.35,143.2,58.1,2.62
2010-08-11,196,89.3,140.47,56.25,2.51
2010-08-12,194.2,89.15,135.99,55.2,2.52
2010-08-13,194.7,89,134.06,55.15,2.49
2010-08-16,195.5,89.25,133.51,54.75,2.42
2010-08-17,197.8,89.65,134.9,55.85,2.46
2010-08-18,193.9,90.15,131.92,56.1,2.42
2010-08-19,192.8,91.1,132.96,55.05,2.38
2010-08-20,187,90.1,128.78,53.65,2.36
2010-08-23,191,90.55,131.47,54.25,2.35
2010-08-24,186.5,89,113.87,52.45,2.25
2010-08-25,191.1,89.05,113.12,51.15,2.25
2010-08-26,189,88.4,113.27,52.75,2.21
2010-08-27,196.3,88.4,109.64,52.5,2.27
2010-08-30,191,88.55,109.99,51.8,2.19
2010-08-31,193.5,89.25,110.44,52.3,2.18
2010-09-01,197,89.85,114.61,55,2.3
2010-09-02,198,89.5,118.34,54.65,2.37
2010-09-03,205,90.6,121.52,53.95,2.44
2010-09-06,206,91.35,122.12,54.35,2.42
2010-09-07,203,90.85,121.97,54.05,2.32
2010-09-08,204.2,92.25,123.66,54.7,2.36
2010-09-09,205.5,94.65,126.1,55.65,2.44
2010-09-10,205.9,95,127.79,55.9,2.48
2010-09-13,210,95.15,129.33,57,2.49
2010-09-14,209.4,95,129.13,57.1,2.44
2010-09-15,211.5,94.75,129.28,57,2.51
2010-09-16,210.4,94.8,127.29,56.55,2.56
2010-09-17,214,94.4,129.03,56.45,2.51
2010-09-20,215,95,130.33,57.5,2.55
2010-09-21,218,95.25,133.21,57.85,2.5
2010-09-22,216.5,95.8,133.96,56.75,2.45
2010-09-23,214,96.35,132.41,55.7,2.41
2010-09-24,217,96.8,133.61,56.65,2.46
2010-09-27,216.5,96.2,134.15,56.25,2.38
2010-09-28,212,96.85,132.27,56.2,2.35
2010-09-29,211.8,97.65,132.61,56,2.36
2010-09-30,213.2,96.55,134.45,57.6,2.38
2010-10-01,213,95.7,133.61,56.85,2.41
2010-10-04,212.2,96.2,131.37,56.3,2.36
2010-10-05,214.4,96.7,139.48,57.8,2.41
2010-10-06,220.1,97,137.83,57.9,2.36
2010-10-07,220.7,98,137.93,58.2,2.38
2010-10-08,223.3,98.9,139.23,58.6,2.38
2010-10-11,221.9,99.6,138.73,59.35,2.37
2010-10-12,225.1,100.1,137.24,58.5,2.4
2010-10-13,233.5,103.7,140.72,59.55,2.38
2010-10-14,234.9,104.7,139.48,58.9,2.45
2010-10-15,233,105.4,138.33,58.6,2.51
2010-10-18,233.7,104.2,143.55,59.35,2.5
2010-10-19,239,107.2,142.61,58.9,2.51
2010-10-20,239.7,107.5,144.1,58.35,2.56
2010-10-21,240,107.3,145.69,59.45,2.61
2010-10-22,239.7,106.5,143.2,59.45,2.58
2010-10-25,241.9,107,142.71,59.45,2.58
2010-10-26,241.7,107.1,141.81,58.8,2.63
2010-10-27,243.4,106.9,139.87,60.1,2.68
2010-10-28,239.8,106.9,143.1,59,2.67
2010-10-29,240,107,143.4,58.55,2.62
2010-11-01,239.7,108.5,141.22,58.35,2.6
2010-11-02,237.5,107.8,141.96,58.2,2.59
2010-11-03,232,103.3,139.48,57.3,2.56
2010-11-04,238.3,102.1,143.7,59.05,2.51
2010-11-05,240.7,103.6,143.35,58.6,2.54
2010-11-08,236.7,103.9,143.06,57.75,2.52
2010-11-09,240.9,104.8,142.66,58,2.57
2010-11-10,239.1,105.9,143.8,57.5,2.55
2010-11-11,239.1,105.3,144.7,56.85,2.57
2010-11-12,237.8,105.5,143.3,56.6,2.68
2010-11-15,250,106.2,144.2,57.1,2.71
2010-11-16,241,105.5,138.23,55.6,2.73
2010-11-17,234.8,106,133.56,55.95,2.75
2010-11-18,239.7,108,135.99,57.2,2.81
2010-11-19,236.7,108.3,135.55,56.7,2.83
2010-11-22,234,107.8,135.1,55.85,2.77
2010-11-23,231,106.7,132.02,55.05,2.72
2010-11-24,231,106.2,132.36,55.95,2.84
2010-11-25,227.6,107.9,132.27,56.65,2.85
2010-11-26,227.7,106.4,129.13,56.75,2.87
2010-11-29,228,101.4,128.09,56.3,2.89
2010-11-30,234.1,99.45,126.99,57.1,2.83
2010-12-01,242,101.7,132.22,58.45,2.95
2010-12-02,254.6,104,137.54,59.2,2.98
2010-12-03,251.3,102.1,136.29,58.75,3.01
2010-12-06,251.9,102.8,137.34,58.6,2.98
2010-12-07,254,101.9,138.23,58.3,3.11
2010-12-08,252,104.8,139.43,58.9,3.12
2010-12-09,251,104.4,138.73,58.9,3.07
2010-12-10,251,104.7,138.93,58.95,3.1
2010-12-13,252.9,104.5,142.31,59.2,3.09
2010-12-14,251.1,104.3,142.76,59.6,3.19
2010-12-15,249,104.2,144.2,61.1,3.15
2010-12-16,239.7,104.1,141.22,60.7,3.12
2010-12-17,246.9,104.8,142.26,61.1,3.08
2010-12-20,241.6,104.9,143.3,61,3.05
2010-12-21,240.9,103.7,145.29,61.35,3.02
2010-12-22,241,103,143.1,60.8,3.01
2010-12-23,244.5,103.4,144.2,61.05,3.04
2010-12-27,243,104.4,143.7,61,3.06
2010-12-28,243,106.5,144.7,61.05,3.08
2010-12-29,243.5,107.5,148.77,61.2,3.05
2010-12-30,259,106,147.78,60.95,3.03
2011-01-03,251.5,112.9,154.94,61.85,2.97
2011-01-04,250,110.5,153.3,61.5,2.97
2011-01-05,246,111.5,151.51,61.1,3.04
2011-01-06,245.5,113.9,152.01,60.9,2.99
2011-01-07,244.8,113.3,150.51,60.6,2.95
2011-01-10,241,111.5,149.87,60.4,2.95
2011-01-11,243.3,112.8,155.64,61.6,2.99
2011-01-12,242.5,114,160.61,62.7,3.27
2011-01-13,242.5,112.9,157.87,62.9,3.07
2011-01-14,242,113.2,159.76,63.6,3.09
2011-01-17,241,114.5,159.41,63.6,3.08
2011-01-18,242,116.5,163.54,65.45,3.12
2011-01-19,246.5,113.5,159.31,65.4,3.11
2011-01-20,242.5,113.4,155.98,64.55,3.17
2011-01-21,244.9,112,157.13,64.45,3.16
2011-01-24,242.5,112.5,157.03,64.15,3.15
2011-01-25,241.5,111.5,158.17,64,3.12
2011-01-26,240.7,113.2,158.52,65.4,3.19
2011-01-27,244,112.7,160.61,66.85,3.21
2011-01-28,245.7,113,160.76,66.6,3.18
2011-01-31,244.5,113,157.67,66.1,3.21
2011-02-01,246,112.8,160.61,67.3,3.26
2011-02-02,244,112.8,157.67,65.1,3.28
2011-02-03,243,111.6,155.09,66.2,3.25
2011-02-04,247,112.2,154.89,62.9,3.3
2011-02-07,248,112.5,158.67,63.35,3.29
2011-02-08,249.7,116,158.47,62.8,3.32
2011-02-09,248,117.8,158.87,62.6,3.34
2011-02-10,241.5,114.5,156.63,61.65,3.36
2011-02-11,237.5,114.3,156.93,62.4,3.35
2011-02-14,234,115.7,158.42,62.05,3.35
2011-02-15,229,115.5,157.72,61.65,3.33
2011-02-16,230,117.7,157.67,62.95,3.3
2011-02-17,228,116,155.98,61.5,3.23
2011-02-18,224.5,116.7,157.62,62,3.29
2011-02-21,220.5,117.5,155.34,60.75,3.25
2011-02-22,237,117,152.15,61.3,3.2
2011-02-23,240,117.1,148.77,60.3,3.2
2011-02-24,235.9,115.7,145.84,60.3,3.2
2011-02-25,235,121.5,149.67,60.5,3.2
2011-02-28,233,123.5,152.5,61.65,3.22
2011-03-01,232,123,148.13,61.7,3.21
2011-03-02,228.6,124.2,155.29,60.15,3.27
2011-03-03,227.6,125,155.19,59.5,3.38
2011-03-04,227,125.6,155.73,59.05,3.31
2011-03-07,226.9,124.8,154.59,59.65,3.34
2011-03-08,226.8,125.3,155.93,59.7,3.37
2011-03-09,227.7,127.4,158.87,59.7,3.34
2011-03-10,226.3,125.5,156.13,59.3,3.3
2011-03-11,224.5,124.3,155.98,58.65,3.29
2011-03-14,221,122.2,155.39,57.95,3.3
2011-03-15,219,119.1,149.52,55.7,3.23
2011-03-16,215.5,116.5,148.92,54.15,3.14
2011-03-17,218,118.5,150.91,55,3.23
2011-03-18,225,120.6,155.64,57.05,3.26
2011-03-21,229.5,121.9,157.03,57.55,3.32
2011-03-22,231,122.3,154.09,57.7,3.33
2011-03-23,230.8,121.2,153.25,57.85,3.3
2011-03-24,233.4,122.2,154.79,58.05,3.33
2011-03-25,236.2,120.9,156.63,56.25,3.35
2011-03-28,235.1,120,157.03,57.4,3.36
2011-03-29,236.5,121.9,155.14,57.25,3.42
2011-03-30,234,124.1,154.34,57.95,3.4
2011-03-31,234.3,122,153.4,57.75,3.43
2011-04-01,237.8,121.2,156.38,58.45,3.44
2011-04-04,235.5,122.5,157.62,58.3,3.44
2011-04-05,236,121,155.59,58.1,3.48
2011-04-06,241.6,119.7,157.28,58.6,3.52
2011-04-07,243.8,121.3,156.83,59.35,3.5
2011-04-08,252,122.5,154.29,59.6,3.55
2011-04-11,254,121.8,154.64,59.3,3.57
2011-04-12,252.6,123.2,151.26,58.85,3.5
2011-04-13,258.5,125.3,151.66,60.25,3.48
2011-04-14,259,124.7,151.46,59.45,3.5
2011-04-15,255.2,125.6,151.66,59.2,3.43
2011-04-18,249.7,126.5,149.87,58,3.31
2011-04-19,247.1,125.2,151.26,58.25,3.35
2011-04-20,250.1,126.4,154.14,59.6,3.36
2011-04-26,256.9,126.2,153.15,59.05,3.29
2011-04-27,256.8,126.5,153.05,57.4,3.34
2011-04-28,256.4,123,152.7,57.45,3.29
2011-04-29,250.3,120.9,154.09,57.65,3.25
2011-05-02,251,124.8,154.59,57.75,3.26
2011-05-03,250.7,126.4,154.39,56.85,3.28
2011-05-04,243.3,126,152.01,56.35,3.32
2011-05-05,245,126.5,150.31,56.85,3.23
2011-05-06,244.9,128.2,150.46,57.65,3.16
2011-05-09,243.5,129.1,149.67,57.05,3.12
2011-05-10,246,129.3,150.66,57.75,3.16
2011-05-11,246.7,130.6,152.25,58.35,3.12
2011-05-12,246.5,133.9,153.9,58.15,3.16
2011-05-13,247.7,135.6,154.14,58.8,3.12
2011-05-16,254,132.4,157.38,58.55,3.14
2011-05-17,249.9,131,156.88,58.45,3.13
2011-05-18,250.3,131,156.58,58.45,3.16
2011-05-19,251.7,130.7,160.76,58.9,3.15
2011-05-23,247.3,132.2,157.38,57.7,3.06
2011-05-24,248,131.8,157.87,57.95,3.07
2011-05-25,247.4,133,157.67,59.4,3.07
2011-05-26,241.8,133.9,158.77,59.45,3.01
2011-05-27,246,134,161.35,59.25,3.01
2011-05-30,243.5,131.8,169.56,59.55,3
2011-05-31,242,133.2,170.75,60.25,3.03
2011-06-01,240.9,133.9,170.45,60.3,2.97
2011-06-06,237.1,133.1,167.27,58.9,3
2011-06-07,232.2,133.3,166.43,59,3.07
2011-06-08,231.9,133.1,162.6,57.4,3.03
2011-06-09,230,131.9,164.09,57.1,3.02
2011-06-10,226.4,130.5,164.24,56.05,2.94
2011-06-14,224.6,130,162.1,56.35,2.99
2011-06-15,220.3,127.8,158.72,54.65,2.92
2011-06-16,215.2,128,156.88,54.25,2.92
2011-06-17,216.5,129.4,160.61,55.05,2.95
2011-06-20,209.9,128.3,156.38,54.2,2.96
2011-06-21,211.9,130.1,159.12,54.95,2.99
2011-06-22,210.4,130,159.61,54.15,2.96
2011-06-23,202.7,127.6,156.88,52.75,2.88
2011-06-24,197.6,127.5,155.14,52.8,2.83
2011-06-27,191.5,128.3,156.63,51.95,2.91
2011-06-28,191.9,127.8,156.58,52.45,2.97
2011-06-29,196.2,130.9,158.52,54.05,3.01
2011-06-30,203.1,135.3,163.39,55.2,3.26
2011-07-01,215.7,135.7,168.46,56.8,3.27
2011-07-04,216.7,135.8,169.61,57.05,3.24
2011-07-05,216.9,135.7,168.81,57.2,3.23
2011-07-06,215.6,139.6,170.06,56.45,3.17
2011-07-07,217.1,139.7,170.8,57.15,3.22
2011-07-08,214,137.4,172.14,56.05,3.07
2011-07-11,209.3,135,165.18,54.8,2.93
2011-07-12,204.7,134.1,164.83,53.35,2.96
2011-07-13,207.8,133.3,166.52,53.65,3.02
2011-07-14,202.8,134.6,164.39,52.2,3
2011-07-15,201.8,135.6,164.09,52.2,2.95
2011-07-18,194.5,133,160.86,50.4,2.92
2011-07-19,199.5,136,164.83,54.15,2.96
2011-07-20,206.2,136.9,166.52,55.3,3.02
2011-07-21,219.6,135.8,166.33,56.25,3.12
2011-07-22,215.1,135.7,168.51,56,3.06
2011-07-25,211.6,136,167.27,55.4,2.99
2011-07-26,209,136,168.31,54.85,2.98
2011-07-27,205.7,135,163.34,54.75,2.88
2011-07-28,207.1,132.2,159.61,55,2.88
2011-07-29,206.9,130.1,159.56,55.15,2.79
2011-08-01,204,131.1,159.12,54,2.7
2011-08-02,193.9,130.2,150.17,53,2.66
2011-08-03,188.3,131.5,146.19,50.65,2.66
2011-08-04,182.4,131.2,142.16,48.24,2.57
2011-08-05,181.8,128.1,141.56,48.15,2.64
2011-08-08,173.6,119.5,131.42,46.24,2.51
2011-08-09,174.5,116.7,136.54,45.81,2.62
2011-08-10,170,118.5,129.53,44.79,2.46
2011-08-11,174.6,121.5,129.28,45.92,2.57
2011-08-12,180.3,122.1,134.25,47.1,2.58
2011-08-15,180.2,128.2,141.86,47.88,2.58
2011-08-16,173,124.2,134.01,47.41,2.57
2011-08-17,169.3,126.1,129.63,48.12,2.49
2011-08-18,159.1,119.7,121.57,44.45,2.33
2011-08-19,157.8,120.4,116.06,43.49,2.37
2011-08-22,145.8,119.9,110.64,43.85,2.38
2011-08-23,145.7,119.2,90.94,45,2.36
2011-08-24,141.6,119.6,88.51,46.2,2.42
2011-08-25,148,116,90.99,46.18,2.4
2011-08-26,146,115.5,91.99,45.2,2.35
2011-08-29,153.6,116.5,95.67,47.04,2.42
2011-08-30,155.5,113,97.51,46.6,2.35
2011-08-31,159,114.8,98.15,47.92,2.4
2011-09-01,158.4,115.9,96.02,47.98,2.37
2011-09-02,153.8,112.7,93.43,46.69,2.22
2011-09-05,141.4,108.3,88.91,44.22,2.09
2011-09-06,136.5,106.6,87.07,43.83,2.07
2011-09-07,141,112.1,90.65,45.37,2.14
2011-09-08,141.5,112.1,90.1,46.08,2.12
2011-09-09,136.9,109.6,86.67,44.38,2
2011-09-12,132,103.1,82.39,41.38,1.94
2011-09-13,135.4,104.6,84.58,41.99,1.99
2011-09-14,131.3,104.6,86.27,41.16,2.08
2011-09-15,143.5,108.9,91.49,43.87,2.16
2011-09-16,153.8,108.5,95.12,44.85,2.09
2011-09-19,146.1,106.1,95.07,42.37,2.02
2011-09-20,142.8,105.9,106.56,43.28,2.02
2011-09-21,144.2,103.4,103.52,43.22,1.99
2011-09-22,143.7,99.75,102.43,40.42,1.92
2011-09-23,148,101,103.33,40.5,1.93
2011-09-26,152,104,103.77,41.55,2
2011-09-27,160.7,104.5,108.75,45.75,2.15
2011-09-28,164,104.9,111.23,45.31,2.15
2011-09-29,164,107.9,107.9,46.54,2.2
2011-09-30,165.7,106.4,100.24,45.01,2.07
2011-10-03,165.7,104.2,98.25,45.65,1.99
2011-10-04,162.9,101.4,95.22,42.75,1.92
2011-10-05,168.5,103,94.48,44.51,2.03
2011-10-06,165.1,105.3,98.75,44.89,2.12
2011-10-07,171,105.5,95.87,45.56,2.17
2011-10-10,184,107.8,97.56,48.1,2.26
2011-10-11,177.5,106.4,101.49,48.07,2.27
2011-10-12,177.2,106.7,101.83,48.75,2.36
2011-10-13,170.6,107.3,100.64,46.57,2.3
2011-10-14,170.7,109.1,102.63,47.25,2.4
2011-10-17,163.5,108.8,100.44,45.45,2.29
2011-10-18,162.9,107.8,98.85,45.82,2.21
2011-10-19,161.5,106.8,99.9,46.5,2.24
2011-10-20,158.5,105.9,97.81,45.12,2.23
2011-10-21,157,107,98.01,47.1,2.3
2011-10-24,153.4,106.6,104.42,47.8,2.29
2011-10-25,148.9,107.5,101.19,47.15,2.25
2011-10-26,148,108.1,103.92,47.27,2.23
2011-10-27,155.3,110.9,107.4,51.65,2.4
2011-10-28,159.1,113.5,106.16,51.8,2.42
2011-10-31,157.4,109.2,102.68,49.53,2.26
2011-11-01,145.8,106.7,94.48,45.69,1.98
2011-11-02,145,104.5,93.23,46.04,2.07
2011-11-03,148,105.6,96.27,46.35,2.13
2011-11-04,147.3,104.9,95.22,45.82,2.06
2011-11-07,147.7,104,95.17,46.07,2.03
2011-11-08,151.4,105,97.46,46.25,2.04
2011-11-09,147.2,107,95.87,44,1.94
2011-11-10,145.5,105.9,93.98,43.87,1.96
2011-11-11,147,115.7,96.46,45.59,2.06
2011-11-14,150,115.3,98.7,44.64,1.98
2011-11-15,150,114,94.33,44.01,1.91
2011-11-16,150.7,114.1,89.55,43.57,1.97
2011-11-17,148.8,112.4,89.55,43.44,2.04
2011-11-18,147.4,111.9,89.5,42.98,2.06
2011-11-21,147.5,109.1,86.62,41.15,1.99
2011-11-22,147,109,84.53,40,1.95
2011-11-23,147.2,107,86.12,39.8,2.04
2011-11-24,147.5,105.6,87.02,38.75,2.02
2011-11-25,148.3,106.3,87.81,38.36,2.08
2011-11-28,155.5,108,89.85,40.65,2.17
2011-11-29,154.3,107.2,89.75,40.67,2.2
2011-11-30,164,106.9,94.57,44.25,2.07
2011-12-01,155.2,106.5,91.74,42.79,1.85
2011-12-02,156.6,106.1,94.48,44.27,1.92
2011-12-05,163.9,106.9,98.45,45.54,2.1
2011-12-06,165,107.4,97.71,44.97,2.04
2011-12-07,166,107.3,99.3,44.1,2.03
2011-12-08,164.3,107.7,94.48,43,1.96
2011-12-09,161.9,106.5,94.48,43.4,2.07
2011-12-12,152,106.4,91.64,41.68,2.02
2011-12-13,149.2,106.6,91.24,42.39,2.07
2011-12-14,144.9,104.5,90.5,41.22,1.96
2011-12-15,144.3,105.3,92.88,40.97,1.9
2011-12-16,149,103.5,92.09,40.69,1.8
2011-12-19,148.2,103.4,89.95,41.38,1.81
2011-12-20,150,105.3,91.24,43.35,1.87
2011-12-21,149.5,105.5,92.83,43.39,1.84
2011-12-22,147.2,106,93.98,44.11,1.81
2011-12-23,145.3,109.1,95.97,44.55,1.85
2011-12-27,142.4,109,95.72,44.03,1.77
2011-12-28,141.7,109.4,93.98,43.5,1.75
2011-12-29,140.5,110.6,93.98,43.72,1.65
2011-12-30,141,108,94.87,44.06,1.64
2012-01-02,146,110.6,98.3,45.43,1.7
2012-01-03,147.2,111.6,98.55,46.21,1.73
2012-01-04,146.2,109.5,97.46,45.8,1.72
2012-01-05,145.2,109.9,99.85,45.38,1.71
2012-01-06,144,109.5,101.49,45.33,1.71
2012-01-09,145.7,111,101.78,44.65,1.72
2012-01-10,149.5,111.8,103.57,45.34,1.75
2012-01-11,151,111.5,103.97,44.74,1.75
2012-01-12,157,110,106.61,45.16,1.77
2012-01-13,158.2,110.1,108.4,44.84,1.71
2012-01-16,161.5,111.2,111.03,45.92,1.7
2012-01-17,163.3,111.8,111.53,46.22,1.72
2012-01-18,162.7,111.1,111.38,46.66,1.71
2012-01-19,165,110.8,110.93,47.54,1.81
2012-01-20,166.5,110.5,110.14,47.83,1.82
2012-01-23,174.7,109,111.08,48.1,1.91
2012-01-24,167.9,109,109.89,48.13,1.98
2012-01-25,168.8,108.6,109.44,47.88,1.93
2012-01-26,171.1,109.5,111.68,49.26,1.88
2012-01-27,170.5,110.8,110.39,48.97,1.86
2012-01-30,168,110.2,106.81,47.8,1.78
2012-01-31,167.6,112,106.66,47.41,1.75
2012-02-01,173.4,113.4,108.2,49.7,1.78
2012-02-02,177,112.2,110.34,50.45,1.8
2012-02-03,179.5,113,120.58,51.25,1.92
2012-02-06,181.6,113.6,125.1,50.65,1.84
2012-02-07,188,114.8,121.87,50.75,1.91
2012-02-08,195,112.9,121.57,52.25,1.92
2012-02-09,203.4,112.6,123.31,52.55,1.96
2012-02-10,200,113.4,119.93,51.5,1.92
2012-02-13,200,114.9,117.35,52,1.93
2012-02-14,194.7,114.9,115.41,51.3,1.88
2012-02-15,197,115,117.3,52.15,1.86
2012-02-16,192.5,115,116.85,52.7,1.84
2012-02-17,198.9,113.5,117.5,53.45,1.89
2012-02-20,198,114.2,120.03,54.9,1.93
