"Date","Vestas","MaerskA","MaerskB","Baverian","Coloplast","FLSmidth","Genmab","GN","Lundbeck","NovoNordisk","Tryg","USD/DKK"
2017-08-04,600.5,10945.01,11594.87,400,538.5,390.7,1389,190.6,381,266.2,143.7,6.32
2017-08-07,604,10997.01,11594.87,400,540,394.5,1408,188.7,386.8,263,143.4,6.31
2017-08-08,611,11109.67,11734.36,400,548,395,1395,189.1,383.7,261.9,143.9,6.33
2017-08-09,614,11066.34,11673.33,390.5,546,379.2,1386,189.2,365,282.5,142.6,6.33
2017-08-10,606.5,10849.69,11446.67,399,541.5,374.6,1333,185.6,376,280.8,141.1,6.32
2017-08-11,607,10719.7,11315.9,391.5,538.5,365.4,1359,183.9,371.8,289.7,139.7,6.29
2017-08-14,610.5,10867.02,11525.13,400,550,366.1,1358,184.6,367.9,287.6,140.8,6.31
2017-08-15,604,10780.36,11403.08,394,554,362.6,1360,186,376.6,289,140.8,6.34
2017-08-16,622.5,10971.01,11673.33,402,519.5,367.4,1366,188.8,380.5,286,141.6,6.32
2017-08-17,573,10589.71,11202.56,403,502,371.8,1360,200.7,382.9,292,141.4,6.34
2017-08-18,587.5,10546.38,11158.97,404.5,509,371.1,1324,204.4,375.8,286.4,142.7,6.32
2017-08-21,577.5,10919.02,11481.54,405.5,509.5,369.9,1310,205,379.2,287.6,141,6.3
2017-08-22,570,11092.33,11751.79,417.5,520,383.7,1339,208.5,392.9,291.3,141.5,6.32
2017-08-23,567,11014.34,11612.31,425.5,517,392.5,1301,212.7,390.1,287.9,140.9,6.3
2017-08-24,566,10771.7,11359.49,418.5,520.5,393,1448,212.7,397.9,288,141.9,6.3
2017-08-25,566,10728.37,11333.33,430.5,518.5,400.6,1401,210.5,397.8,289,141.9,6.24
2017-08-28,562,10607.04,11193.84,409.5,516,395.3,1425,209.9,392.1,290.7,141.3,6.21
2017-08-29,557,10503.05,11106.67,412,509.5,387.5,1440,205,387.1,288.3,138.8,6.21
2017-08-30,561.5,10650.38,11193.84,422,509.5,386.4,1429,205.8,393.7,291.2,139.2,6.26
2017-08-31,569,10598.38,11228.72,433.5,511.5,393.4,1458,207.2,397.9,298,144.4,6.24
2017-09-01,575,10433.73,11002.05,429.5,514.5,400,1460,210.5,404.3,298.4,146,6.27
2017-09-04,578,10451.06,10993.33,418.5,513.5,399.1,1447,207.9,400.2,297,144.5,6.25
2017-09-05,575.5,10260.41,10784.1,420.5,509,403,1446,209.8,400.6,295.8,143.6,6.24
2017-09-06,565,10061.09,10583.59,418,508,403.5,1425,206.8,402.1,299,141.7,6.24
2017-09-07,564,10139.09,10731.79,433,513,410,1442,213.7,404.8,299,141,6.19
2017-09-08,560.5,10061.09,10566.15,432,513.5,413.1,1454,213.6,411.8,296.9,140.9,6.18
2017-09-11,572.5,10303.74,10853.84,437,517,413.5,1455,215.9,354.9,301.6,142.1,6.22
2017-09-12,568.5,10295.07,10880,441,508,411.5,1438,215.8,344.8,301.6,143.1,6.22
2017-09-13,559.5,10095.76,10592.31,437,502,407,1445,215,355.5,304,143.2,6.26
2017-09-14,560.5,10199.75,10714.36,443.5,503,408.2,1453,216.2,363.3,302.6,144,6.24
2017-09-15,543.5,9835.78,10365.64,230,501.5,405.4,1416,214.2,362.2,300.5,141.2,6.23
2017-09-18,555.5,9913.77,10400.51,247.5,504.5,408.8,1426,215.7,357.7,302,142.5,6.23
2017-09-19,557,9905.11,10348.2,253,499.4,419.5,1431,216.3,360.1,301.6,143.5,6.2
2017-09-20,561,9844.45,10252.31,247.5,505.5,417.2,1427,217.1,367.1,303.4,143.3,6.26
2017-09-21,559,9896.44,10304.61,250.5,503.5,417.2,1414,214,364.4,306.4,143.8,6.23
2017-09-22,547,10069.76,10548.72,261.5,508.5,418.5,1428,214.1,373.7,305.8,143.5,6.23
2017-09-25,551,10355.73,10880,280,510.5,414,1435,215.9,375,308.6,143.8,6.28
2017-09-26,547,10243.08,10670.77,273.5,513,413.8,1398,216.2,361.6,303.6,143.2,6.31
2017-09-27,555,10052.43,10470.25,277.5,507.5,419.3,1392,214,362.8,305.3,144,6.34
2017-09-28,572.5,10182.42,10557.43,280,511,419,1402,215.1,366.1,303.5,145.7,6.31
2017-09-29,565,10026.43,10426.67,281.5,511,416.3,1390,215.8,363.3,301,145.4,6.3
2017-10-02,561,10061.09,10461.54,291.5,517,416.6,1418,220,370,309.9,146.9,6.34
2017-10-03,550,9887.78,10252.31,292,530,417.2,1431,226,371.4,308.1,144,6.34
2017-10-04,565,9792.45,10121.54,291,540,416.4,1434,228,376.5,312.1,142.1,6.33
2017-10-05,571.5,9705.79,10086.67,292,536,418.3,1432,220,379.4,309.7,144.1,6.36
2017-10-06,561.5,9705.79,10069.23,290.5,538.5,413.2,1390,215.1,383.7,311.2,144.9,6.34
2017-10-09,564,9645.13,10034.36,292.5,543.5,417,1390,212.4,385.6,311.5,146.7,6.34
2017-10-10,574,9671.13,10034.36,284.5,535,413,1421,209.8,394.9,306.9,146.1,6.3
2017-10-11,575,9965.77,10383.08,290,543.5,415.6,1420,209.9,392,308.8,145.1,6.28
2017-10-12,576,10052.43,10461.54,287,545.5,416,1424,208.4,393.4,307.6,147.1,6.29
2017-10-13,573,9896.44,10330.77,284,547,415,1432,207.4,396.4,297.8,146.2,6.3
2017-10-16,553,9896.44,10313.33,281,548.5,415.5,1435,208.5,384,312.7,146.2,6.31
2017-10-17,549,9922.44,10383.08,270.5,543.5,416.9,1346,204.5,388.9,311.3,149.2,6.33
2017-10-18,545.5,9974.44,10417.95,278,552,421.9,1332,208,384,317.8,150.5,6.32
2017-10-19,536,9783.79,10226.15,269,544.5,417.7,1320,202,380.4,319.5,149.8,6.28
2017-10-20,538,9818.45,10252.31,270,549.5,422.1,1328,204.5,381,318.7,150.5,6.32
2017-10-23,537.5,9775.12,10182.56,270.5,551,428.9,1323,204.3,389,319.3,150.3,6.34
2017-10-24,536.5,9766.45,10104.1,257,548.5,429.3,1280,202.4,388.8,317.1,150.2,6.33
2017-10-25,540.5,9818.45,10200,268,551.5,428.9,1291,203.7,388.4,317.9,148.8,6.3
2017-10-26,554,9983.1,10348.2,262,553.5,429.8,1265,204,386.2,312.5,151.6,6.39
2017-10-27,556,10078.43,10487.69,261.5,566,432,1297,208.2,389.9,318.3,151.5,6.41
2017-10-30,566.5,10381.73,10801.54,262,565,433.9,1281,209.6,389,318.5,152,6.39
2017-10-31,563.5,10260.41,10696.92,259,562,438,1290,211.3,379.6,317.8,152.1,6.39
2017-11-01,572.5,10286.41,10705.64,258,561,438,1261,211.1,371.1,318.8,152.9,6.41
2017-11-02,567,10260.41,10723.08,253,494.8,430.8,1223,201,365,317.3,151.5,6.38
2017-11-03,517,10061.09,10522.56,255,480.9,429.7,1206,208.7,366.1,316.6,151.5,6.41
2017-11-06,526.5,10087.09,10531.28,270,507,430,1240,210.4,368.5,319.8,151.5,6.41
2017-11-07,509,9402.49,9781.54,259.5,518.5,432.7,1233,210.7,373.7,317.8,152.3,6.42
2017-11-08,527.5,9636.47,10008.2,262.5,516,424.2,1230,209.8,346.4,319.9,153.4,6.42
2017-11-09,426.6,9419.82,9764.1,252,504.5,387.8,1181,204.9,345.7,314.7,152.8,6.39
2017-11-10,417,9107.85,9441.54,250,507,385.4,1149,203.2,351.3,317.8,153.4,6.38
2017-11-13,408,8830.54,9136.41,240,513,371.6,1130,202,351.3,315.7,151.5,6.38
2017-11-14,396.3,8735.21,9031.79,239.5,516.5,360.5,1125,203,355.5,315.5,152.2,6.31
2017-11-15,416.7,8821.87,9101.54,239.5,509.5,355.1,1133,200.8,352.9,313.7,152.1,6.31
2017-11-16,422.1,8804.54,9136.41,260,511.5,365.5,1210,211.7,356,319.7,153.8,6.32
2017-11-17,416.5,8665.89,8953.33,252.5,507,370.5,1225,211.2,356.3,320.8,154.8,6.31
2017-11-20,400,8691.88,9031.79,251,510,368,1195,213.9,354.9,325.8,154.8,6.34
2017-11-21,386.4,8596.56,8935.9,248,507.5,366.5,1231,213.1,352.3,328.6,154.6,6.34
2017-11-22,385.7,8566.23,8901.02,249,504.5,365.9,1202,216,349,327.8,152.5,6.3
2017-11-23,373,8535.9,8840,243.5,504,356.5,1198,211.5,343.8,328.3,151.8,6.28
2017-11-24,366.4,8691.88,9066.67,236.5,499.2,339.5,1195,209.7,336.3,325.7,152.3,6.24
2017-11-27,360.8,8665.89,9014.36,230,500,343.4,1190,208,312.2,322.7,151.8,6.25
2017-11-28,392.3,8778.54,9153.84,237.5,495.3,347.4,1213,206.8,317.6,324.3,154.1,6.29
2017-11-29,391.9,9081.85,9502.56,232,491,345,1200,199,309.6,322,155,6.28
2017-11-30,400.2,9281.17,9781.54,235.5,490.1,344.2,1230,196.8,315.3,322.8,152,6.25
2017-12-01,384.5,9272.5,9729.23,232.5,490,329.7,1212,197.8,312.1,326.1,151.5,6.26
2017-12-04,370.2,9272.5,9737.95,229,499,339,1195,197.9,307,323.1,156.7,6.27
2017-12-05,366.8,9064.52,9563.59,225.5,494.8,342,1164,196.5,303.4,318,152.8,6.29
2017-12-06,371.6,9012.52,9511.28,224.5,491,340,1192,196.9,300.6,328.7,153,6.31
2017-12-07,390.5,8986.52,9441.54,231,492.1,341,1165,197,300.9,325.6,152.9,6.32
2017-12-08,400.6,8787.21,9267.18,234,486.3,335.5,1194,198.5,303.9,329,155.1,6.33
2017-12-11,400.2,8813.21,9258.46,234,483.3,334.5,1183,198.9,302.7,329.8,155.1,6.32
2017-12-12,393.9,8865.2,9293.33,231,484.5,333.4,1110,198.8,307.1,337.5,152.9,6.34
2017-12-13,396.4,8830.54,9275.9,221.5,484.5,343,1052,201.1,305,337.3,152.7,6.29
2017-12-14,424.4,8761.21,9197.43,212,490,340.2,1034,200.1,303.2,336.4,153.7,6.32
2017-12-15,419,8644.22,9118.97,214,483.5,339.7,1032,195.3,301.2,329.5,151.9,6.33
2017-12-18,436.6,8769.88,9249.74,220.5,493.6,339.7,1031,196.2,306.9,335,154,6.32
2017-12-19,428.4,8778.54,9275.9,218.9,495,352.9,1023,197.6,308.3,332.3,154.6,6.29
2017-12-20,435.5,8683.22,9127.69,219.1,489.2,350.7,1031,196,303.2,331.5,153.4,6.27
2017-12-21,434.2,8683.22,9162.56,224,492.5,356.3,1053,197.7,301.8,334.9,152.8,6.27
2017-12-22,432.9,8709.22,9180,228.8,502.5,359.7,1046,200.8,299.6,335.8,154.4,6.28
2017-12-27,439.5,8787.21,9275.9,228,499,358.7,1053,200,310,334.6,155.7,6.26
2017-12-28,434.5,8821.87,9336.92,223,495.6,358.5,1040,200.3,303.8,334.6,155.3,6.23
2017-12-29,428.8,8977.86,9450.25,224.3,493.5,361.3,1029,200.5,315,334.5,155.2,6.2
2018-01-02,440,9081.85,9554.87,229.8,493,368.3,1058,200.3,312,333.95,156,6.17
2018-01-03,433.6,9029.85,9502.56,235,497.4,372.1,1057.5,204.2,317.2,338,156.1,6.2
2018-01-04,421.8,9281.17,9785.9,230,495,378.5,1035,205.2,311.3,335.55,157.8,6.17
2018-01-05,426.5,9350.49,9851.28,230.1,504,379.2,1100,209.3,316.6,338.35,155.4,6.19
2018-01-08,439,9584.47,10117.18,228.4,505.6,381.2,1151.5,209.7,319,339.75,155.6,6.22
2018-01-09,434.4,9471.81,9964.61,226.8,509.4,385.5,1152.5,210,320.1,341.85,156.3,6.24
2018-01-10,423.6,9263.83,9690,223.6,512.2,377.3,1172,207.5,316.3,340.3,156.9,6.23
2018-01-11,420.3,9333.16,9816.41,223.4,509.4,371.5,1150,200.8,314.8,338.5,157,6.19
2018-01-12,427.5,9324.49,9820.77,227,510,370.5,1145,200.9,314.2,336.55,156,6.11
2018-01-15,436.7,9307.16,9807.69,221.9,510.8,361.6,1145,197.7,313.8,334.75,156.3,6.07
2018-01-16,441.2,9272.5,9755.38,223.1,511.4,362,1146.5,198.5,316.8,339,156.7,6.07
2018-01-17,438.4,9185.84,9659.49,225.1,511.2,362.1,1155.5,198.6,318.2,342,155.3,6.11
2018-01-18,440.1,9220.5,9707.43,225.5,513.8,361.1,1137,200,308.7,342,155.2,6.08
2018-01-19,432.3,9099.18,9559.23,232,521,366.4,1170.5,203.1,316,349.5,155.2,6.09
2018-01-22,438.7,9099.18,9585.38,245.5,523,364.8,1170.5,202.3,314,350.3,154.2,6.07
2018-01-23,440.4,9272.5,9803.33,237.2,531,365,1133,200.7,322.1,351.95,149.3,6.05
2018-01-24,423.7,9575.8,10112.82,239.8,531.2,358.3,1114.5,200,319.7,347.65,151.6,6
2018-01-25,406,9445.82,9938.46,233,534,358.2,1099,199.8,315,343.75,149.1,6
2018-01-26,402.1,9393.82,9890.51,237.7,534.4,363.1,1132,201,318.1,347.6,150,5.99
2018-01-29,397.5,9298.5,9790.25,240,532.4,360,1136,199.8,316.7,345.55,148.4,6.01
2018-01-30,413.6,8995.19,9467.69,230,530.6,350.6,1101,196.55,309.3,341.25,145.4,6
2018-01-31,409,8882.53,9328.2,231.2,532.6,353.4,1098,202.2,305.6,333.4,145.9,6
2018-02-01,412.4,8769.88,9214.87,235.7,512.2,354.8,1095,203.5,309,309,144.8,5.95
2018-02-02,404.2,8644.22,9127.69,220,497.9,345,1066,195.9,301.2,302.85,145.4,5.97
2018-02-05,400.5,8674.55,9097.18,216.2,492.6,342,1063.5,197.45,301.4,304.7,143.5,6.02
2018-02-06,405.4,8492.57,8992.56,211.2,495,344.3,1046,196.8,299.2,294.6,140.9,6.01
2018-02-07,422.3,8631.22,9123.33,221.3,500.4,371.8,1072,202.1,290,304.05,143,6.07
2018-02-08,412.5,8544.56,9031.79,221.2,494.3,380,1055,198.2,298.7,300.7,141.9,6.08
2018-02-09,428.9,8492.57,9005.64,216.7,492.1,376.6,1037,192.7,303,299.35,141.8,6.09
2018-02-12,430.3,8830.54,9367.43,231.6,502,388.3,1055,200.3,313.3,306,143.3,6.06
2018-02-13,422.2,8657.22,9171.28,237.7,498.8,392.4,1041.5,198,311.4,301.6,142.1,6.03
2018-02-14,430,8709.22,9210.51,244,509.4,391.2,1074.5,205.9,317.4,303.35,142.6,5.98
2018-02-15,425,8683.22,9197.43,239.8,512.6,385,1073,208.3,319.8,305.2,142.8,5.96
2018-02-16,426.4,8925.86,9450.25,244.8,522.8,392.7,1088,212.7,324,313.45,144.8,6
2018-02-19,429.7,8943.2,9502.56,239.3,513.2,385.2,1047,208.9,320,308.05,144.2,6
2018-02-20,447,8691.88,9210.51,239.2,518.8,393.9,1050,211,321.1,309.55,145.1,6.04
2018-02-21,443.2,8336.58,8805.13,236,522.8,405.7,1019,210.8,326.5,314,145.7,6.06
2018-02-22,442.4,8189.26,8608.1,243.4,523,417.1,1200,214,323.1,320.55,145.7,6.04
2018-02-23,447,8319.25,8752.82,242.6,525.4,417.3,1241,215,319.1,323.7,147.3,6.06
2018-02-26,448.2,8388.58,8826.92,241.6,528,421.2,1260.5,217.4,325.3,329.2,148.2,6.04
2018-02-27,449.1,8423.24,8857.43,238.2,523.8,417.7,1230,214,323.2,323,146.1,6.09
2018-02-28,443.6,8310.58,8739.74,246.7,517.6,416.7,1247,211.5,320.7,316.6,145.2,6.11
2018-03-01,442.5,8375.58,8778.97,243.7,510.6,413.5,1233,207.8,323.8,308.2,144.4,6.07
2018-03-02,428.7,8011.61,8388.41,239.2,508,406.1,1216,206.8,319.8,303.85,142.8,6.05
2018-03-05,431.1,7972.62,8334.36,246.2,509.4,406.6,1244,207.8,325.4,304.5,143.8,6.04
2018-03-06,433.1,8028.94,8444.2,253.3,508.2,418.4,1253,208.4,324.2,303.65,144.2,6.01
2018-03-07,435.9,7877.29,8259.38,253.2,509.6,415.4,1250,212.1,325,302.7,145.7,6
2018-03-08,440,7829.63,8168.72,254.9,515,423.8,1260.5,218.3,333.8,307.15,147,6.05
2018-03-09,431.5,7812.3,8153.02,248.7,516,418.3,1261.5,220.2,339.2,306.65,146.9,6.05
2018-03-12,432.5,7816.63,8172.2,219,517,416.7,1260,222.6,337.6,306.85,146.4,6.04
2018-03-13,428.6,7820.96,8200.1,216.5,514.2,408,1255,222,342.8,302.15,146,6.01
2018-03-14,439.9,7760.3,8182.67,207.9,511,407.6,1263,221.8,341.4,302.1,145.9,6.02
2018-03-15,434.3,7794.97,8229.74,209.2,511,407.5,1269.5,223.1,342.6,305.4,147,6.05
2018-03-16,429.4,7937.95,8395.38,211,509.2,404.4,1265,221.8,341.6,305.1,149.5,6.06
2018-03-19,432.7,7812.3,8250.67,204.2,506.8,395,1266,220.3,345.4,305.25,142.4,6.04
2018-03-20,443,7664.98,8118.15,202.7,504.8,401.8,1270,220.3,344.2,304,142.3,6.08
2018-03-21,445,7721.31,8215.79,200.5,507,398.9,1272,218.1,336.6,304.75,142.3,6.04
2018-03-22,437.5,7686.64,8147.79,193.5,501.4,393.8,1264,214.2,331.1,298.1,139.9,6.05
2018-03-23,436.8,7634.65,8090.26,194.9,499.8,395.8,1262,213.6,334,295.85,138.6,6.03
2018-03-26,440.7,7721.31,8194.87,192.25,496.8,393.9,1242,211.5,335.5,293.25,138.5,5.98
2018-03-27,436.4,7582.65,8053.64,187.7,501,395.4,1280,212.5,338.1,293.6,138.7,6
2018-03-28,429.8,7673.64,8146.05,188.5,510.6,388.7,1298,213.4,337.8,297.5,140.5,6.05
2018-04-03,444,7573.98,8107.69,180.5,507.2,389.5,1256,212.6,336.7,296.7,140.8,6.07
2018-04-04,422.4,7517.66,8034.46,177.2,496.4,382.3,1219,202.1,341,291.75,139.4,6.07
2018-04-05,428.8,7686.64,8217.54,177.45,506.2,390.1,1243.5,204.9,346.1,298.2,140.4,6.08
2018-04-06,435.9,7634.65,8153.02,176.45,509.6,377.7,1230,202.5,345.2,296.9,139.8,6.06
2018-04-09,437.5,7734.3,8252.41,170.25,512.8,378,1217,202.6,346.3,300.8,142,6.04
2018-04-10,432.5,7690.97,8217.54,171.3,519,388,1210,204.8,348.7,305.55,141.2,6.03
2018-04-11,419.3,7599.98,8107.69,169.75,509.4,381.7,1203.5,203.2,344.5,300.85,142,6.02
2018-04-12,412.6,7634.65,8154.77,168.05,511,364.3,1215,208.7,344.6,301.7,139.1,6.04
2018-04-13,415.3,7504.66,7994.36,169.5,513,371.7,1202,207.8,340.1,296.1,139.2,6.04
2018-04-16,417,7383.34,7846.15,165.15,514,367.8,1190,209.7,340.4,296.75,140.1,6.02
2018-04-17,411.3,7335.67,7809.54,169.25,518.8,376.9,1294,213.8,343.4,295.8,141.4,6.02
2018-04-18,410,7327.01,7846.15,179.15,526.8,377.2,1264,213.9,348.1,293.1,141.1,6.02
2018-04-19,416.2,7539.32,8050.15,175.4,522.8,384.6,1277.5,211.4,347.9,287.55,142,6.03
2018-04-20,411,7760.3,8320.41,169.7,521,379.6,1267,210.7,343.5,284.2,140.7,6.06
2018-04-23,412.7,7755.97,8271.59,166.25,528.2,380.1,1253.5,212.7,344,285.2,143.4,6.1
2018-04-24,405,7764.63,8264.61,164.5,524.2,379.1,1236.5,212.9,345.2,288.65,144.3,6.09
2018-04-25,406.9,7708.31,8203.59,160.6,518.4,376.1,1221.5,211,348.5,285.3,144,6.13
2018-04-26,408.1,7859.96,8374.46,170.5,521,376.1,1255.5,215.3,352.5,289,144.6,6.16
2018-04-30,400.2,8202.26,8679.59,169.45,524,382.4,1252,217.4,359,291.8,146.5,6.17
2018-05-01,404,8215.26,8748.46,167.2,525.6,383.7,1236,221.1,357,294.3,145.8,6.21
2018-05-02,410.6,8184.93,8712.72,182,536.4,410,1248.5,236.5,364.3,307,146.3,6.23
2018-05-03,412.2,8137.27,8630.77,180,571,428.5,1264.5,235.9,365,300,145.9,6.21
2018-05-04,413.6,8050.61,8583.69,177.85,569.8,413.7,1248,238.9,369.2,297.25,144.7,6.23
2018-05-07,432,8141.6,8658.67,188.5,573.8,419.7,1293.5,244.3,372.2,301.1,144.6,6.25
2018-05-08,434.8,8518.57,9036.15,187.25,576.4,422.7,1305,243.2,403.1,305.45,146.3,6.28
2018-05-09,440.1,8605.23,9184.36,185.4,594.6,428,1244,245.4,411.3,300.2,146.5,6.29
2018-05-14,437.4,8323.58,8896.67,199.05,601.6,417,1263.5,247,409.9,313.55,146.9,6.25
2018-05-15,437.5,8323.58,8879.23,187.2,596.8,425.2,1251,245.1,408.4,304.5,144.9,6.29
2018-05-16,437.8,8310.58,8848.72,192.9,600.8,423.4,1226,243.3,418.3,308.35,142.6,6.31
2018-05-17,453,7621.65,8065.84,189.6,612.2,430,1255,242.6,421.6,309.6,143.5,6.31
2018-05-18,450.8,7482.99,7879.28,204,615.8,422.9,1268,240.7,426.4,306.8,144.1,6.33
2018-05-22,453.6,7833.96,8278.56,208,614.4,435,1232.5,239.8,423.2,308.3,145.8,6.32
2018-05-23,442.2,7881.62,8386.67,205.9,613.2,432.5,1227,238.7,425.5,305.55,145.8,6.37
2018-05-24,429.1,7712.64,8196.61,209.3,609.2,432.5,1219,240.6,428.4,303.7,146,6.36
2018-05-25,429.2,7790.63,8294.25,203.8,617.2,434.2,1192.5,245.5,434.4,304.6,147.8,6.39
2018-05-28,418.2,7734.3,8240.2,201,617,432,953.2,243.2,433.3,305.95,147.7,6.41
2018-05-29,413.2,7673.64,8172.2,192.2,609.6,431,956.2,241.3,434.8,303.25,146,6.45
2018-05-30,411.5,7703.97,8226.25,195.75,608,431,987.8,245,445.4,302.2,146.5,6.38
2018-05-31,417.5,7755.97,8306.46,196,605.2,426.8,958,243.1,449.1,302.45,146.7,6.37
2018-06-01,423.8,8145.93,8765.9,197.35,615.6,434.5,977.8,244.8,447.2,304.95,148.1,6.38
2018-06-04,420.1,8115.6,8716.2,195.55,619,441.8,977.8,248.7,446.6,300,149.6,6.36
2018-06-06,416.4,8033.28,8602.87,201.8,628.8,435.4,981.6,251,448.2,294.75,147.9,6.32
2018-06-07,412.4,7937.95,8540.1,197.35,624.6,434.3,962,249.4,443.8,290.45,148.7,6.31
2018-06-08,407.6,7790.63,8358.77,199.1,630,431.9,952,245.2,450.9,285.55,148.4,6.33
2018-06-11,415.9,7755.97,8301.23,201,632.2,433.5,946.8,247.4,453.6,283.9,150.1,6.32
2018-06-12,413.2,7812.3,8372.72,204.9,635,431.4,968,249.6,450,280.5,150,6.34
2018-06-13,411.2,7963.95,8543.59,206,638,431,968,251.4,452.4,282.8,152.3,6.32
2018-06-14,414.2,8037.61,8658.67,208.7,638.6,433.1,987.8,282,459.4,285.9,150.6,6.44
2018-06-15,419.4,7972.62,8501.74,205.5,635,427.8,960.4,284.3,475.9,286.85,150,6.42
2018-06-18,418,7695.31,8247.18,201.4,626.4,423.6,951.2,283.9,470.3,287.5,148.9,6.41
2018-06-19,417.6,7383.34,7933.33,198.45,620.8,412.7,960.2,287.1,465.8,288,149.6,6.43
2018-06-20,410,7530.66,8039.69,196.35,632.2,412.4,1014,290.8,470.6,288.55,150.2,6.44
2018-06-21,408.3,7461.33,7987.38,196.8,628.4,398.2,988.2,293.3,470,299.2,150.9,6.42
2018-06-22,410.8,7314.01,7767.69,198.9,640.4,393,994.8,293.6,474.1,301,152.3,6.39
2018-06-25,403.6,7093.03,7560.2,189.4,633.4,385,1004,291,462.5,300.35,149.8,6.37
2018-06-26,395.4,6963.04,7350.97,185.55,638.6,384,967,289.1,450.7,295,148.6,6.4
2018-06-27,393.6,6954.37,7347.49,181.75,630.6,384.1,984.6,291.9,458.7,294.25,148.3,6.45
2018-06-28,388.8,6802.72,7164.41,183,630.6,374,966.4,285.2,436.9,291.5,147.9,6.44
2018-06-29,395,6564.41,6929.02,188.2,637.8,381.9,984.8,290.8,448.4,296,149.8,6.38
2018-07-02,385,6499.42,6887.18,187.9,626,375,979.6,289.9,434.3,298.95,148.6,6.4
2018-07-03,392.4,6581.74,6936,192.45,628,377.2,1002.5,290.5,441.2,302.35,150,6.39
2018-07-04,392.8,6581.74,6937.74,192.05,627.6,370.7,1016,292.5,438.3,306.7,151.2,6.39
2018-07-05,384.9,6395.42,6740.72,192.35,627.4,378.5,1029.5,294.3,436.6,304.4,150.9,6.37
2018-07-06,385.5,6360.76,6686.67,189.35,632.4,369.4,1026,294.3,443.9,306.9,151.3,6.34
2018-07-09,394.7,6564.41,6869.74,193,646.4,374,1030,294.5,440.4,308.65,152.8,6.34
2018-07-10,397.8,6495.08,6796.51,196,656,377.6,1063.5,295,442.9,314.7,153.5,6.35
2018-07-11,388.5,6308.77,6625.64,193.8,659,372.4,1055.5,286.7,438.9,310.9,154.6,6.38
2018-07-12,390.5,6482.08,6806.97,194.15,670.2,377.5,1082.5,292.3,448.6,316.65,155,6.39
2018-07-13,389.2,6620.74,6998.77,192.5,665.6,376.5,1085.5,288.7,442.2,316.75,153.8,6.38
2018-07-16,389.7,6482.08,6831.38,193.6,664.8,375.5,1090,292.1,444,315.9,154.1,6.36
2018-07-17,397,6659.73,7037.13,196.85,666,384.4,1115,298,448.3,318.75,156.8,6.39
2018-07-18,399.8,6794.06,7206.26,194.55,663.4,386.7,1127.5,297.5,448.6,321.55,156.1,6.4
2018-07-19,401.1,6963.04,7453.85,197.25,668.4,385.1,1125,302.7,448,318.1,155,6.4
2018-07-20,419,7019.37,7466.05,198.6,683.8,384.6,1136.5,303,467,320.75,155,6.36
2018-07-23,413.8,6824.39,7276,196,682.6,385.1,1123,301.4,459.4,321.55,155,6.37
2018-07-24,413.7,6872.05,7350.97,195.3,690.6,392.9,1128.5,304,460,324.25,153.3,6.38
2018-07-25,411.5,6993.37,7469.54,196.3,701.4,394.2,1130,305.8,462.9,323.1,152.9,6.35
2018-07-26,421.7,7127.69,7621.23,194,705,407,1144,310.2,459.1,329.25,154,6.4
2018-07-27,402.8,7192.69,7715.38,195.85,712.8,411.5,1129.5,309.1,465.8,325.8,155,6.39
2018-07-30,407.3,7153.69,7671.79,195.5,707.8,412.9,1136.5,308.1,460.5,323,156.1,6.36
2018-07-31,411.1,7431,7987.38,194.5,695,419.4,1092,304,461.3,318.15,155.9,6.37
2018-08-01,408,7266.35,7800.82,193,697.2,413.8,1104.5,309.2,467.2,315.65,156.3,6.39
2018-08-02,401.9,7106.03,7636.92,190.35,700,407,1101.5,311.5,472.3,317,155.7,6.43
2018-08-03,405,7010.7,7514.87,189.75,693.4,399.3,1094.5,314.4,470.5,320.4,156.4,6.44
2018-08-06,405,6893.71,7333.54,181.25,681.8,410.7,1069.5,316.5,455,320,156.4,6.45
2018-08-07,401.5,7279.34,7806.05,181,675.4,414.9,1080,315.4,443.7,322.9,157.9,6.43
2018-08-08,408,7591.32,8184.41,188.65,646.8,403,1060.5,308.8,380.3,303.65,157.3,6.42
2018-08-09,411.9,7677.98,8247.18,191.8,644.6,420.4,1045,305,375,304.5,158.6,6.47
2018-08-10,404.7,7374.67,7952.51,192.15,648.8,404.1,1058.5,305.1,364.1,305,157.6,6.53
2018-08-13,402.3,7166.69,7703.18,192.2,666.4,397,1085.5,321.5,373.1,308.3,158.6,6.53
2018-08-14,395,7075.7,7579.38,189.25,670,391.3,1066,323.5,372.5,319.3,158.5,6.57
2018-08-15,407.2,6928.38,7420.72,181.95,668.4,376.3,1044,311,376.8,313.9,157.6,6.57
2018-08-16,400.1,7028.03,7528.82,177,680.4,380.5,1052,320.3,382.3,313.95,158,6.55
2018-08-17,410.5,7188.35,7666.56,170.05,680,382.5,1052.5,315.3,380.1,310,157.8,6.52
2018-08-20,421.2,7348.67,7886.26,164.6,679.8,389,1045.5,306.4,377.3,312.95,157.4,6.5
2018-08-21,434.5,7370.34,7901.95,175.5,677.2,392,1039.5,306.5,385,317.7,157.9,6.45
2018-08-22,434.8,7530.66,8072.82,175.2,686.6,390.3,1053.5,329.4,382.7,316,157.1,6.43
2018-08-23,435.2,7448.33,7942.05,176.75,688,392.1,1069,332.7,378.5,316.5,156,6.46
