"Date","MaerskA","MaerskB","Baverian","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NKT","Nordea","NovoNordisk","Novozymes","Tryg","Vestas","WilliamDemant","OilPrice","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","GoldFutures","C20index"
2015-10-09,9584.47,9921.02,259.5,531,471,203.9,270,269,622,128.8,360.8,189.3,187.11,78.3,357.1,288.9,123.7,76.22,114.2,326.12,6.57,10.07,0.8,0.81,1.03,-0.2,0.91,1222.4,938.38
2015-10-12,9402.49,9711.79,251.5,533,466.3,198.6,274.5,266,611.5,129.3,358,189.8,185.67,77.95,363.4,277.7,124,74.14,115.8,308.9,6.56,10.08,0.8,0.81,1.04,-0.16,0.88,1231.1,940.26
2015-10-13,9315.83,9624.61,256.5,526,461.5,199.1,276.1,257.9,613,126.1,356.2,190,181.44,77.25,357,280.6,120.8,74.5,114.7,306.33,6.56,9.97,0.81,0.8,1.03,-0.16,0.88,1231.7,931.2
2015-10-14,9168.51,9502.56,249.5,524.5,450.6,196.4,270,261.5,593.5,125.3,355.2,190.7,184.28,75.9,346,270,117.7,73.4,112.1,304.92,6.54,10.06,0.8,0.81,1.03,-0.17,0.84,1243.6,907.63
2015-10-15,9029.85,9328.2,253,525,473.4,200.6,269.9,261.8,613,126.6,355.8,193.4,183.68,76.5,347,274.2,118.5,74.94,115.1,302.52,6.52,10.09,0.8,0.81,1.03,-0.16,0.86,1251.4,915.27
2015-10-16,8995.19,9284.61,258.5,525,475,203,271.2,259.4,628,126.4,365.4,195.3,180.99,77.5,360.9,276.5,119.2,74.38,119.6,310.6,6.57,10.14,0.8,0.81,1.03,-0.17,0.84,1246.6,934.05
2015-10-19,9021.19,9302.05,270.5,527,476.5,203.8,274.1,255.3,634.5,129.8,368.1,200.1,182.29,78.5,370,275.8,119.8,75.18,122,302.17,6.58,10.19,0.79,0.81,1.03,-0.17,0.86,1236.3,947.16
2015-10-20,8934.53,9232.31,280,528,474.2,201.9,269.5,257.1,636.5,129.7,365.8,199.9,182.69,78.9,363.5,276.9,120,75.5,119,300.67,6.56,10.15,0.79,0.81,1.03,-0.14,0.93,1240.9,938.73
2015-10-21,8839.2,9075.38,277,523,472.6,200.8,272,253.8,634,131.3,364.9,199.5,183.73,74.6,357,277.6,119.6,76.34,117.4,297.1,6.57,10.15,0.79,0.81,1.03,-0.16,0.87,1229.7,930.96
2015-10-22,8847.87,9127.69,278,532.5,476,197.6,267.1,255,636.5,130,360.3,194.7,184.97,76.35,358.9,307.6,119.6,76.78,118.4,296.06,6.59,10.2,0.79,0.8,1.04,-0.23,0.81,1228.2,937.38
2015-10-23,8444.91,8652.56,278,538,482.4,197.9,274,260.3,646,131,365,194.1,186.41,78.55,373,314.9,121.7,78.08,118.1,295.52,6.73,10.37,0.79,0.81,1.06,-0.22,0.83,1218.7,957.37
2015-10-26,8475.24,8770.25,278.5,543.5,488.3,199.9,273.8,258.1,668.5,131,365.5,196,185.87,77.2,372.5,312.5,124.2,78.86,119.5,292.63,6.78,10.38,0.8,0.81,1.07,-0.23,0.81,1220.3,960.38
2015-10-27,8336.58,8574.1,272.5,539,483.1,197.4,272.7,252.8,663,128.5,351.2,200.6,182.54,76.55,376.7,304.7,122.4,78.56,117,291.43,6.74,10.34,0.79,0.8,1.06,-0.08,0.77,1218.2,958.47
2015-10-28,8444.91,8709.23,272.5,558.5,488.8,195.2,281.7,256.6,667,128.9,348.4,202.8,184.38,76.1,384.4,311.8,123.1,78.84,119.5,309.1,6.73,10.29,0.8,0.79,1.06,-0.07,0.79,1229.3,970.58
2015-10-29,8388.58,8656.92,275,552,491.3,181.4,280,254,670,131.1,336.8,200,184.38,74.85,364,318.4,123.9,79.34,120,314,6.82,10.41,0.8,0.8,1.07,-0.07,0.88,1201.8,941.96
2015-10-30,8418.91,8717.95,272,556,486.6,186.5,275,256.8,669,123.7,331.1,199.3,183.58,75.45,360.3,314.5,122,79.06,117.8,315.45,6.77,10.38,0.79,0.79,1.07,-0.1,0.85,1195.2,937.94
2015-11-02,8427.58,8696.15,271.5,554,483.9,190.4,273.8,263.5,680,125.8,324.6,203.5,188.2,76.9,363.5,316.5,123.9,80.4,118.8,311.81,6.76,10.46,0.79,0.8,1.07,-0.07,0.89,1190.4,946.49
2015-11-03,8527.23,8822.56,271.5,555,529,188.2,278.8,265.6,672.5,127.1,325,204.8,188.25,77,368.8,317,124,79.4,124,325.37,6.8,10.46,0.79,0.8,1.07,-0.08,0.91,1168.6,955.93
2015-11-04,8795.88,9101.54,280,567,537.5,184.8,280.8,272.7,707.5,128.5,325.6,212,191.24,77.65,371.6,318.5,125.1,78.72,126.5,315.98,6.82,10.52,0.8,0.8,1.08,-0.12,0.92,1161.2,963.23
2015-11-05,8665.89,8944.61,286,565.5,535.5,184.6,282.5,269,697.5,127.4,325,221,189.7,76,378.5,321.3,127.5,82.82,127,310.28,6.85,10.47,0.79,0.8,1.08,-0.12,0.94,1160.1,973.41
2015-11-06,8873.87,9162.56,292.5,556,542,190.5,287.7,271.4,705,128.3,333.4,222,189.7,76.1,380.1,321.5,128.6,83.64,127,304.33,6.87,10.39,0.8,0.8,1.08,-0.11,1.03,1147.9,980.91
2015-11-09,8743.88,9031.79,288,551,536.5,187.1,281.7,271.7,711.5,128.5,328.7,219.4,191.14,76.15,375.1,322.1,127.5,83.94,125.7,303.7,6.92,10.45,0.8,0.8,1.09,-0.1,1,1149.2,971.62
2015-11-10,8518.57,8796.41,288,554.5,538.5,187,280.5,261.8,720,127.3,326.8,218.4,189.2,75.9,374.4,321.2,127.6,83.72,125.9,308.06,6.96,10.53,0.8,0.8,1.1,-0.14,0.95,1149.4,970.08
2015-11-11,8596.56,8866.15,292,589,548,188,283,268.9,738.5,130.3,328.2,218.2,190.84,76.4,377.6,328.3,129.1,84.28,126.9,299.01,6.96,10.57,0.8,0.81,1.09,-0.16,0.94,1145.4,982.35
2015-11-12,8436.24,8674.36,288,603.5,542,188,282.1,251.8,728,129.7,326.5,216.9,170.3,76.35,375.5,326.3,129.1,84.24,126.6,290.31,6.96,10.56,0.8,0.8,1.09,-0.17,0.91,1141.3,977.35
2015-11-13,8332.25,8604.61,294.5,589,544.5,184.5,278.3,250.9,734.5,127.7,323.9,214.7,163.59,75.4,370.7,323.1,126.9,83.38,123.7,282.03,6.93,10.55,0.8,0.8,1.09,-0.18,0.86,1141.3,966.21
2015-11-16,8423.24,8604.61,310.5,589.5,547.5,184.5,278.3,249.7,744,128.3,322.4,213.5,166.97,75.4,370.7,322.8,128,83.38,125.4,290.01,6.96,10.57,0.8,0.8,1.09,-0.18,0.87,1142.5,966.7
2015-11-17,8531.57,8778.97,315,589.5,547.5,186.3,283.5,255.4,744,131.6,326.8,209.5,167.82,76.75,379.5,328,129,86.86,127.1,284.82,6.99,10.63,0.8,0.81,1.1,-0.19,0.82,1126.9,988.77
2015-11-18,8505.57,8761.54,317,597,549.5,187.5,282,255,827,130.8,330,209.4,168.22,77,378.5,330.2,130.1,86.76,127.9,285.04,6.99,10.64,0.8,0.81,1.1,-0.2,0.79,1126.9,985.8
2015-11-19,8644.22,8848.72,320,608.5,550.5,189.6,277.1,255,840,131.4,329.1,211.2,170.2,77.7,379.2,333.7,132.7,86.32,128.3,283.07,6.98,10.66,0.8,0.81,1.09,-0.2,0.78,1135.6,990.27
2015-11-20,8496.9,8717.95,318.5,614,547,185.9,275.8,254.3,840,131.8,324.3,212,172.09,77.1,383.1,334.1,133.3,86.66,130.5,274.94,6.98,10.64,0.8,0.81,1.09,-0.26,0.78,1133.8,991.84
2015-11-23,8505.57,8717.95,319.5,614,547,185.8,277.3,256.2,840.5,131.1,326,212.4,172.14,77.1,383.1,334.7,132,86.66,132.1,275.59,7.02,10.62,0.81,0.81,1.1,-0.24,0.8,1124.7,990.83
2015-11-24,8622.56,8848.72,312,591,554,185.8,271.2,254.5,836.5,131,321.5,211.2,169.06,75.7,375.6,329.2,129,86.84,131.9,286.41,7,10.56,0.81,0.81,1.1,-0.23,0.79,1131.6,980.04
2015-11-25,8709.22,8935.9,316,589,567.5,186.5,271.2,258.6,860,126,322.4,211.8,169.06,76.65,383.1,333.1,134.5,88.16,134.5,290.5,7.05,10.63,0.8,0.81,1.1,-0.27,0.75,1128.4,994.23
2015-11-26,8873.87,9110.25,311,591,564,184,274.5,257,875.5,129,317.6,212,170.06,77,385.7,336.1,135.6,88.16,135.3,,7.03,10.62,0.8,0.81,1.1,-0.27,0.74,1070.8,998.64
2015-11-27,8839.2,9075.38,310,588,568.5,183.8,275.1,256.1,892.5,129.1,312,212.2,171.05,77.5,386,335.7,134.8,90.74,134.1,286.08,7.05,10.61,0.81,0.81,1.1,-0.28,0.73,1114.5,1001.01
2015-11-30,9177.17,9397.95,321.5,588,568.5,183.8,275.1,256.7,892.5,129.5,321.1,214.5,173.49,77.5,386,339.5,137.5,90.74,135.6,285.12,7.05,10.59,0.81,0.81,1.1,-0.28,0.74,1123.9,1015.05
2015-12-01,9133.84,9389.23,316.5,599.5,579,190.2,272.6,257.5,891.5,131.9,323,218,173.19,78,393.7,339.2,137.7,91.96,136.1,285.6,7.04,10.6,0.81,0.81,1.1,-0.3,0.72,1122,1019.67
2015-12-02,8856.54,9389.23,327,602.5,566,190.4,272.6,256,909.5,132.7,322.7,217.5,174.58,78.9,398.8,340.5,139,92.34,134.7,280.67,7.03,10.57,0.81,0.82,1.1,-0.29,0.75,1112.4,1025.41
2015-12-03,8665.89,8892.31,320.5,602.5,566,190.4,272.2,256,917.5,132,322.8,218,174.48,76.8,388.5,335.5,136.1,91.58,130.5,287.12,6.99,10.47,0.81,0.81,1.09,-0.16,0.92,1120.6,1007.09
2015-12-04,8557.56,8744.1,326.5,595,556,190.7,272.2,251.1,926,129.1,320,212.8,173.78,75.55,389.1,333.7,136.1,91.58,131.5,273.72,6.84,10.36,0.8,0.81,1.07,-0.15,0.94,1143.2,1006.39
2015-12-07,8501.24,8665.64,334,595,556,189.2,271.5,251.6,926,130.3,320,221.9,174.03,75.55,389.1,335.8,137.8,91.86,132.2,259.8,6.9,10.4,0.81,0.8,1.08,-0.17,0.85,1134.3,1016.53
2015-12-08,8306.25,8665.64,334,580,553,185.1,275,243.3,938,123.6,312.9,220.3,171.75,74.45,391.5,329.1,135.9,91.86,133.2,256.99,6.86,10.26,0.81,0.78,1.07,-0.16,0.83,1134,1002.59
2015-12-09,8210.93,8395.38,333,585.5,553.5,184.1,272.5,241.2,954,122.5,309.8,217.1,170.65,74.55,389.6,330.4,135.5,91.68,133.6,253.4,6.82,10.29,0.81,0.78,1.06,-0.17,0.86,1134.9,999.03
2015-12-10,8124.27,8282.05,322,585.5,553.5,180.7,271.6,240.4,939.5,121.9,307.9,217,170.65,73.3,388.5,326.3,133,90.64,133.8,250.63,6.82,10.31,0.8,0.79,1.06,-0.18,0.82,1130.3,990.6
2015-12-11,7881.62,8016.15,315.5,572,533.5,176.7,271.6,234.1,939.5,119.8,301.4,211.5,164.59,73.3,388.5,319.3,130.6,88.14,132.6,242.9,6.81,10.33,0.8,0.78,1.06,-0.2,0.81,1133.8,965.74
2015-12-14,7838.29,8016.15,299,572,533.5,176.7,261.1,233.1,911,119.2,297.5,211.3,161.6,71.45,378.1,318.3,132.4,89.22,133,246.66,6.79,10.28,0.8,0.78,1.05,-0.18,0.85,1121.4,962.79
2015-12-15,7894.62,8033.59,310.5,584,544,180.4,262.4,231.8,919.5,120.3,298.5,211.7,161.06,74.15,384.4,326.7,131.2,91.1,134.4,253.38,6.79,10.29,0.8,0.79,1.05,-0.18,0.91,1119.8,981.64
2015-12-16,7738.64,7854.87,310,601.5,537,179.2,263.9,234.9,919.5,120.3,296.6,211.5,167.27,73.35,386.9,328.3,132,91.1,134.5,242.63,6.82,10.25,0.8,0.78,1.05,-0.16,0.95,1135.3,986.41
2015-12-17,7742.97,7902.82,322.5,601.5,537,181.9,266.9,231,925.5,120,301.3,213.3,171.8,74.6,392.3,331.5,132.2,95.8,134.1,240.75,6.88,10.27,0.8,0.78,1.06,-0.18,0.89,1108.1,998.27
2015-12-18,7547.99,7902.82,340,605,538,181.9,264.2,233.6,915.5,119.6,299.5,212.1,170.35,73.7,390.7,327.6,130.5,95.5,131.5,239.07,6.89,10.27,0.81,0.79,1.06,-0.19,0.84,1123.3,990.02
2015-12-21,7604.32,7676.15,347.5,605,538,178,264.2,233.3,915.5,119.4,299.2,217.7,168.07,73.7,392.1,322.9,129.6,95.2,129.4,237.14,6.86,10.22,0.8,0.78,1.06,-0.19,0.85,1140.5,989.33
2015-12-22,7556.65,7689.23,340,601,527.5,179.4,264.8,235.6,910,118.8,299.5,218.9,170.06,73.75,385.6,321,128.5,94.46,127.4,246.08,6.81,10.14,0.81,0.78,1.05,-0.17,0.9,1134,979.95
2015-12-23,7638.98,7689.23,343,610,543.5,179.4,265.7,245,919.5,123.1,311.6,222.4,172.49,75.35,393.8,327.8,130,95.8,131.2,251.28,6.84,10.18,0.81,0.78,1.06,-0.16,0.93,1128.2,999.8
2015-12-28,7599.98,7806.92,345.5,610.5,546.5,183.8,267.5,243.1,919.5,123.3,311.4,230.2,174.13,75.35,396.3,324.3,129.8,95.24,128.7,247.55,6.81,10.15,0.81,0.78,1.05,-0.16,0.88,1128.1,1001.69
2015-12-29,7660.64,7802.56,355,610.5,546.5,185.6,267.5,242.8,924,125.4,312.6,234.7,175.03,76.2,400.6,330.8,134.6,96.76,130.8,258.12,6.81,10.08,0.81,0.78,1.05,-0.14,0.95,1128.6,1014.09
2015-12-30,7690.97,7802.56,357.5,612.5,557,185.6,271.7,242.8,917.5,125.3,312.1,235.4,177.46,75.8,399.9,330.6,137.4,96.76,131.4,249.91,6.83,10.11,0.81,0.78,1.05,-0.12,0.95,1120.8,1014.17
2016-01-04,7612.98,7750.26,350,612.5,557,182.2,271.7,228.9,925,122.4,308.8,228.9,171.4,75.8,393.9,328.4,132.9,95.04,128.2,252.04,6.85,10.11,0.81,0.77,1.05,-0.14,0.89,1135.5,998.12
2016-01-05,7673.64,7750.26,359,610,544.5,185,267.6,223.9,925,125.2,308.5,240,172.69,73.75,404.2,334,132.6,95.04,130.7,249.73,6.94,10.19,0.81,0.78,1.06,-0.17,0.87,1138.4,1012.86
2016-01-06,7513.32,7663.08,352.5,594.5,542.5,185,270.1,223.9,913,125.1,305.3,234.1,170.1,73.2,398.8,327,128.2,93.94,130.5,235.92,6.94,10.16,0.81,0.78,1.06,-0.15,0.85,1151.9,1003.49
2016-01-07,7210.02,7353.59,345,594,534,185.3,265.2,221.1,913,127.2,306.2,232,167.02,72.55,387.5,324.6,124.9,91.86,130,228.5,6.86,10.01,0.8,0.77,1.04,-0.14,0.89,1162.7,985.4
2016-01-08,6928.38,7057.18,339,594,534,185.3,264.6,221.1,878.5,129.8,299.4,233.5,168.71,71.7,380.6,324,122.2,89.8,124.1,228.03,6.87,10.01,0.81,0.77,1.04,-0.14,0.87,1151.7,969.75
2016-01-11,6919.71,7044.1,316.5,579,523.5,181.3,261.9,226.5,844.5,127.5,294.1,226,164.59,71.9,374.4,307.2,120.2,88.4,123.6,215.29,6.85,9.99,0.8,0.77,1.04,-0.13,0.9,1148.5,955.72
2016-01-12,6876.38,6991.79,324,569.5,537,183.8,267,222.3,874,128.4,290.9,223.7,169.41,72.6,381.8,308.5,122.3,90.86,125.7,209.46,6.89,9.94,0.81,0.77,1.05,-0.15,0.89,1137.1,969.28
2016-01-13,6876.38,6983.08,324.5,558,536,183.6,263.7,226.9,877,128.9,290.4,227.4,169.06,73.2,380,308.4,122.8,89.6,124.8,209.85,6.9,9.95,0.81,0.78,1.05,-0.16,0.86,1137.4,966.42
2016-01-14,6963.04,7083.33,310.5,548.5,529.5,182,257,226.8,863,125.9,283.8,219.6,168.61,71.85,374.6,304.1,119,88.4,121.9,213.88,6.85,9.86,0.8,0.78,1.04,-0.13,0.86,1123,953.28
2016-01-15,6655.4,6769.49,287,531.5,524.5,175.1,250.3,218.8,819,121.7,272.7,215.6,164.24,69.6,361,292.4,115.9,81.78,120.2,201.38,6.84,9.8,0.8,0.78,1.04,-0.14,0.83,1137.5,919.08
2016-01-18,6642.4,6773.85,283,530,522,171.9,247.2,214.3,801.5,118.7,266.9,212.9,163.99,69.1,363,293.5,114.4,83.26,119.2,,6.85,9.79,0.8,0.77,1.04,-0.15,0.82,1088.5,920.15
2016-01-19,6729.06,6843.59,290,536,528,175.8,250.8,218,839,119.5,267.1,216.9,163.69,69.5,367.2,268.5,115.9,88.24,120.5,195.5,6.87,9.76,0.8,0.78,1.04,-0.15,0.83,1135.8,932.09
2016-01-20,6516.75,6625.64,272,518.5,518.5,169.1,244.5,215.7,802.5,115.6,261.9,213.1,170.7,66.95,354.8,261,113.5,84.52,119.2,182.57,6.84,9.69,0.8,0.77,1.04,-0.17,0.77,1151.7,901.06
2016-01-21,6694.4,6839.23,277.5,530,535.5,176,248.7,219.5,816.5,116.8,265.7,215,178.71,68.1,367,271.5,122.3,83.98,119.9,202.45,6.85,9.67,0.8,0.77,1.04,-0.18,0.74,1143.6,927.56
2016-01-22,7088.7,7266.41,284,540.5,536.5,181,257.5,234,841.5,120.5,277.6,222,185.72,71.2,375.6,276.2,127.4,85.84,121,221.42,6.9,9.89,0.8,0.79,1.05,-0.18,0.76,1142.6,951.29
2016-01-25,7049.7,7214.1,299,543,552.5,181.6,259.3,229.7,866.5,122.7,284.9,229.7,186.07,71.05,380.7,279.7,127.5,86.5,124.1,209.14,6.9,9.83,0.8,0.79,1.05,-0.18,0.75,1152.4,960.88
2016-01-26,7123.36,7283.85,295,552,551,184.7,259.2,230.6,871.5,123.4,297.1,230.1,189.94,72.25,378.2,279.4,128.9,87.2,120.9,203.41,6.89,9.81,0.81,0.79,1.05,-0.18,0.72,1167.3,962.46
2016-01-27,7188.35,7301.28,301,555,560,182.1,262.4,235.8,866,128,296.6,230.3,188.55,68.5,384.7,282.2,129,87.58,121.6,221.52,6.85,9.82,0.81,0.79,1.04,-0.17,0.73,1163.9,969.08
2016-01-28,7309.68,7453.85,285,559,550,178.7,256.8,235,841,126.7,291.6,221.9,186.71,67,372.2,283,127.9,86.96,119.2,227.31,6.84,9.79,0.8,0.79,1.04,-0.17,0.7,1163.7,949.28
2016-01-29,7521.99,7689.23,286.5,578,562.5,184.7,267.1,240.2,859,128.5,301.3,223,189.5,68.8,379.9,286,130.9,89.58,121,230.04,6.83,9.77,0.8,0.79,1.04,-0.21,0.62,1161.9,972.66
2016-02-01,7530.66,7737.18,290,584,560.5,180.3,269.5,234.9,851.5,129.1,296.2,220.4,189,68.65,380.9,286.8,130.2,89.04,123.2,216.8,6.86,9.81,0.8,0.79,1.04,-0.19,0.64,1173.5,974.11
2016-02-02,7136.36,7314.36,282,577.5,537,187.6,263.5,228.2,849,126.1,287.1,220.8,186.56,66.75,377.7,291.1,127.7,86.22,120.9,204.36,6.83,9.84,0.8,0.78,1.04,-0.21,0.61,1170.1,964.42
2016-02-03,7071.36,7253.33,273,565.5,518.5,184,259.2,225.1,826.5,121.6,279.4,216.9,184.28,65.25,349,285,124.8,85.24,118.7,220.4,6.83,9.91,0.8,0.78,1.04,-0.22,0.58,1183.3,922.75
2016-02-04,7387.67,7650,277,570,516.5,191.8,256.5,232.1,801,119.9,295.9,232.3,183.08,66.95,332.4,287.6,125.6,84.62,117.9,210.65,6.66,9.74,0.79,0.78,1.01,-0.21,0.6,1197.7,909.16
2016-02-05,7552.32,7750.26,260,573,506,191,254.6,233.3,750,118.1,291.7,224.4,184.33,65.35,329,285.5,125.9,84.42,115.2,205.59,6.66,9.7,0.79,0.78,1.01,-0.22,0.6,1198,899.99
2016-02-08,7262.01,7471.28,230.5,548.5,491.2,180.6,235,224,663.5,112.8,278.2,210.5,170.9,62.95,313.7,273.3,122,76.28,111.5,199.74,6.72,9.66,0.79,0.78,1.02,-0.2,0.54,1238.2,853.32
2016-02-09,6902.38,7118.2,228,547.5,480.6,172,230.7,215,638,109.5,269.4,206.9,163.09,61.1,306.4,270.4,116.9,82.02,107.5,185.72,6.64,9.58,0.78,0.77,1.01,-0.22,0.56,1236.9,833.31
2016-02-10,6664.07,6865.38,246.5,569.5,502,179.7,252.2,217.1,674,114.1,286.9,226.7,168.71,64.65,326.2,275.3,119.9,86.16,111.6,182.6,6.63,9.65,0.78,0.78,1.01,-0.2,0.57,1232.6,873.14
2016-02-11,6313.1,6460,233,575,485,171.5,251.4,218.7,653.5,111.6,278.1,223.5,168.56,61.25,318,269.3,115,83.88,107.8,172.27,6.58,9.48,0.78,0.77,1,-0.22,0.53,1282.1,849.31
2016-02-12,6711.73,6913.33,236.5,590,489.8,175,259.4,231.2,649,121.7,279.6,233.8,172.49,62.65,321.2,275.8,116.9,82.26,108.8,194.1,6.62,9.6,0.79,0.77,1.01,-0.18,0.6,1271.2,860.47
2016-02-15,7218.68,7440.77,250.5,609.5,511.5,186,267.7,243,691,128.9,297.9,240.5,183.38,65.65,339.2,287.6,120.7,86.24,112.1,,6.68,9.67,0.79,0.78,1.03,-0.2,0.57,1208.1,905.88
2016-02-16,6976.04,7170.51,244,604.5,510,187,264.9,249.7,695,129.5,299.3,234.9,184.97,65.55,331.5,284.5,120.8,85.8,113.2,194.2,6.68,9.62,0.79,0.78,1.03,-0.19,0.6,1241.1,895.08
2016-02-17,7344.34,7527.95,259.5,609,518.5,189.9,275.7,257,717,132.3,300.7,241.9,189.7,67.4,338.5,294,125.2,88.4,113.8,205.65,6.7,9.59,0.79,0.78,1.03,-0.18,0.6,1247.2,916.78
2016-02-18,7210.02,7410.26,264,610,526.5,187.8,277.1,255.6,746.5,130,298.4,246.1,191.39,66.95,341.5,297.8,125.3,89.2,114.8,207.19,6.73,9.67,0.79,0.78,1.03,-0.2,0.56,1262.5,922.03
2016-02-19,6967.37,7166.15,257,605.5,515,186.2,271.9,247.9,763.5,128.5,295,243.8,188.95,65.9,340,294,123.3,88.28,114.1,199,6.73,9.6,0.8,0.78,1.03,-0.2,0.54,1267.4,913.3
2016-02-22,7210.02,7436.41,268.5,606,523.5,191.2,284.1,252.9,785.5,131.6,300.8,249.7,191.49,68.1,348.1,300.8,126.1,90.12,115.1,212.3,6.77,9.54,0.8,0.79,1.04,-0.2,0.52,1246.7,934.52
2016-02-23,7097.36,7314.36,265,609.5,521,188.2,282,249.8,794.5,132.4,301.9,255,188.95,67.65,354.5,300,125,91.78,114.1,215.95,6.78,9.57,0.8,0.79,1.04,-0.2,0.53,1261.4,940.13
2016-02-24,6854.72,7083.33,256,581.5,514.5,181,273.8,241.2,779,130,287.3,248.8,187.96,65.9,341,291.8,122.3,89.6,113.6,206.24,6.8,9.45,0.8,0.78,1.04,-0.22,0.51,1277.1,909.51
2016-02-25,7058.36,7266.41,269.5,595,522,184.2,283.2,243.3,822.5,132.7,295.5,248,191.64,67.25,349.6,290,123.9,91.4,116.1,212.48,6.77,9.45,0.8,0.78,1.04,-0.22,0.49,1277,930.51
2016-02-26,7418,7636.92,277,596.5,525.5,187.8,281.3,251.5,845,135.7,299.7,252.3,173.59,68.35,356.8,293.9,125.6,92.24,119.3,214.53,6.78,9.47,0.8,0.78,1.04,-0.23,0.5,1258.8,947.03
2016-02-29,7630.31,7876.67,283,593.5,520,187.6,281.2,254.5,843.5,137.5,299.2,257.3,182.93,67.9,356,295,125.4,92.94,119.4,224.33,6.85,9.49,0.8,0.78,1.05,-0.26,0.46,1273.3,947.68
2016-03-01,7595.65,7824.36,290.5,600,525,190.3,283.9,254.2,858,136.8,298.5,254.4,184.72,69,362.2,301.2,128.4,94.56,121,235.94,6.86,9.59,0.8,0.79,1.05,-0.25,0.52,1271.2,961.4
2016-03-02,7842.63,8055.38,290.5,595,523.5,190.4,279.5,250.2,856,135.5,309,247,183.53,70.15,365.9,298.4,127.2,93.78,120.6,237.49,6.87,9.63,0.8,0.79,1.05,-0.23,0.57,1283,964.46
2016-03-03,7924.95,8164.36,288.5,598.5,516,190.1,280,261,832,135.9,307.5,239.7,182.54,70.05,356.4,295.4,127.1,93.94,121.1,236.4,6.84,9.63,0.8,0.79,1.05,-0.26,0.53,1300.7,951.95
2016-03-04,8059.27,8316.92,289.5,604,523,191,282.5,261.3,820,133.2,311.6,239.9,180.99,70.25,379.6,298.1,128.4,92.46,121,244.23,6.8,9.63,0.8,0.8,1.04,-0.22,0.57,1315.6,980.92
2016-03-07,8072.27,8325.64,285,600.5,538.5,190.7,279.3,260.2,821,134,309.3,235.8,183.88,69.4,387,297,126.8,91.48,123.7,258.15,6.81,9.63,0.8,0.8,1.05,-0.23,0.59,1310.3,988
2016-03-08,7738.64,7976.92,274.5,594,531,189.3,275.4,253.4,808.5,133.8,305.3,230.9,181.24,69.1,381.6,294.7,125,89.22,123.8,248.11,6.77,9.61,0.8,0.79,1.04,-0.25,0.55,1309,973.05
2016-03-09,7721.31,7933.33,273.5,594.5,529,190,282.6,255.8,805.5,134.4,309.1,231.6,180.99,69.95,377.5,294.4,124.6,90.16,125.4,255.81,6.8,9.67,0.8,0.79,1.04,-0.22,0.61,1303.4,970.85
2016-03-10,7461.33,7654.36,267,592,526.5,190,278.9,257,801,131.2,308.7,232,182.49,70.55,374.9,291.7,122.7,88.8,125.3,259.48,6.87,9.72,0.81,0.8,1.05,-0.16,0.67,1320.1,962.34
2016-03-11,7604.32,7850.51,267,602.5,514.5,193.8,282.5,261.5,808.5,133.2,317.2,240.5,184.23,72.55,379,288.8,125.7,90.22,127,259.04,6.73,9.61,0.8,0.79,1.03,-0.18,0.63,1308.6,974.23
2016-03-14,7643.31,7854.87,264.5,613,521,194.9,284,259.7,834,135.9,315.3,245.4,182.93,72.6,386,291,127.9,91.12,128.7,249.53,6.71,9.63,0.8,0.79,1.03,-0.18,0.64,1294.4,987.59
2016-03-15,7517.66,7728.46,263.5,612,510.5,194.5,284,255.7,826,133.9,311.4,246.2,180.5,72.1,378,286.2,127.4,90.62,127.7,243.82,6.71,9.52,0.81,0.79,1.03,-0.18,0.67,1280.2,974.01
2016-03-16,7647.65,7846.15,260,592.5,499.8,196.8,284.7,254.8,830,133.5,311.7,245.1,180.05,71.9,375.8,285.2,127.4,91.48,127.1,259,6.74,9.47,0.81,0.78,1.03,-0.2,0.6,1280.9,973.69
2016-03-17,7500.33,7728.46,247,595,489,194.1,281.5,260.8,815.5,134.4,301.3,239.7,181.39,70.05,365,285.1,123.7,93.84,129.3,264.77,6.59,9.53,0.8,0.79,1.02,-0.26,0.55,1314.1,956.41
2016-03-18,7699.64,7924.61,243,591,487.9,184.5,283,266.2,819,135.2,303.1,240.5,182.49,66.15,366.5,288.5,125.5,93.22,127.1,260.85,6.61,9.57,0.8,0.79,1.02,-0.27,0.52,1302,954.79
2016-03-21,7556.65,7802.56,242.5,593.5,488.7,184.9,274.1,267.7,816.5,133.2,303.4,239.2,185.62,65.65,360.5,290.7,126.3,92.76,126.7,263.96,6.61,9.52,0.81,0.79,1.02,-0.27,0.52,1292.7,946.69
2016-03-22,7604.32,7846.15,251,598,489.1,184.3,275.1,266.3,842.5,133.5,301.8,246.1,186.22,64.85,361.8,291.7,126.1,92.94,126.1,275.57,6.65,9.46,0.81,0.79,1.02,-0.27,0.5,1298.8,950.03
2016-03-23,7495.99,7693.59,247.5,612,492.4,184.6,274.8,270.9,856,133.9,300.7,248,186.66,64.25,360.3,293.6,126.8,93.1,127.6,255.43,6.67,9.44,0.81,0.79,1.03,-0.28,0.48,1274,951.76
2016-03-29,7322.67,7545.38,245.5,613,496,183.5,272.6,270.9,850,133.7,296.3,230,179.75,62.65,359.4,295.2,127.5,91.66,127.3,245.81,6.66,9.5,0.8,0.79,1.02,-0.3,0.42,1286.3,948.35
