"Date","Vestas","MaerskA","Coloplast","Genmab","GN","Lundbeck","NovoNordisk","USD","NOK","C20index"
2019-10-28,110.48,8185,810.6,1435,275,227.2,367.25,6.74,0.73,1057.45
2019-10-29,108.2,8215,799.2,1439,271.3,235,367.3,6.73,0.73,1048.42
2019-10-30,110,8090,818.8,1455,283.3,230.6,371.7,6.73,0.73,1059.15
2019-10-31,109.36,8040,807.2,1460,294.4,228.5,365.85,6.7,0.73,1050.61
2019-11-01,111.92,8310,822.4,1481.5,294.1,232,378.9,6.71,0.74,1076.32
2019-11-04,112.24,8380,826.8,1481,292.9,234.5,380.5,6.7,0.73,1082.3
2019-11-05,109.8,8400,794.6,1457,294,236.9,381,6.73,0.74,1073.64
2019-11-06,108.56,8365,781.6,1461.5,297.2,236,381.15,6.74,0.74,1070.64
2019-11-07,120.48,8570,787.4,1500,306.6,244.6,379,6.75,0.74,1081.76
2019-11-08,124.88,8535,790.8,1498,305.9,242.5,389,6.77,0.74,1098.02
2019-11-11,125.44,8440,776.4,1504,307.2,247,389,6.77,0.74,1097.68
2019-11-12,125.6,8590,792,1491.5,304,244,388.95,6.78,0.74,1100.5
2019-11-13,127.08,8500,795.8,1508,306.4,240.7,391.8,6.79,0.74,1107.21
2019-11-14,128,8490,792.6,1490.5,307.7,237,388.95,6.79,0.74,1101.46
2019-11-15,129.32,8955,791.2,1506.5,309.8,236,390.45,6.77,0.74,1107.84
2019-11-18,127.48,9060,799.2,1530,312,237.7,383.25,6.76,0.74,1100.49
2019-11-19,127.92,9015,806.6,1508.5,305.8,241.2,384.5,6.75,0.74,1101
2019-11-20,128.04,8970,806.8,1512.5,304.2,245.2,368.75,6.76,0.74,1085.5
2019-11-21,126.68,8870,786.2,1516,301.6,249.8,362.8,6.74,0.74,1072.85
2019-11-22,126.6,8875,796.4,1528.5,306.9,253.6,368,6.76,0.74,1082.59
2019-11-25,128.04,8795,799.4,1565.5,315.8,258.5,380.35,6.79,0.74,1103.45
2019-11-26,129.56,8795,812.8,1595.5,313,260.3,381.8,6.78,0.74,1112.75
2019-11-27,129.12,8760,807.4,1590,315.7,263.1,381.75,6.79,0.74,1113.1
2019-11-28,130.12,8940,809.2,1581,314.7,262,383.45,6.79,0.74,1115.08
2019-11-29,129.08,8805,801.2,1580,319.5,259.8,381.2,6.8,0.74,1108.34
2019-12-02,131.6,8900,785,1579,311.2,258.6,377.1,6.78,0.74,1101.97
2019-12-03,130.32,8790,794.6,1594,312.8,255.3,381.5,6.75,0.73,1106.4
2019-12-04,131.28,8795,796.2,1620,315.1,256.9,386,6.74,0.73,1115.28
2019-12-05,131.96,9020,803.6,1615,314.2,257.2,385.5,6.73,0.74,1120
2019-12-06,133.72,9390,793.4,1615,315.7,259.5,383.95,6.74,0.74,1124.44
2019-12-09,132.6,9465,787,1582,308.9,256.1,384.65,6.75,0.74,1120.45
2019-12-10,131.44,9445,788.6,1577.5,312.2,255,383.4,6.75,0.73,1118.72
2019-12-11,132.4,9365,776.4,1545,304.3,249.9,382.4,6.75,0.74,1114.99
2019-12-12,136.44,9595,784,1474.5,305.4,255.3,381.45,6.71,0.74,1117.24
2019-12-13,136.2,9405,773.4,1469,306,261.5,383,6.69,0.74,1119.02
2019-12-16,137.8,9530,797,1503,313.8,264.4,391.7,6.7,0.75,1140.69
2019-12-17,138.12,9335,813.8,1490.5,309,258.9,390.1,6.7,0.74,1137.56
2019-12-18,136.56,9180,812.4,1459.5,307.1,259.9,380.85,6.72,0.74,1121.53
2019-12-19,135.6,9070,813.6,1466.5,309,257.6,384.95,6.72,0.75,1124.97
2019-12-20,133.72,8980,822.4,1460.5,312,259.3,391.25,6.73,0.75,1134.31
2019-12-23,134.8,9060,837.8,1464.5,315.5,259.3,390.9,6.75,0.75,1142.29
2019-12-27,136.56,9155,829.6,1488,318.3,261.1,391.45,6.7,0.76,1146.54
