"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","C20index"
2010-06-18,8541.1,8881.84,7,494.8,123.1,120.39,98.6,425,61,45.5,193.5,88.4,102,138.5,41,100,140.3,67.32,57.88,91.52,464.11,7560.05,6.01,8.9,0.78,0.95,0.88,0.93,2.83,417.24
2010-06-21,8768.14,9153.84,7.2,490.5,124.2,121.69,98.35,431.9,58.9,44.9,195.3,88.4,103.1,139.3,40,101,140.5,67.4,58,90.46,467.27,7443.78,6,8.92,0.78,0.95,0.88,0.95,2.83,421.23
2010-06-22,8613.89,9003.9,7.18,487.3,127.3,119.93,96.45,429.8,58.25,45.4,192.2,87.95,101.6,139.4,40.4,102.5,138.6,66.44,57.7,91.08,468.75,7527.56,6.07,8.92,0.78,0.94,0.89,0.92,2.77,416.97
2010-06-23,8513.37,8883.59,7.2,484,125.8,118.35,95.8,420.1,58,45.3,192,87.5,101.2,138.1,40.7,101.6,138,65.9,57.38,90.4,463.15,7486.3,6.07,9.05,0.78,0.94,0.89,0.94,2.76,413.83
2010-06-24,8310.58,8669.13,7.25,478.9,124.9,114.93,93.65,409.9,54.6,44,186.7,86.95,100.7,135.6,40.4,99.6,134.8,65.3,56,88.88,464.39,7559.81,6.07,9.09,0.78,0.93,0.89,0.89,2.71,407.01
2010-06-25,8424.97,8778.97,7.4,478.3,122.9,111.97,92.6,405.5,51.65,43.2,183.9,86.3,100,133,40,99.4,132.3,65.06,53.94,88.2,477.46,7603.24,6.05,9.04,0.78,0.93,0.89,0.93,2.73,403.36
2010-06-28,8371.25,8761.54,7.38,480,124.4,113.91,93.5,410,49.87,44,182,85.65,100.6,133.4,40.2,99,129.6,65,53.04,88.7,472.09,7470.18,6.03,9.08,0.78,0.94,0.89,0.91,2.69,404.47
2010-06-29,7991.68,8369.23,7.38,461,123.5,108.55,88,398.6,45.88,42.3,175.9,83.1,99,127.8,37.8,96.7,125.8,63.94,50.3,86,463.72,7584.15,6.11,9.19,0.78,0.94,0.9,0.89,2.67,391.07
2010-06-30,8095.67,8449.43,7.38,466.9,121.3,109.29,88.35,396.5,43.45,42.6,177.8,83.3,98.82,130.7,39.2,97.4,124.8,64.42,51.06,89.5,459.09,7560.43,6.07,9.11,0.78,0.93,0.9,0.95,2.68,393.02
2010-07-01,7764.63,8121.64,7.45,449,121.8,108.55,85.6,378.8,40.91,41.5,177.4,82.8,96.96,126.8,37.3,95.5,122.6,63.42,49.5,89.3,440.77,7288.59,6.04,9.06,0.78,0.93,0.89,1.03,2.67,383.73
2010-07-02,8106.07,8473.84,7.47,465.5,122,110.86,88.7,384.6,59.65,41.8,178.5,83.85,96.7,126.2,38.4,97,122.8,63.98,51.62,90.56,428.3,7168.33,5.94,9.03,0.78,0.92,0.88,1.01,2.69,390.34
2010-07-05,8191,8538.36,7.4,463.7,123.3,110.58,89.4,386.3,59.6,41.6,175.4,83.5,97.2,127.6,38.3,95.9,122.8,64.4,51.28,92.78,,,5.95,9,0.78,0.92,0.88,0.99,2.66,391.45
2010-07-06,8456.17,8805.13,7.55,477.5,124.4,115.67,93.05,403,59.9,42.1,183.9,85.3,98.22,130.7,38.8,97,127.2,65.28,52.62,94.86,426.5,7079.55,5.93,8.99,0.77,0.92,0.87,1.01,2.68,401.45
2010-07-07,8530.7,8909.74,7.55,480,123.3,118.17,92.4,400,62.4,42.7,187.9,86.35,98.48,131.6,38.5,97.5,130,65.62,53.04,94.68,439.29,7108.66,5.93,8.96,0.78,0.92,0.88,1.05,2.71,404.31
2010-07-08,8917.2,9241.02,7.6,480,121.3,119.93,94.9,402,64.6,43.4,190,86.25,97.7,131.3,39,97,131.8,66.18,53.54,92.8,444.2,7040.99,5.89,8.92,0.78,0.92,0.87,1.07,2.73,406.98
2010-07-09,8769.88,9073.64,7.55,486,121.6,116.13,95.95,404.6,63.7,43.4,189.6,86.1,98.3,133.8,38.3,95,132.8,66.56,53.44,92.52,448.9,7136.16,5.9,8.92,0.79,0.93,0.87,1.1,2.73,406.58
2010-07-12,8762.94,9061.43,7.7,488,119.7,116.13,96.35,402.4,61.25,43.3,190.5,87.05,99.76,133,38.7,97,132.2,66.8,52.5,93.22,444.45,7107.1,5.93,8.91,0.79,0.93,0.88,1.04,2.7,407.99
2010-07-13,8648.55,8892.31,7.6,492,120.9,120.67,96.7,408,61.95,44,192,87,99.66,135.7,38.9,96.4,134.7,67.38,52.92,93.56,457.63,7196.93,5.93,8.96,0.79,0.94,0.88,1.07,2.75,410.64
2010-07-14,8802.81,9082.36,7.25,485.4,121.7,122.52,97.55,411.2,61.15,43.7,189,87.05,100.5,137.7,38.2,97,135.5,67.4,53.08,93.2,451.83,7077.76,5.86,8.93,0.79,0.94,0.87,1.08,2.74,413.72
2010-07-15,8594.83,8833.02,7.45,486.6,124,120.76,97.25,403.8,60.6,43.4,189,88,102.5,138.5,38.3,97.5,136.2,67.4,55.12,92.9,444.99,7016.4,5.81,8.92,0.79,0.94,0.86,1.1,2.75,415.38
2010-07-16,8388.58,8578.46,7.18,478.9,123.4,116.32,95.4,395,59.15,42.3,184.7,87.05,101.1,138.4,39,97,133.3,67.14,56.32,92.88,435.67,6809.26,5.73,8.81,0.79,0.93,0.85,1.1,2.7,409.33
2010-07-19,8310.58,8543.59,7.12,480.8,123.4,114.38,93.2,387.5,57.8,41.5,180.8,87,100.4,137.7,38.7,96.8,131.8,66.74,55.26,92.26,440.26,6797.14,5.75,8.79,0.78,0.92,0.85,1.16,2.75,405.55
2010-07-20,8137.27,8358.77,7.28,480,121.9,113.17,93.65,384.8,60.1,40,179.3,85.55,99.14,136,38.4,95.1,131.1,66.62,55.74,87.5,449.3,6912.96,5.8,8.79,0.78,0.92,0.86,1.12,2.72,401.22
2010-07-21,8267.26,8568,7.3,486.7,122.5,113.17,97.3,391.7,59.5,40.1,181,85.95,99.4,138.6,38.3,95,132.7,67.54,55.96,88.34,445.13,6928.08,5.81,8.88,0.79,0.93,0.86,1.03,2.7,405.03
2010-07-22,8378.18,8683.08,7.3,491.2,121.6,115.49,98.9,401.9,60.35,39.8,185,86.9,99.4,140,38.5,95.1,133.9,68.82,58.1,85.44,459.87,6932.82,5.8,8.84,0.79,0.93,0.86,1.02,2.74,409.84
2010-07-23,8475.24,8791.18,7.3,510,121.9,115.21,99,402.9,59,39.5,186.5,85.6,98.96,141.6,38.6,95.5,132.6,69.84,57.8,83.02,456.35,6862.65,5.78,8.9,0.79,0.94,0.85,1.11,2.81,410.99
2010-07-26,8544.56,8833.02,7.47,506,122.9,118.72,102.2,397.8,60,38.9,189.1,85.25,98.56,142.7,39.3,95.5,135.2,70.4,57.6,82.68,455.19,6818.1,5.76,8.93,0.79,0.93,0.85,1.15,2.83,412.56
2010-07-27,8395.51,8665.64,7.18,512,121.6,123.72,100.3,403,59.55,39.7,194.5,86.45,97.8,145.8,40.2,93.9,138.7,71.18,57.8,85.36,443.19,6622.14,5.72,8.89,0.79,0.93,0.84,1.21,2.86,414.06
2010-07-28,8249.92,8487.79,7.25,510,119.7,126.22,99.65,403.5,60,40,196,87.1,98.24,145.5,39.6,95.3,138.2,70.4,56.56,86.44,441.6,6655.82,5.74,8.94,0.79,0.93,0.85,1.16,2.82,412.92
2010-07-29,8353.92,8646.46,7.2,513,120.7,128.63,98.7,412.3,60.3,39.5,197.6,86.75,97.48,145.3,40.5,94.8,141.5,70.4,57.36,86.44,446.7,6660.58,5.7,8.9,0.79,0.93,0.84,1.16,2.81,415.06
2010-07-30,8147.67,8407.59,7.25,507,118.8,124.65,102,407.3,61,39,199.4,87,97.82,146.1,40,95,142.5,69.44,55.6,83.8,451.53,6758.38,5.72,8.92,0.79,0.94,0.84,1.1,2.76,410.83
2010-08-02,8388.58,8648.2,7.3,520,123,130.2,104.2,423,62.45,39.8,203.7,86.65,99.22,148.6,40.3,97,144.5,71.8,56.96,84.72,463.58,6744.55,5.7,9.02,0.8,0.95,0.84,1.12,2.8,420.85
2010-08-03,8385.11,8644.72,7.45,522.5,124,132.33,105.7,420.2,62.1,41.4,207.7,88.7,101.9,148.2,40.6,95.8,145.5,71.86,56.42,85.4,465.18,6678.72,5.64,8.98,0.8,0.95,0.83,1.05,2.71,425.52
2010-08-04,8327.92,8590.67,7.32,522.5,125.2,130.94,108.6,419,62.6,41.8,205.1,90.05,100.2,150.8,40.8,95.6,144.3,72.16,58,83.4,465.33,6735.33,5.64,8.99,0.79,0.94,0.83,1.05,2.71,423.72
2010-08-05,8438.84,8674.36,7.28,515,124.2,129.74,105.3,423.4,62.65,43,205.8,89.9,101.5,145.9,41.1,95.2,145.2,71.8,58.8,83.2,463.5,6766.33,5.65,8.98,0.79,0.95,0.83,1.03,2.66,424.84
2010-08-06,8454.44,8698.77,7.4,489,124.1,127.52,103.1,418.9,62,42.6,204.3,89.45,99.78,144.6,40.5,95.1,143.1,71.44,59.66,82.6,456.39,6805.71,5.66,8.98,0.79,0.95,0.84,1.03,2.61,419.48
2010-08-09,8553.23,8808.61,7.47,501,126.5,130.11,105,428,63.05,43.1,205.3,90.8,100.7,147.4,40.4,96.9,144.2,71.4,60.8,84.24,458.08,6750.34,5.62,8.97,0.79,0.94,0.83,1,2.62,425.49
2010-08-10,8440.57,8688.31,7.35,493.4,125.8,123.35,103.4,418.4,65.95,42.6,202,89.35,101.3,146.4,40,96.6,140.1,70.8,59.3,85.18,455.24,6785.8,5.67,8.92,0.79,0.94,0.84,0.97,2.62,420.2
2010-08-11,8244.72,8491.28,7.15,491.5,125.4,120.85,100.5,404.7,65,41.5,196,89.3,99.36,143,38.5,93.7,136,69.82,57.58,83.9,446.59,6854.49,5.72,9,0.79,0.94,0.84,0.9,2.51,411.78
2010-08-12,8130.33,8357.02,7.08,502,124.4,119.19,100.7,398.8,65.5,41,194.2,89.15,100.2,143.5,37.8,95.4,134,70.22,59.84,84.44,441.22,7076.7,5.83,9.08,0.79,0.94,0.86,0.86,2.52,412.69
2010-08-13,8121.67,8358.77,6.9,499,126.6,118.45,99.9,396.5,65.5,40.8,194.7,89,100.4,139.7,37.9,92.6,133.2,69.94,61.6,84.5,438.85,7072.05,5.82,9.07,0.78,0.94,0.86,0.85,2.49,412.99
2010-08-16,8007.28,8283.79,6.85,499.7,128,117.06,99.05,397.8,67.2,40.5,195.5,89.25,100.1,140,37.7,91.5,134,69.08,61.16,84.64,437.23,7115.69,5.81,9.07,0.78,0.94,0.85,0.85,2.42,411.32
2010-08-17,8255.12,8543.59,6.9,510,129,117.06,101,407,67.15,40.9,197.8,89.65,99.76,146,39.1,91,132,66.36,62.9,84.84,438.9,7105.08,5.79,9.05,0.79,0.94,0.85,0.88,2.46,416.05
2010-08-18,8014.21,8311.69,6.85,514,129.2,121.69,100.5,397,61.3,40,193.9,90.15,101.2,144.9,38.6,90,128.9,65.6,48.4,83.96,436.22,7112.46,5.78,9.05,0.79,0.94,0.85,0.87,2.42,408.46
2010-08-19,7828.76,8102.46,7,523,125.2,120.48,99.8,376.5,60,39.9,192.8,91.1,99.9,144.6,37.8,89.5,128,65.7,48.66,84.06,432.03,7161.59,5.8,9.08,0.79,0.94,0.85,0.87,2.38,404.4
2010-08-20,7664.11,7943.79,6.97,524,129.3,118.82,96,360,57.45,38.9,187,90.1,99.1,143.1,36.8,87.4,125.7,64.3,47.26,82.14,430.59,7193.23,5.86,9.1,0.79,0.94,0.86,0.82,2.36,398.29
2010-08-23,7631.18,7926.36,6.8,524.5,128.7,121.32,97.15,358.5,56.6,39.1,191,90.55,99,141.7,38.4,88.2,127.8,65.3,48.52,82.5,428.64,7194.3,5.86,9.12,0.79,0.94,0.86,0.82,2.35,399.92
2010-08-24,7348.67,7624.72,6.9,524,126.1,117.89,93.8,338.1,54,37.8,186.5,89,98.32,142.8,37.8,85.6,124.8,64.16,47.56,80.58,423.08,7275.63,5.91,9.09,0.79,0.94,0.87,0.78,2.25,392.04
2010-08-25,7178.82,7427.69,6.58,529,126.3,114.38,93.5,332.5,51.3,36.8,191.1,89.05,96.36,139,37.1,86.4,124.1,62.38,45.6,80.74,428.2,7318.75,5.9,9.1,0.79,0.93,0.87,0.8,2.25,384.65
2010-08-26,7463.06,7758.97,6.8,544,125.4,117.24,96,350.1,53.7,38.1,189,88.4,97.36,140.3,41.4,86.9,123.3,64.32,46.84,80.36,430.4,7247.97,5.87,9.11,0.79,0.93,0.86,0.81,2.21,392.66
2010-08-27,7464.79,7715.38,6.72,550.5,123.4,119.37,93.75,345.2,57,37.7,196.3,88.4,98.2,140,43.6,82.5,121.5,63.04,46,78.8,440.39,7241.23,5.86,9.08,0.79,0.93,0.86,0.83,2.27,393.45
2010-08-30,7388.54,7689.23,6.65,546.5,124.8,119.84,94,347.4,56.5,36.6,191,88.55,99.64,138,44.9,79.6,120,63.52,44.94,79.62,438.01,7253.86,5.86,9.12,0.79,0.93,0.86,0.79,2.19,393.79
2010-08-31,7502.92,7715.38,6.7,553.5,125,120.95,93.1,347,55.65,37.8,193.5,89.25,100.8,138,45.3,79.3,124,63,43.84,79.72,422.26,7329.14,5.87,9.03,0.79,0.93,0.86,0.78,2.18,396.38
2010-09-01,7866.89,8109.43,6.88,569.5,128.5,124.92,99.1,362,59,38.5,197,89.85,102.8,145,47.9,80.5,127.4,63.58,45,81.42,429.87,7248.61,5.82,8.96,0.8,0.94,0.85,0.81,2.3,408.91
2010-09-02,7693.57,7910.67,6.9,558.5,128.4,126.78,98.4,360.8,56.85,41.7,198,89.5,102.6,145.2,46.9,79.5,126,63.28,44.32,81.5,435.72,7268.71,5.81,8.94,0.8,0.94,0.85,0.82,2.37,406.71
2010-09-03,7710.91,7936.82,6.9,562.5,130.8,127.7,99.6,371.5,57,42.4,205,90.6,102.2,143.8,46.6,82.2,130.1,63.58,44.34,82.76,432.75,7246.48,5.8,8.94,0.8,0.94,0.85,0.86,2.44,408.29
2010-09-06,7801.03,8055.38,6.95,558,131.5,126.59,99.5,371.2,57,45.8,206,91.35,101.3,143,46.9,83.8,130,63.88,44.36,84,,,5.78,8.88,0.8,0.94,0.85,0.84,2.42,407.48
2010-09-07,7580.92,7846.15,6.95,559,131.2,126.04,99.2,368.5,57.3,44.2,203,90.85,103.5,142.8,46,82.9,128.8,64.4,43.8,84.08,432.83,7345.02,5.84,8.95,0.8,0.94,0.86,0.8,2.32,407.65
2010-09-08,7591.32,7813.02,6.9,568,132.7,125.94,100,371.5,58.25,43.6,204.2,92.25,103.1,145.8,47.6,83,127.2,65.02,43.6,83.76,437.87,7362.96,5.86,9.06,0.8,0.94,0.86,0.85,2.36,408.64
2010-09-09,7755.97,7994.36,6.82,574.5,132.1,127.15,103,375.2,61,44.6,205.5,94.65,106.6,146.9,48,83.4,127.3,65.24,41.88,84.44,434.82,7313.81,5.86,9.02,0.81,0.95,0.86,0.93,2.44,415.37
2010-09-10,7717.84,7994.36,6.78,575,131.4,125.48,103.2,374.8,62.3,44.5,205.9,95,107.8,147.2,48.4,83.9,125,65.86,41.5,85.84,447.29,7281.32,5.85,9.04,0.81,0.95,0.86,0.96,2.48,416.34
2010-09-13,7806.23,8032.72,7,569,131.7,127.7,104.3,382.6,65.25,44.5,210,95.15,107.7,147.8,49.1,84.5,128,66.8,43.56,86.5,449.03,7243,5.82,8.96,0.81,0.95,0.86,0.97,2.49,419.74
2010-09-14,7788.9,8017.02,6.95,577,131.6,126.41,104,382.2,63.2,43.9,209.4,95,107,147.6,49.6,83.3,128.1,66.76,45.06,86.08,445.03,7357.4,5.79,8.93,0.81,0.95,0.86,0.94,2.44,419.47
2010-09-15,7698.77,7945.54,6.95,568,131.9,125.76,103,378.6,62.5,44.1,211.5,94.75,106.9,145.4,49.8,82.5,127.5,66.4,44.1,86.2,435.85,7262.5,5.73,8.91,0.81,0.94,0.85,1,2.51,416.77
2010-09-16,7605.18,7849.64,6.9,560,132.8,124,102.1,371.3,60.05,43,210.4,94.8,106.5,145,51.4,82.5,127,66.82,43.4,85.08,424.59,7241.94,5.69,8.89,0.81,0.94,0.85,1.03,2.56,413.23
2010-09-17,7615.58,7835.69,6.85,559,132,123.44,102.6,371.4,60.75,43.6,214,94.4,106.7,142,50.9,83.2,127.3,67,43.22,84.16,420.01,7273.47,5.7,8.91,0.81,0.93,0.85,0.99,2.51,412.9
2010-09-20,7790.63,8022.26,6.85,566,131.2,123.44,103,376.9,61.45,43.4,215,95,107.3,140,50.3,82.5,129,66.92,42.46,83.76,426.43,7285.57,5.7,8.88,0.81,0.94,0.85,1.03,2.55,415.4
2010-09-21,8010.75,8334.36,6.85,574.5,129.2,125.2,105.7,381.1,63.5,43.6,218,95.25,106,141.2,50.2,82.6,129.5,67.06,41.72,83.22,417.41,7224.05,5.68,8.81,0.81,0.94,0.85,0.99,2.5,417.54
2010-09-22,7991.68,8302.97,6.82,563.5,129.2,125.67,106.8,387.5,63,43.4,216.5,95.8,106,142.3,50.7,83.6,128.3,67.1,42.24,82.08,416.48,7192.35,5.57,8.71,0.82,0.94,0.83,0.98,2.45,417.61
2010-09-23,7915.42,8177.43,6.75,568,131.4,124,106.1,387.6,62,43.1,214,96.35,106.7,140.7,52.8,82.7,127,67.4,40.76,81.82,420.37,7237.08,5.59,8.76,0.81,0.94,0.83,0.95,2.41,416.09
2010-09-24,8005.55,8301.23,6.8,577,131.6,123.35,109.3,396,61.8,43.3,217,96.8,106.6,142.3,54.1,84.3,127,67.64,42,82.82,424.91,7199.41,5.56,8.73,0.81,0.94,0.83,0.99,2.46,419.28
2010-09-27,7972.62,8282.05,6.92,580,129.9,121.69,111.3,394.5,62.6,42.6,216.5,96.2,106.6,139.9,55.2,83.7,127,66.98,40.42,81.56,423.02,7168.42,5.53,8.76,0.81,0.94,0.83,0.97,2.38,417.05
2010-09-28,7847.83,8156.51,6.92,571,129.2,120.11,110,396,62.15,42.7,212,96.85,107.6,140.7,54.1,82.7,126.6,66.54,41.14,80.94,421.73,7233.34,5.54,8.77,0.81,0.94,0.83,0.98,2.35,416.1
2010-09-29,7816.63,8144.31,6.82,565,129.7,117.43,112.4,395,61.75,42.4,211.8,97.65,108.4,139.7,53.8,86.5,125.7,66.2,40.26,80.12,426.27,7163.78,5.47,8.65,0.81,0.94,0.82,1,2.36,415.12
2010-09-30,7703.97,7968.2,6.78,570,130.7,122.06,111.6,399.4,61.6,42.1,213.2,96.55,108.5,139.1,54,87.1,127.4,65.74,41.2,80.68,436.64,7140.72,5.46,8.67,0.82,0.94,0.82,1.06,2.38,416.96
2010-10-01,7591.32,7846.15,6.88,558.5,130.1,120.67,112,388.9,60.95,42,213,95.7,107.3,136.3,54.8,86.7,127.8,65.2,40.94,80.5,442.92,7145.5,5.43,8.59,0.81,0.93,0.81,1.04,2.41,412.1
2010-10-04,7454.4,7692.72,7.05,563.5,128.6,122.61,109.4,375.9,60.55,41.4,212.2,96.2,105.8,131.4,54.6,82.7,128.4,64.52,40.98,80.3,443.12,7154.46,5.44,8.61,0.81,0.93,0.81,1.04,2.36,408.35
2010-10-05,7527.19,7799.08,7.1,578.5,127.3,125.57,109.8,381.3,61.3,41.4,214.4,96.7,105.2,133.3,54.7,83.5,128.4,64.48,42.3,80.74,448.05,7243.32,5.41,8.6,0.8,0.93,0.81,1.02,2.41,412.01
2010-10-06,7795.83,8069.33,7.12,587,129.2,127.79,110.5,384,60.85,41.5,220.1,97,106.6,134.8,54.8,84.5,130.7,63.98,42.62,82,447.79,7243.77,5.38,8.54,0.8,0.93,0.8,0.99,2.36,418.46
2010-10-07,7799.3,8055.38,7.18,585,129.8,128.26,110.9,378.7,61.95,41.4,220.7,98,107.6,134.6,54.2,83.6,130,64,40.74,82.6,435.89,7119.29,5.34,8.52,0.8,0.92,0.8,1.02,2.38,418.77
2010-10-08,7591.32,7846.15,7.15,590,131.4,126.78,108.6,377.6,61.45,41.2,223.3,98.9,107.4,132.8,54.3,84.4,129.1,63.94,40.4,82.9,444.23,7224,5.37,8.52,0.8,0.92,0.81,1.01,2.38,415.66
2010-10-11,7743.84,8043.18,7.05,599.5,134.2,128.26,112.1,388.4,61.8,42.3,221.9,99.6,108.2,133.7,55.6,83.7,130.2,64,40.82,83,439.94,7242.05,5.35,8.53,0.8,0.92,0.8,1.01,2.37,420.76
2010-10-12,7754.24,8037.95,7.15,593.5,135.3,127.89,112.6,386.4,62.75,42.6,225.1,100.1,108.9,133.8,55.9,86,131.6,63.66,40.2,83,440.26,7254.26,5.39,8.54,0.81,0.92,0.81,1.03,2.4,420.66
2010-10-13,8010.75,8308.2,7.15,607.5,135.7,132.88,116.2,392.7,67,43.4,233.5,103.7,109.1,139.2,59.5,87.4,136.4,63.8,40.88,83.58,443.45,7316.01,5.34,8.46,0.8,0.92,0.8,0.99,2.38,428.56
2010-10-14,7799.3,8060.61,6.9,597,135,131.12,114,394,67.5,43.7,234.9,104.7,107.8,138.8,58.5,87,136.5,63.36,41.08,85.1,437.29,7280.4,5.29,8.48,0.81,0.92,0.8,1.05,2.45,423.65
2010-10-15,7811.43,8123.38,7,584,134.9,128.26,113,396,71.45,43.5,233,105.4,107.7,137.6,58.4,87,135.4,57.6,40.94,83,430.01,7256.41,5.29,8.5,0.81,0.92,0.8,1.1,2.51,420.47
2010-10-18,7742.1,8020.51,6.97,589,135.8,129.37,112.8,395.4,73.5,44.5,233.7,104.2,102.2,136.8,58.3,87,134.3,56.7,41.48,82.66,445.87,7358.82,5.37,8.53,0.8,0.92,0.81,1.13,2.5,413.76
2010-10-19,7712.64,7961.23,7.1,578,137,130.66,113,398.6,71.15,44.6,239,107.2,98.6,136.3,58.5,86.5,136,56.6,41.54,83.48,427.73,7184.04,5.38,8.47,0.8,0.91,0.81,1.13,2.51,409.12
2010-10-20,7901.56,8228,7,576,137.2,132.51,115,401.4,70.7,44.9,239.7,107.5,107.6,137,59.2,88.4,136.2,56.3,39.62,81.98,439.97,7227.76,5.38,8.46,0.8,0.91,0.81,1.21,2.56,421.93
2010-10-21,7972.62,8301.23,7,598,136.4,134.83,115.5,414.8,68.8,45.3,240,107.3,107.8,139.1,61.1,89.5,143.4,56.52,40.32,83,428.68,7049.13,5.32,8.38,0.8,0.92,0.8,1.25,2.61,426.99
2010-10-22,7963.95,8282.05,6.95,595.5,136.7,132.88,116,415.8,69,45.5,239.7,106.5,107.4,136,60.8,90.1,142.2,55.66,40.3,82.04,437.22,7088.45,5.35,8.4,0.81,0.92,0.8,1.25,2.58,424.72
2010-10-25,8015.95,8334.36,6.92,597,136.3,134.55,116.9,418.2,71,46.2,241.9,107,108.7,137.7,60.7,93.8,144.5,56.22,40,81.84,438.62,7113.47,5.32,8.36,0.81,0.92,0.8,1.22,2.58,427.85
2010-10-26,7870.36,8166.97,6.92,591,135.2,132.42,115,417,70.85,45.7,241.7,107.1,107.8,136.3,60.6,94,140.9,55.76,35.86,81.24,442.52,7172.48,5.36,8.51,0.8,0.92,0.8,1.27,2.63,420.93
2010-10-27,7922.35,8229.74,7.03,584,133.8,135.01,115,407.9,70.65,45.8,243.4,106.9,109,137.8,59.3,91.8,140.1,55.4,35.28,79.86,442.76,7144.51,5.4,8.55,0.8,0.92,0.81,1.27,2.68,422.76
2010-10-28,7859.96,8177.43,7,588.5,133.7,134.18,112.4,400,70.9,45.1,239.8,106.9,112.1,146,58.6,92.5,140.2,54.16,34.08,79.86,442.33,7223.72,5.38,8.57,0.8,0.92,0.8,1.28,2.67,425.69
2010-10-29,7804.5,8107.69,6.92,586,132.7,131.87,109.8,396,71.1,44.7,240,107,112.8,142.8,59.5,93,141,54,34.2,80.34,438.16,7302.28,5.38,8.58,0.8,0.91,0.81,1.26,2.62,424.2
2010-11-01,7995.15,8311.69,7.25,594,132.9,130.38,112,405.6,70.5,44.6,239.7,108.5,112,141.5,59.4,94,140.8,54.82,33.52,80.6,444.17,7229.92,5.35,8.6,0.8,0.92,0.8,1.23,2.6,424.79
2010-11-02,8185.8,8543.59,7.25,596,134.4,136.95,110.6,399,70.1,44.3,237.5,107.8,111.3,142.6,58.5,93.5,140.9,55.18,33.4,80.6,446.28,7214.96,5.32,8.52,0.8,0.91,0.8,1.25,2.59,427.55
2010-11-03,8211.79,8543.59,7.1,589,148.4,140.93,110.9,398.4,68.2,44.8,232,103.3,110.5,141.1,58.4,93.1,137.3,54.1,34.78,79.02,450.54,7113.24,5.32,8.57,0.8,0.91,0.8,1.25,2.56,428
2010-11-04,8359.11,8700.51,7.35,598.5,159.2,143.06,112.9,416,67.2,45,238.3,102.1,110,140.8,58.7,93.9,142.2,54.98,35.26,80.18,452.65,7236.5,5.23,8.51,0.81,0.91,0.79,1.22,2.51,432.77
2010-11-05,8447.51,8775.49,7.38,595.5,154.5,138.71,114.4,414,67,47.4,240.7,103.6,110,140.4,58.8,93,144.5,54.34,34.8,79.7,459.63,7394.79,5.29,8.59,0.8,0.92,0.8,1.21,2.54,431.32
2010-11-08,8296.72,8595.9,7.25,595,153.8,135.57,114.5,416.1,66.5,46.7,236.7,103.9,111.3,143.8,57.4,93.5,143.6,54.4,34.4,80.8,466.27,7512.98,5.36,8.64,0.8,0.92,0.8,1.22,2.52,430.46
2010-11-09,8296.72,8594.15,7.4,565,152.4,140.66,114.8,430.4,68.2,47.2,240.9,104.8,112.4,145.9,56.8,94,146,54.6,35.54,81.06,463.57,7536.23,5.35,8.64,0.8,0.92,0.8,1.24,2.57,433.38
2010-11-10,8274.19,8595.9,7.4,558,152.9,138.81,113.8,435,66.8,46.5,239.1,105.9,113.6,145,56.5,95.1,147,53.96,34.7,80.78,475.3,7573.05,5.41,8.7,0.8,0.92,0.82,1.19,2.55,432.89
2010-11-11,8341.78,8663.9,7.35,568,155.8,137.69,112.6,431,65.65,46.6,239.1,105.3,113.4,144.4,55.7,94,148,53.52,34.4,81.6,477.75,7633.85,5.44,8.78,0.8,0.92,0.82,1.18,2.57,433.17
2010-11-12,8366.05,8709.23,7.35,559,157.2,134.27,113.3,427,66.3,46.9,237.8,105.5,113.3,145.8,56.3,94,146,53.4,34.4,82.78,461.47,7423.27,5.44,8.76,0.8,0.92,0.82,1.27,2.68,431.58
2010-11-15,8392.04,8698.77,7.38,557,155,134.18,115.6,441,66.75,47,250,106.2,114.1,146.4,56.8,92.1,145.3,53.38,34.46,82.76,464.23,7485.83,5.47,8.79,0.8,0.92,0.82,1.26,2.71,433.89
2010-11-16,8116.47,8411.08,7.4,554.5,155,132.33,114.5,423.5,67.1,46.7,241,105.5,114,143.8,56.6,90.1,143.7,53,34.6,79.5,450.94,7329.33,5.48,8.76,0.8,0.91,0.82,1.23,2.73,428.37
2010-11-17,8106.07,8412.82,7.4,551,152.2,134.18,114.1,416,67.5,46,234.8,106,114.3,144.1,57.2,85.5,143.7,52.52,35.02,81.2,444.83,7392.5,5.53,8.78,0.79,0.91,0.83,1.22,2.75,428.99
2010-11-18,8234.33,8522.67,7.35,548,152.5,136.58,115.3,464.5,68.5,46.2,239.7,108,113,146,57.8,86,144.7,53.08,35.48,81.2,447.12,7390.49,5.46,8.75,0.8,0.91,0.82,1.28,2.81,431.89
2010-11-19,8137.27,8400.61,7.4,548,152.5,136.58,115.5,470.6,67.45,46.6,236.7,108.3,114.4,145.9,58.4,86.8,143.3,53.06,35.74,81.54,444.41,7372.46,5.45,8.72,0.79,0.91,0.82,1.28,2.83,432.95
2010-11-22,8076.61,8343.08,7.4,544,153.3,136.86,115.4,491.6,68.2,46.5,234,107.8,114.5,146.8,60.2,86,143.5,52.52,33.84,81.56,446.59,7417.79,5.46,8.72,0.79,0.91,0.82,1.2,2.77,431.78
