"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY","TwoYearBond","TenYearBond","C20index"
2011-01-13,8785.48,9118.97,8.05,542,163.3,125.11,119.4,493.5,65.5,50.75,242.5,112.9,126,158.9,69.9,82.8,148,58.2,36.04,90.46,515.9,7828.22,5.64,8.91,0.84,0.96,0.85,1.24,3.07,463.18
2011-01-14,8875.6,9193.95,8.1,543,162.7,128.35,120.9,501,63.6,52.1,242,113.2,124,160.8,69.8,82.5,151.2,58,36.68,90.9,510.87,7592.12,5.58,8.85,0.83,0.95,0.85,1.25,3.09,464.13
2011-01-17,8882.53,9176.51,8.12,534.5,162.3,126.22,119.7,493.8,63.6,52.3,241,114.5,125.1,161.9,70.2,83,151.1,57.76,36.9,90.22,,,5.6,8.91,0.84,0.96,0.85,1.25,3.08,464.04
2011-01-18,8977.86,9284.61,8.2,561,163,129.92,120,496,63.8,53.3,242,116.5,129.7,161,71.3,84.3,153.8,59.12,38.2,91.18,509.21,7623.6,5.57,8.92,0.84,0.95,0.85,1.28,3.12,475.02
2011-01-19,8972.66,9328.2,8.3,562,167,130.66,119.9,487.4,64.6,53.5,246.5,113.5,126.3,159.7,69.7,85.6,154.1,58.4,37.56,91,501.27,7559.39,5.52,8.84,0.83,0.95,0.84,1.24,3.11,470.32
2011-01-20,8943.2,9258.46,8.38,549,164.2,130.85,117.6,479.4,63.95,52,242.5,113.4,124.1,155.4,67.6,84.6,154.5,58,36.4,89.34,491.51,7447.9,5.53,8.83,0.83,0.95,0.84,1.35,3.17,463.67
2011-01-21,8787.21,9066.67,8.2,543,161.8,130.01,115.5,481,63.2,52.5,244.9,112,121.9,156.4,68,84.2,155.2,58.8,38.3,89.08,491.21,7392.13,5.51,8.79,0.83,0.94,0.84,1.37,3.16,459.87
2011-01-24,8795.88,9153.84,8.43,552,161.4,128.9,114.5,483.2,62.2,52.05,242.5,112.5,122.7,156.6,67,82.5,153.8,58.6,39.62,88.2,482.57,7383.86,5.49,8.75,0.83,0.95,0.83,1.32,3.15,461.93
2011-01-25,8882.53,9241.02,8.35,546,158.6,128.44,115,473.9,63.15,51.3,241.5,111.5,124.4,154.6,67,83,153,58.14,38,86.34,472.53,7304.2,5.48,8.65,0.84,0.95,0.83,1.33,3.12,462.38
2011-01-26,8934.53,9275.9,8.3,547.5,157.3,130.01,117.6,485.4,63.95,51.7,240.7,113.2,125.4,153.4,69,83.8,154.7,58.6,37.46,86.74,475.7,7261.12,5.45,8.63,0.84,0.95,0.83,1.4,3.19,465.49
2011-01-27,9047.19,9415.38,8.35,547.5,157.2,134.64,117,497.4,63.95,51.6,244,112.7,125.2,155.3,70.1,85.9,156.4,58.78,37.66,88.32,465.4,7164.71,5.43,8.67,0.84,0.94,0.83,1.43,3.21,468.97
2011-01-28,9073.18,9415.38,8.4,542,155.2,134.92,115.8,485.3,63.5,52.7,245.7,113,124.9,152.3,69.8,84.2,157.5,58.78,36.9,88.4,485.73,7289.25,5.44,8.66,0.84,0.94,0.82,1.43,3.18,467.03
2011-01-31,8882.53,9232.31,8.3,542.5,158.2,135.1,113.7,467.8,63.2,52.15,244.5,113,122.7,150.7,69.3,83,157.2,59.04,37.54,87.2,501.91,7261.61,5.44,8.66,0.84,0.94,0.83,1.48,3.21,462.11
2011-02-01,9064.52,9415.38,8.32,555,157.1,135.57,117.5,481.8,62.55,52.1,246,112.8,124.4,152.6,70,84.2,157.4,59.2,37.2,88.02,491.95,7260.23,5.42,8.73,0.85,0.95,0.82,1.49,3.26,468.06
2011-02-02,9003.86,9328.2,8.3,549,155.3,136.95,116.3,460.3,62.4,52.05,244,112.8,121.8,151.8,69.8,86.5,156.9,59.06,37.06,87.4,490.73,7191.3,5.4,8.75,0.84,0.95,0.82,1.53,3.28,462.31
2011-02-03,8977.86,9293.33,8.43,549.5,155.1,134.18,116.2,465,62.5,52.2,243,111.6,121.4,152.7,69.7,87,157.2,59,36.4,88.3,491.12,7335.28,5.42,8.79,0.84,0.95,0.82,1.41,3.25,460.72
2011-02-04,8951.86,9267.18,8.45,552.5,154.6,133.44,116.1,474,62.25,52.15,247,112.2,122.2,151.7,69.4,86.6,158.9,58.98,36,87.2,486.88,7373.45,5.47,8.8,0.85,0.95,0.83,1.51,3.3,460.44
2011-02-07,9081.85,9424.1,8.6,562,153,132.14,116.7,475.9,62.3,52.65,248,112.5,122.4,153,69.8,88.3,160.8,59.44,36.08,88.54,481.17,7412.2,5.5,8.87,0.85,0.95,0.84,1.47,3.29,462.69
2011-02-08,9090.52,9380.51,8.62,558,151,129.83,115.5,485.9,62.05,52.2,249.7,116,123.4,151.4,71.1,89.5,163,59.1,35.42,89.34,475.33,7454.12,5.47,8.78,0.85,0.95,0.83,1.55,3.32,461.93
2011-02-09,9099.18,9406.67,8.57,563,153.6,130.01,116,494,61,52,248,117.8,127.2,152,72.3,87,159.5,59.44,36.5,90.52,473.74,7456.58,5.46,8.77,0.85,0.95,0.83,1.55,3.34,468.4
2011-02-10,8977.86,9232.31,8.45,563.5,152.4,115.76,115,490.4,58.6,52.1,241.5,114.5,128.4,150.4,72.4,87,154,58.26,35.16,90.4,475.34,7464.17,5.48,8.79,0.84,0.94,0.83,1.57,3.36,462.1
2011-02-11,8969.19,9267.18,8.3,569,151.6,115.86,114.6,489.8,58.4,52,237.5,114.3,130.6,152.8,74,87,151.9,58.42,34.46,90.4,471.85,7497.94,5.51,8.82,0.85,0.94,0.84,1.54,3.35,465.27
2011-02-14,9047.19,9389.23,8.45,554.5,152.9,118.72,115.7,498.2,58.3,52,234,115.7,134.7,153.6,73.6,86.3,153.8,59,34.82,91.12,470.54,7571.07,5.55,8.88,0.85,0.95,0.84,1.54,3.35,471.95
2011-02-15,9081.85,9415.38,8.35,566.5,153.3,119.74,115.8,484.6,57.1,51.85,229,115.5,134.2,153,73.6,86,146.2,58.8,34.8,90.94,465.4,7581.45,5.52,8.9,0.85,0.95,0.84,1.53,3.33,471.82
2011-02-16,9047.19,9380.51,8.3,563.5,153.7,118.91,116.5,476,56.65,52.5,230,117.7,134.4,152.9,73.9,86.6,147.1,58.9,34.46,90.96,469.07,7587.11,5.52,8.86,0.85,0.95,0.84,1.51,3.3,471.52
2011-02-17,9064.52,9363.08,8.05,558.5,155.2,116.6,115.8,481.8,56,52.3,228,116,133.8,151,73.2,88,145.8,58.4,33.78,90.3,474.82,7613.36,5.5,8.87,0.85,0.95,0.84,1.44,3.23,468.58
2011-02-18,8865.2,9214.87,8.18,561.5,154.4,114.28,116.5,476,57.1,52.35,224.5,116.7,136.6,151.9,72.3,87.1,145.1,59,33.72,92.4,471.56,7594.15,5.47,8.88,0.85,0.96,0.83,1.52,3.29,470.51
2011-02-21,8787.21,9066.67,8.35,566,153.5,112.71,116.5,470.5,56,52,220.5,117.5,135.4,152.8,71.1,86.5,140,58.16,34.38,91.4,,,5.45,8.85,0.85,0.96,0.83,1.46,3.25,467.1
2011-02-22,8743.88,9031.79,8.2,570,151.8,115.67,114.1,462.6,57.2,51.55,237,117,134.5,150.7,70,86.3,140,57.56,35.28,90.52,510.42,7639.73,5.46,8.81,0.85,0.96,0.83,1.55,3.2,466.29
2011-02-23,8743.88,8996.92,8.05,570,151.3,115.12,113.2,463.2,57,51.1,240,117.1,133.6,150.1,70.3,86.5,139.1,56.56,34.42,89.58,532.62,7673.91,5.43,8.81,0.85,0.96,0.83,1.57,3.2,463.25
2011-02-24,8917.2,9214.87,7.85,569.5,151.5,116.41,118,455.9,56.25,51,235.9,115.7,131.1,149.8,69.6,85.7,139.5,55.8,35.08,88.64,526.53,7660.31,5.41,8.76,0.85,0.97,0.82,1.56,3.2,462.34
2011-02-25,8891.2,9180,7.7,577.5,152.6,118.35,121.7,477,56.2,53.25,235,121.5,134.8,152.9,70.2,86.6,140.8,56.5,35.92,90.46,530.25,7631.35,5.42,8.72,0.84,0.96,0.82,1.54,3.2,470.61
2011-02-28,9029.85,9354.36,7.38,575,152.2,117.43,124.9,475,57.1,52.8,233,123.5,136.1,151.1,70,87.9,140,56.26,37.22,91.7,522.66,7595.99,5.39,8.74,0.85,0.97,0.82,1.51,3.22,473.64
2011-03-01,8925.86,9188.72,7.5,589,154.4,115.3,121.5,469,51,52.3,232,123,135.1,153.3,70.2,90,140,56.8,36.52,93.1,537.31,7715.91,5.39,8.78,0.86,0.97,0.82,1.52,3.21,470.44
2011-03-02,8726.55,9031.79,7.7,582.5,152,117.52,122.7,465.8,49.89,52,228.6,124.2,134,151.8,69.8,89.4,136,56.72,36.22,92.64,551.97,7759.87,5.4,8.79,0.85,0.97,0.82,1.55,3.27,467.3
2011-03-03,8709.22,9023.08,7.62,589,152.2,117.52,124.5,472,48.5,52,227.6,125,135.7,157.2,70.5,90,134.7,56.54,35.98,91.22,548.65,7623.32,5.38,8.76,0.85,0.97,0.82,1.77,3.38,470.79
2011-03-04,8527.23,8787.69,7.6,582,153.2,117.34,125.3,472.5,49.6,51.8,227,125.6,135.9,158.8,71,90.5,135.5,57,36.1,90.12,557.9,7630.59,5.34,8.69,0.84,0.96,0.81,1.73,3.31,469.45
2011-03-07,8468.3,8707.49,7.47,580.5,152.6,115.3,125.6,471.3,52.05,51.75,226.9,124.8,136,158.1,71.7,89.4,132.3,56.08,36,89.44,560.51,7623.53,5.32,8.66,0.84,0.96,0.81,1.73,3.34,468.22
2011-03-08,8579.23,8866.15,7.47,578,152.1,113.17,125,470,52.65,51.55,226.8,125.3,136.4,157.8,71,89.2,130.5,57.74,35.56,91.22,563.54,7656.75,5.37,8.67,0.84,0.96,0.82,1.75,3.37,468.83
2011-03-09,8665.89,8962.05,7.45,579,152,112.8,125,469.6,53.7,51,227.7,127.4,136.8,157.7,71.7,88.8,130.9,60.4,36.6,87.68,558.92,7653.47,5.35,8.68,0.85,0.96,0.81,1.74,3.34,470.57
2011-03-10,8657.22,8927.18,7.42,571,149.5,112.34,124,460,52.7,50.1,226.3,125.5,135.5,155.9,70.5,87.9,128.3,60.6,36.08,89.06,554.35,7622.77,5.4,8.71,0.85,0.96,0.82,1.7,3.3,466.68
2011-03-11,8454.44,8709.23,7.3,565.5,145.5,112.34,122.6,452.6,52,48.5,224.5,124.3,134.4,155.1,69.2,86.6,129.2,60.4,35.8,88.1,547.79,7697.56,5.42,8.66,0.85,0.96,0.82,1.67,3.29,461.95
2011-03-14,8423.24,8670.87,7.5,559.5,145.5,113.73,122.9,443.6,50.3,48.05,221,122.2,132.5,154.6,67.3,86.4,129,60.2,38.46,85.2,541.09,7617.76,5.35,8.61,0.84,0.95,0.81,1.66,3.3,460.09
2011-03-15,8274.19,8534.87,7.35,549,144.4,112.15,119.9,434,48.63,47.45,219,119.1,129.1,151.7,66,84,127.8,58.54,38.86,83.26,522.07,7481.33,5.37,8.6,0.83,0.94,0.82,1.59,3.23,449.25
2011-03-16,8310.58,8587.18,7.3,550,142.3,113.45,120.7,432.9,49.87,47.06,215.5,116.5,128,150.7,66.7,83.8,129.5,57.5,38.7,80.58,523.83,7463.43,5.35,8.6,0.83,0.95,0.81,1.45,3.14,448.53
2011-03-17,8345.25,8658.67,7.25,547.5,141.6,117.9,120.1,432.9,49.02,47.23,218,118.5,127.8,150.6,67.3,82.9,131.5,57.54,39.9,83.9,540.16,7477.7,5.33,8.6,0.83,0.94,0.81,1.6,3.23,451.68
2011-03-18,8527.23,8805.13,7.5,553,146,119.7,124,454.3,50.3,47.81,225,120.6,131,154.9,69.3,83,134.5,58.12,41.6,83.9,533.38,7472.13,5.28,8.53,0.84,0.95,0.8,1.66,3.26,461.97
2011-03-21,8551.5,8857.43,7.55,567,145.5,117,125,473.2,50.05,47.87,229.5,121.9,129.7,156.5,69.2,83.3,136,58.52,40.02,83.3,537.61,7492.83,5.25,8.55,0.84,0.95,0.8,1.75,3.32,460.52
2011-03-22,8511.63,8813.84,7.55,567,146.4,115.8,124.2,464.2,49.58,47.46,231,122.3,129.4,157.2,69.3,83.4,133.9,58.7,40,82.4,545.74,7490.81,5.25,8.59,0.83,0.94,0.8,1.7,3.33,458.46
2011-03-23,8548.03,8874.87,7.65,568,148,116.4,125.4,453.3,50.45,47.48,230.8,121.2,130.2,157.4,68.8,82.5,132.3,59.2,40.96,83.04,557.87,7585.5,5.28,8.57,0.84,0.94,0.8,1.67,3.3,460.42
2011-03-24,8483.9,8778.97,7.95,572,148.4,120.6,127.1,440.5,49.12,47.62,233.4,122.2,129,158.6,69.9,84.5,136,60.8,42.12,83.78,557.39,7573.3,5.28,8.53,0.83,0.95,0.8,1.7,3.33,462.06
2011-03-25,8461.37,8770.25,8.3,568,151.9,118.2,126.9,451.5,50.1,48.65,236.2,120.9,127.5,158.6,70.4,86,136,60.8,42.86,84.9,556.9,7535.08,5.28,8.5,0.83,0.95,0.81,1.73,3.35,459.85
2011-03-28,8442.31,8744.1,8.35,572,152.4,116.2,127.4,442.9,53.5,48.1,235.1,120,126.8,157.3,71.8,86.9,135,61.88,44.94,84.98,552.61,7545.67,5.31,8.49,0.83,0.95,0.81,1.75,3.36,459.35
2011-03-29,8423.24,8672.61,8.05,565.5,152,116,127.1,452.1,58.5,48,236.5,121.9,128.4,157,72.4,84.5,134.9,61.2,43.88,85.14,555.57,7507.21,5.3,8.46,0.83,0.94,0.81,1.78,3.42,460.05
2011-03-30,8438.84,8704,8.07,567,152,118.2,130.2,453.1,57,49.23,234,124.1,131.7,162,72.8,84.2,132.6,61.2,45.04,92.48,551.86,7535.6,5.29,8.48,0.84,0.95,0.81,1.75,3.4,467.74
2011-03-31,8379.91,8629.02,8.3,566.5,152.4,116.5,129.9,448.2,56,49.41,234.3,122,132.2,161.1,72.5,84.3,132.8,61.88,45.64,91.12,560.13,7552.21,5.25,8.44,0.83,0.95,0.8,1.78,3.43,467.15
2011-04-01,8353.92,8592.41,8.1,568,157.6,119.3,129.5,449,55.1,50.25,237.8,121.2,132.2,166.7,73.2,85,133.2,63.22,44.66,92.92,569.16,7530.23,5.27,8.46,0.83,0.96,0.81,1.8,3.44,469.16
2011-04-04,8353.92,8641.23,8,566.5,155.5,118.3,129.7,452,56,50.65,235.5,122.5,132.3,166.3,73.5,84.3,134.3,62.68,44.86,93.3,567.99,7499.57,5.24,8.46,0.83,0.95,0.8,1.81,3.44,469.09
2011-04-05,8340.05,8599.38,7.8,575,155.5,120,129.7,450.4,56.3,50.5,236,121,134.2,166.1,73.2,83.8,136.2,62.92,42.68,92.88,570.32,7642.57,5.26,8.54,0.83,0.96,0.8,1.84,3.48,470.96
2011-04-06,8291.52,8564.51,7.65,579.5,156,121.3,129.2,450.6,55.85,50.9,241.6,119.7,135.5,168,73.6,84.1,139,63.94,41.8,93.44,567.5,7601.32,5.21,8.5,0.83,0.96,0.8,1.85,3.52,472.88
2011-04-07,8409.38,8726.67,7.6,581,154.4,121.6,127.8,443.7,55.5,51,243.8,121.3,133,165,73.4,84,139.3,64.4,40.2,93.6,575.88,7614.83,5.22,8.51,0.82,0.95,0.8,1.81,3.5,469.39
2011-04-08,8437.11,8752.82,7.55,584,154.7,125,127.3,446.9,56.5,51,252,122.5,132.8,164,74.2,85,140.5,65.24,40.18,92.82,584.06,7629.71,5.18,8.46,0.83,0.96,0.79,1.89,3.55,470.97
2011-04-11,8346.98,8627.28,7.55,580.5,154.9,126.5,126.8,448,58,50.1,254,121.8,132.4,165.5,74.2,84.8,141,65.32,40.58,92.4,567.91,7581.47,5.17,8.44,0.83,0.95,0.79,1.89,3.57,470.04
2011-04-12,8284.59,8487.79,7.53,570,154,125,125.3,440,55.85,50.15,252.6,123.2,131.1,165.3,73.7,84,141.4,65,40,92.16,547.66,7488.83,5.15,8.39,0.82,0.95,0.79,1.83,3.5,465.29
2011-04-13,8236.06,8550.56,7.5,573,152.8,123.4,125.8,437.1,55.5,50.35,258.5,125.3,131.9,161.9,74.9,84.8,142,65.56,40,91,551.21,7487.21,5.15,8.38,0.83,0.95,0.79,1.82,3.48,465.57
2011-04-14,8256.86,8543.59,7.42,575,151.8,122.1,125,432,55.05,50.45,259,124.7,130.3,162.8,73.8,86.7,143.8,65.5,39.04,91.88,559.92,7622.23,5.18,8.45,0.83,0.95,0.79,1.82,3.5,462.28
2011-04-15,8298.45,8606.36,7.4,586,153,121,125.8,428.6,54.6,50,255.2,125.6,130.4,165.4,74.2,88.9,143,65.12,37.9,93.42,565.99,7666.08,5.16,8.44,0.83,0.96,0.79,1.81,3.43,462.1
2011-04-18,8069.67,8355.28,7.4,581.5,153.3,118.5,125,419.1,54.75,49.3,249.7,126.5,130.7,163.9,74.2,90,141.7,63.34,36.36,92.98,559.67,7796.82,5.22,8.5,0.83,0.96,0.8,2.08,3.31,457.33
2011-04-19,8055.81,8341.33,7.4,587,154,119.4,125.6,426,54.6,49.76,247.1,125.2,130.1,164.4,74,90.2,142.8,63.38,36.9,95.6,563.94,7792.92,5.21,8.49,0.84,0.96,0.8,2.16,3.35,458.24
2011-04-20,8242.99,8564.51,7.38,593,152.5,120.5,129.6,444.5,54.6,50,250.1,126.4,133.7,165.1,74.9,92.9,144.1,63.46,35.66,94.68,572.62,7698.12,5.14,8.41,0.84,0.96,0.79,2.19,3.36,466.27
2011-04-26,8277.66,8585.43,7.3,596,151.7,122.9,130.5,450,54.1,49.6,256.9,126.2,130.4,165,74.4,94.5,141.8,64.1,35.86,93.2,572.42,7667.25,5.1,8.41,0.84,0.96,0.78,2.09,3.29,463.79
2011-04-27,8312.32,8613.33,7.25,586,149.5,122.7,129.6,448.7,54.15,49.88,256.8,126.5,127,165.3,73,94,142.7,63.8,35.24,92.8,573.16,7709.39,5.08,8.41,0.83,0.96,0.78,2.16,3.34,458.03
2011-04-28,8388.58,8690.05,7.18,589.5,146.5,120.5,132.6,455.7,54.4,49.34,256.4,123,126.9,164.2,72.1,91.5,144.5,64.4,35.42,92.88,568.9,7716.46,5.04,8.39,0.84,0.96,0.78,2.13,3.29,457.99
2011-04-29,8575.76,8892.31,7.15,598,148,121,131.6,454,54.4,49.95,250.3,120.9,127.3,174,74.4,91.5,146,64.3,35.76,93.88,571.77,7808.94,5.02,8.36,0.84,0.96,0.77,2.11,3.25,462.81
2011-05-02,8471.77,8813.84,7.08,602.5,149,121.7,131.3,450.5,54.85,50.2,251,124.8,130.4,175,73.6,91.3,145.5,64.4,35.86,94.5,570.57,7824.29,5.03,8.39,0.84,0.96,0.78,2.15,3.26,467.61
2011-05-03,8402.44,8710.97,7.1,603,151.8,120.5,129.5,444.3,55.05,49.51,250.7,126.4,128.4,173.6,73.8,91.5,143.2,63.92,35.54,92.58,560.27,7770.11,5.05,8.31,0.83,0.96,0.78,2.18,3.28,462.91
2011-05-04,8298.45,8620.31,7.15,591.5,150.4,119.6,128,437,55.1,49.1,243.3,126,128,171.6,74.2,90.9,141.3,63.46,32.7,90.82,547.36,7590.56,5.01,8.29,0.83,0.95,0.77,2.22,3.32,457.76
2011-05-05,8277.66,8571.49,7.2,582,141.3,116.8,127,437,54.9,48.55,245,126.5,127.2,170.8,73.2,90.7,138.3,63.7,32.6,89.98,502.38,7454.7,5.03,8.3,0.82,0.94,0.78,2.07,3.23,453.92
2011-05-06,8305.39,8613.33,7.12,596.5,145.4,118,128.8,447.2,55,49.72,244.9,128.2,128.7,173.4,73.3,90.5,137.5,63.82,31.68,92.7,499.74,7668.35,5.14,8.44,0.83,0.94,0.79,2.03,3.16,459.05
2011-05-09,8291.52,8592.41,7.55,598,142,117,130,447,54.2,50.3,243.5,129.1,128.9,176,74.1,92.7,136,62.64,31.44,93.2,531.17,7784.42,5.18,8.48,0.83,0.95,0.8,2.01,3.12,458.39
2011-05-10,8263.79,8599.38,7.7,592.5,141.5,111.7,131,452.9,54.1,50.9,246,129.3,128.3,176,75,92.2,136.6,62.48,31.52,94.4,539.46,7875.86,5.19,8.49,0.83,0.96,0.8,2.04,3.16,455.82
2011-05-11,8624.29,8979.49,7.7,608,143.6,113.6,130.7,443.4,54.05,51.6,246.7,130.6,127.1,177.7,72.9,90.8,134.5,63.96,31.64,94.1,510.02,7795.51,5.19,8.56,0.83,0.96,0.8,2.01,3.12,459.21
2011-05-12,8700.55,9031.79,7.45,615.5,144.2,111.5,129.2,444.7,53.05,51.8,246.5,133.9,128.2,175.6,73.7,91.2,133.7,61.1,31.24,91.4,521.4,7937.22,5.27,8.57,0.83,0.96,0.81,2.04,3.16,459.69
2011-05-13,8743.88,9057.95,7.35,617.5,145.4,110.2,130.1,443,53,51.75,247.7,135.6,130.9,175.9,73.9,89.8,137.3,61,31.22,93.74,520.28,7797.19,5.22,8.49,0.83,0.95,0.8,2.02,3.12,463.5
2011-05-16,8700.55,9057.95,7.42,620,147.3,109.1,129.9,442,53.6,52.35,254,132.4,129.9,180.3,73.8,91.6,137,62,31.2,94.42,513.34,7857.54,5.27,8.55,0.83,0.95,0.81,2.05,3.14,463.28
2011-05-17,8665.89,8996.92,7.5,610,146.3,109,129,433,53.35,51.6,249.9,131,129,178,73.4,90.9,135,61.8,31.58,95.18,509.93,7786.56,5.26,8.54,0.83,0.94,0.81,2.03,3.13,460.56
2011-05-18,8568.83,8909.74,7.47,614,145,111,128.6,428.3,52.9,52.05,250.3,131,128.9,176.9,74.2,90.7,134.6,62,32.06,96,524.69,7839.49,5.24,8.47,0.83,0.94,0.81,2.06,3.16,460.56
2011-05-19,8568.83,8918.46,7.47,617,148,110.3,129,433.2,52.55,52,251.7,130.7,130.8,176.5,73.8,91.6,134.5,62.12,33.14,96.16,514.64,7801.22,5.23,8.46,0.83,0.95,0.8,2.06,3.15,462.26
2011-05-23,8402.44,8726.67,7.3,606,147.7,108.5,127.1,418.3,51.25,51.6,247.3,132.2,129.4,174.3,73.1,90.1,133,61.84,31.92,95.26,519.59,8058.67,5.32,8.57,0.84,0.95,0.82,1.95,3.06,454.64
2011-05-24,8367.78,8726.67,7.45,603,150.2,109.9,128.4,422.3,50.15,51.8,248,131.8,130.3,174.4,72.8,91.4,131.8,61.9,30.6,95.64,527.08,8061.54,5.29,8.54,0.84,0.95,0.81,1.95,3.07,455.75
2011-05-25,8340.05,8683.08,7.47,600.5,151.9,110,128,420.5,49.7,51.75,247.4,133,130.4,174.8,72.4,91,132.1,62.16,30.92,97.4,537.02,8091.29,5.3,8.6,0.84,0.95,0.82,1.92,3.07,456.24
2011-05-26,8263.79,8606.36,7.35,596.5,152,107,128.5,414.1,48,51.65,241.8,133.9,129.4,174,72,92.9,131.1,62.34,29.12,98.4,527.52,8014.65,5.26,8.59,0.84,0.96,0.81,1.86,3.01,451.3
2011-05-27,8360.85,8697.02,7.4,596.5,151,108.6,129.1,423.9,48,51.75,246,134,129.5,173.1,72.1,94.1,131,62.28,29.4,98.4,525.77,8030.09,5.23,8.6,0.84,0.96,0.8,1.83,3.01,453.27
2011-05-30,8242.99,8606.36,7.3,599.5,150.7,109.3,129.4,426.4,47.85,51.75,243.5,131.8,129.7,172.8,72.2,96,132.1,61.96,30.2,98,,,5.22,8.6,0.84,0.96,0.81,1.84,3,454.4
2011-05-31,8319.25,8697.02,7.47,599,152.6,109,129.6,429.3,47.7,51.55,242,133.2,129.9,173.9,72.2,96.4,131,62.8,31.24,98,532.31,7960.88,5.18,8.55,0.84,0.96,0.8,1.86,3.03,456.25
2011-06-01,8180.6,8592.41,7.3,601,153,107.1,129.8,428.4,47.4,52,240.9,133.9,130.1,176.1,72,98.2,129.9,61.8,30.66,97.76,518.92,7980.69,5.17,8.5,0.84,0.96,0.8,1.82,2.97,454.55
2011-06-06,7937.95,8299.49,7.28,591,154.8,106.2,129.7,419.4,46.6,51.45,237.1,133.1,129.5,178.7,71.3,101.2,127,61,30,97.56,505.74,7899.52,5.11,8.37,0.83,0.95,0.79,1.89,3,449.52
2011-06-07,7750.77,8083.28,7.25,585.5,152.8,105.6,129.3,431.5,47.6,51.3,232.2,133.3,129.4,177.4,71.4,103.5,125.3,61.28,30.3,96.34,504.3,7854.32,5.09,8.36,0.83,0.95,0.79,1.93,3.07,447.24
2011-06-08,7542.79,7901.95,6.92,578,153.6,102,127.2,415.2,45.9,50.2,231.9,133.1,126.8,174.3,71.3,100,123.1,60.52,28.98,95.28,514.26,7851.69,5.1,8.35,0.82,0.95,0.79,1.87,3.03,437.81
2011-06-09,7660.64,8013.54,6.85,583.5,153.1,101.5,125.5,432,46,50.3,230,131.9,127.4,173.6,71.2,99,124.6,61.2,28.86,95.7,520.18,7869.8,5.1,8.39,0.82,0.95,0.79,1.83,3.02,439.76
2011-06-10,7653.71,7950.77,6.95,579.5,153.7,100,125,422,43.91,50.2,226.4,130.5,128.6,170.5,70,99.5,121.8,60.96,29.28,94.68,511.17,7869.69,5.15,8.39,0.82,0.95,0.79,1.74,2.94,438.79
2011-06-14,7577.45,7915.9,7,578.5,154.1,102,126.5,429.5,44.1,49.26,224.6,130,128.8,172.4,69.2,100.4,120.9,61,30.16,95.02,513.02,7866.92,5.16,8.47,0.82,0.96,0.8,1.79,2.99,440.61
2011-06-15,7341.74,7685.74,7,572,152.7,97.8,123.7,420,44.2,48.64,220.3,127.8,127.5,170.4,67.8,99.7,118,59.8,29.12,93.08,494.82,7962.26,5.22,8.48,0.82,0.95,0.81,1.7,2.92,432
2011-06-16,7307.08,7664.82,7,558,149.2,95.5,120.1,411.9,42.6,47.59,215.2,128,124.4,167.7,67,97,116,58.56,27.4,90.42,502.7,8096.73,5.29,8.52,0.81,0.95,0.82,1.69,2.92,422.57
2011-06-17,7334.81,7616,6.9,564,150.6,96.2,121.4,410.6,41.91,47.9,216.5,129.4,124.3,161.2,67.9,98,117,58.5,27.5,89.94,486.18,8042.57,5.23,8.45,0.81,0.95,0.81,1.75,2.95,423.19
2011-06-20,7112.96,7441.64,6.9,556,149.6,93.9,119.7,399.7,41.53,47.02,209.9,128.3,123.2,159.5,66.2,98,114.5,57.88,26.1,88.94,488.7,8077.77,5.24,8.48,0.81,0.94,0.81,1.76,2.96,416.6
2011-06-21,7369.47,7699.69,6.92,572,150.5,96.5,121.6,409.5,40.81,48.08,211.9,130.1,124.5,160,69.1,98,116.8,58.36,25.86,89.76,484.69,8022.81,5.19,8.41,0.81,0.94,0.8,1.78,2.99,423.2
2011-06-22,7196.15,7518.36,6.9,558.5,151,99,120.5,407.9,40.41,48.36,210.4,130,123,164.6,67.3,98.5,115.1,57.98,24.62,90.9,494.27,8044.8,5.18,8.35,0.81,0.95,0.8,1.74,2.96,420.53
2011-06-23,6974.31,7274.26,6.85,556,151.2,98.5,118.6,398,38.25,48.45,202.7,127.6,121.4,162.1,66,95.7,113.6,57.4,23.38,90.2,477.65,7977.18,5.25,8.38,0.81,0.96,0.81,1.65,2.88,414.69
2011-06-24,7015.9,7337.02,6.85,567.5,152,93.45,118.8,402.7,34,48.4,197.6,127.5,123.7,162,65.9,95,112.7,56.72,22.48,89.72,478.15,7870.42,5.25,8.39,0.81,0.96,0.81,1.59,2.83,415.93
2011-06-27,7057.5,7406.77,6.85,566.5,154.1,88.6,118.2,397.7,36.07,48.54,191.5,128.3,124.6,160.7,66.9,95.3,110,56.38,22.54,89.58,475.73,7854.45,5.25,8.38,0.81,0.96,0.81,1.67,2.91,414.92
2011-06-28,7106.03,7392.82,6.85,550,151.7,90,118.7,401.8,40.5,48.45,191.9,127.8,125,161.2,67.2,94.7,111.8,56.92,23.14,89.52,485.84,7843.88,5.23,8.34,0.81,0.96,0.81,1.7,2.97,415.59
