"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice"
2019-09-05,7646,297.6,355.05,379.75
2019-09-06,7610,293.5,357.35,382.44
2019-09-09,7832,297.3,342.15,391.15
2019-09-10,7850,296.2,332.35,387.91
2019-09-11,8030,309.4,342.6,378.02
2019-09-12,7960,311.3,342.25,374.98
2019-09-13,8300,313.3,336.65,369.15
2019-09-16,8026,311.2,334,425.78
2019-09-17,7964,310.6,344.3,401.87
2019-09-18,7790,307.2,345.75,392.59
2019-09-19,7800,302.4,349.45,392.22
2019-09-20,7832,299.3,358.5,393.24
2019-09-23,7730,295.5,360.2,398.57
2019-09-24,7700,292.1,360.4,388.74
2019-09-25,7576,289.1,359.25,383.98
2019-09-26,7632,288.7,358.05,384.95
2019-09-27,7760,291.1,354.7,381.74
2019-09-30,7746,298.2,352.15,370.74
2019-10-01,7590,285,346.25,367.31
2019-10-02,7450,265.9,338.55,359.76
2019-10-03,7352,259.3,341.5,357.57
2019-10-04,7388,265.2,347.9,359.15
2019-10-07,7442,265.8,352.85,358.35
2019-10-08,7390,254.3,350.6,357.81
2019-10-09,7476,256.3,349.9,357.71
2019-10-10,7658,259.7,349.3,362.59
2019-10-11,7916,233.7,347.15,369.96
2019-10-14,7874,226.7,354.45,362.85
2019-10-15,8070,232.6,355.15,358.4
2019-10-16,8024,233.5,354.4,361.6
2019-10-17,7960,231.2,355.6,362.54
2019-10-18,7972,231,350.6,360.5
2019-10-21,8590,237.1,352.9,356.46
2019-10-22,8392,235.5,360.9,363.54
2019-10-23,8458,237.2,359.7,375.92
2019-10-24,8384,235.6,364.6,377.48
2019-10-25,8552,244.8,364.05,381.08
2019-10-28,8724,249.8,367.25,376.06
2019-10-29,8756,247.2,367.3,373.97
2019-10-30,8602,243.7,371.7,370.38
2019-10-31,8538,239.7,365.85,362.89
2019-11-01,8776,243.5,378.9,376.94
2019-11-04,8882,252.9,380.5,378.59
2019-11-05,8900,256.2,381,384.89
2019-11-06,8910,257.4,381.15,379.63
2019-11-07,9150,260.2,379,385.51
2019-11-08,9102,255.4,389,387.65
2019-11-11,8986,257.5,389,384.81
2019-11-12,9172,256,388.95,385.31
2019-11-13,9030,253.1,391.8,387.82
2019-11-14,9048,252.8,388.95,385.73
2019-11-15,9570,255.7,390.45,390.89
2019-11-18,9640,250.9,383.25,385.42
2019-11-19,9606,251.7,384.5,372.42
2019-11-20,9588,250.2,368.75,385.92
2019-11-21,9436,248.7,362.8,394.72
2019-11-22,9464,250.9,368,390.39
2019-11-25,9316,251.7,380.35,393.74
2019-11-26,9378,253.5,381.8,396.04
2019-11-27,9374,260.1,381.75,394.36
2019-11-28,9552,253.4,383.45,389.336666666667
2019-11-29,9478,249.1,381.2,384.313333333333
2019-12-02,9514,251.1,377.1,379.29
2019-12-03,9380,247.5,381.5,378.62
2019-12-04,9394,250.6,386,393.97
2019-12-05,9662,253.2,385.5,393.51
2019-12-06,10075,253.2,383.95,398.74
2019-12-09,10100,254.4,384.65,398.21
2019-12-10,10100,252,383.4,399.66
2019-12-11,10035,248,382.4,396.48
2019-12-12,10310,257.5,381.45,397.11
2019-12-13,10060,263.4,383,401.74
2019-12-16,10180,269.5,391.7,403.69
2019-12-17,9974,268.8,390.1,408
2019-12-18,9764,264.6,380.85,409.6
2019-12-19,9622,264.3,384.95,411.49
2019-12-20,9560,264.1,391.25,406.97
2019-12-23,9626,266.2,390.9,408.3
2019-12-27,9732,265.4,391.45,413.41
