"Date","JyskeBank","Coloplast","Lundbeck","Tryg","TwoYearBond","TenYearBond"
2016-12-27,338.8,482.1,284.9,128.1,-0.57,0.33
2016-12-28,336.3,480,283.9,127.2,-0.57,0.34
2016-12-29,335.7,482.3,285.3,127.3,-0.55,0.32
2016-12-30,336.7,476.3,287.3,127.7,-0.52,0.34
2017-01-02,343.9,486,295.5,128.7,-0.55,0.32
2017-01-03,342.8,480.8,294.2,128.3,-0.56,0.39
2017-01-04,338.1,483.5,289.9,129.2,-0.56,0.4
2017-01-05,337.2,488.7,296.8,130.5,-0.53,0.38
2017-01-06,337.3,486.7,299.9,131.1,-0.56,0.41
2017-01-09,328.9,486.1,299.8,130.9,-0.56,0.4
2017-01-10,328.2,486,302.6,130,-0.54,0.39
2017-01-11,327,486.5,304.5,130,-0.55,0.36
2017-01-12,330.7,478.7,295,131.1,-0.55,0.34
2017-01-13,336.8,486,299.3,131.6,-0.55,0.37
2017-01-16,334.4,484.8,295.7,135.5,-0.5,0.35
2017-01-17,335.5,486.6,294.9,134.9,-0.56,0.35
2017-01-18,334.5,490.4,296,135,-0.48,0.38
2017-01-19,343.7,491.8,297,135.9,-0.54,0.39
2017-01-20,343.7,488.2,293,131.9,-0.55,0.43
2017-01-23,341.5,483.9,290.8,126.2,-0.56,0.39
2017-01-24,342.5,487.6,288,125.9,-0.54,0.42
2017-01-25,352.5,492.7,285.4,129.9,-0.52,0.5
2017-01-26,355.6,493.7,287,131.4,-0.54,0.53
2017-01-27,355.4,495.3,291.6,130.4,-0.54,0.51
2017-01-30,353.4,491.9,293.5,131.9,-0.55,0.49
2017-01-31,354,492.8,295.2,131.5,-0.56,0.48
2017-02-01,359.9,494.2,298.3,132.4,-0.56,0.51
2017-02-02,360.6,504,299.1,132.6,-0.55,0.46
2017-02-03,368.8,501.5,300.7,134,-0.55,0.46
2017-02-06,364,494.4,305,133.5,-0.57,0.42
2017-02-07,368.8,496.1,305,134.2,-0.56,0.4
2017-02-08,366.8,493.7,289.5,134,-0.55,0.35
2017-02-09,369.2,500,293,134.2,-0.54,0.37
2017-02-10,368.9,499,294.4,134.4,-0.56,0.38
2017-02-13,370.9,500.5,292.2,133.8,-0.55,0.39
2017-02-14,375.3,494.7,290.2,134.2,-0.56,0.42
2017-02-15,381.4,495,288.7,133.4,-0.54,0.42
2017-02-16,378.2,495.7,289.7,132.4,-0.45,0.39
2017-02-17,376.8,492.3,287.7,131.7,-0.57,0.35
2017-02-20,372.9,493.6,287.5,132,-0.58,0.34
2017-02-21,372.8,499.3,293.1,132,-0.6,0.35
2017-02-22,363.2,499.1,296.1,131.3,-0.61,0.31
2017-02-23,364,495.3,298.4,131.1,-0.65,0.27
2017-02-24,359.1,496,292.9,129.2,-0.65,0.22
2017-02-27,361.1,493.8,286.1,129.9,-0.64,0.23
2017-02-28,361.3,494.7,286.4,130.5,-0.64,0.21
2017-03-01,371.1,501,292,131.3,-0.61,0.28
2017-03-02,368.2,498.1,294.7,131.7,-0.62,0.31
2017-03-03,371.7,500.5,294.2,132.1,-0.58,0.35
2017-03-06,368.9,498,290.6,131.8,-0.61,0.36
2017-03-07,368.6,496.6,291.7,130.8,-0.62,0.31
2017-03-08,371,494.9,290.9,130.3,-0.59,0.37
2017-03-09,372,498.9,292,125.3,-0.63,0.42
2017-03-10,374.8,503,294.7,124.3,-0.59,0.47
2017-03-13,374.9,507.5,299.1,123.8,-0.56,0.47
2017-03-14,371.9,506.5,304.9,123.7,-0.59,0.74
2017-03-15,373.7,504.5,302.8,125.2,-0.58,0.71
2017-03-16,375.2,506.5,303.3,125.7,-0.5,0.73
2017-03-17,374.9,509.5,307.4,125.3,-0.53,0.7
2017-03-20,370.6,513.5,308.3,126.4,-0.53,0.72
2017-03-21,363.5,516,308.2,125.7,-0.52,0.74
2017-03-22,359.6,530.5,311,124.2,-0.53,0.71
2017-03-23,359,544,317.9,125.8,-0.52,0.72
2017-03-24,354.9,545.5,318.4,125.2,-0.53,0.7
2017-03-27,353.4,548.5,316.8,125.3,-0.51,0.7
2017-03-28,355.1,542,320,125.5,-0.53,0.67
2017-03-29,352.7,538.5,322.1,125.6,-0.57,0.64
2017-03-30,351.7,537,326.1,126.1,-0.55,0.62
2017-03-31,352.8,544.5,323.4,126.5,-0.57,0.62
2017-04-03,354.2,537.5,323.6,127.2,-0.57,0.57
2017-04-04,351.8,544.5,331.4,127.8,-0.53,0.55
2017-04-05,357.6,543.5,331.3,128.4,-0.56,0.55
2017-04-06,355.1,541.5,333.2,129,-0.55,0.55
2017-04-07,353,539.5,334.4,127,-0.56,0.53
2017-04-10,351.8,546,339.3,126.5,-0.58,0.52
2017-04-11,349.1,547,337.4,125.4,-0.58,0.51
2017-04-12,350.5,553.5,340,127.9,-0.56,0.51
2017-04-18,344.6,559.5,338,127.8,-0.58,0.49
2017-04-19,347.5,566.5,336.5,128.8,-0.58,0.52
2017-04-20,345.6,572,346,128.6,-0.57,0.56
2017-04-21,343.5,569,341.8,128.2,-0.56,0.56
2017-04-24,349.9,578,347.9,130.6,-0.54,0.65
2017-04-25,355.8,576.5,351.3,131.4,-0.52,0.67
2017-04-26,356.6,578,353.3,132.5,-0.53,0.66
2017-04-27,357.5,579.5,357.3,132.4,-0.58,0.6
2017-04-28,364.9,584.5,350,131,-0.54,0.62
2017-05-01,367.8,576,355.8,131.1,-0.54,0.62
2017-05-02,355,586.5,336.4,132.4,-0.55,0.62
2017-05-03,353.3,556.5,316,132,-0.54,0.61
2017-05-04,357.6,552,320.1,131.7,-0.52,0.69
2017-05-05,363.2,554.5,321.4,132.4,-0.52,0.7
2017-05-08,361.6,544.5,320,133.1,-0.49,0.7
2017-05-09,357.7,546.5,325.6,132.9,-0.52,0.72
2017-05-10,359.7,550,336,133.2,-0.48,0.69
2017-05-11,362.2,546.5,340.1,132.7,-0.49,0.71
2017-05-15,362.5,549,343.1,132.7,-0.52,0.71
2017-05-16,357.3,549,341.6,130.9,-0.49,0.71
2017-05-17,349.3,541.5,336.1,129,-0.5,0.67
2017-05-18,352.6,542.5,335,131.5,-0.51,0.64
2017-05-19,357,546.5,338.3,132.5,-0.51,0.66
2017-05-22,355.6,551.5,343.7,132.2,-0.5,0.68
2017-05-23,357,560,350.1,133.2,-0.5,0.69
2017-05-24,355.4,558,349.9,133.9,-0.5,0.69
2017-05-29,352.7,556.5,343.7,134.2,-0.53,0.59
2017-05-30,352.7,554,347.2,134,-0.54,0.56
2017-05-31,354.4,567,353.3,136.2,-0.53,0.59
2017-06-01,360,569,342.5,137,-0.53,0.59
2017-06-02,370,580,342.9,137,-0.58,0.56
2017-06-06,360.4,573.5,350.3,136,-0.54,0.54
2017-06-07,362,579,346.9,136.5,-0.57,0.54
2017-06-08,362.5,573.5,348.5,136.4,-0.59,0.54
2017-06-09,365.1,573.5,349.5,137.3,-0.59,0.54
2017-06-12,366.1,565.5,344.3,137.3,-0.59,0.51
2017-06-13,368.1,573,349,140.9,-0.58,0.52
2017-06-14,368.4,579.5,350.8,140.8,-0.58,0.49
2017-06-15,368.8,575,350,139.3,-0.57,0.54
2017-06-16,367.6,586.5,364.7,140.3,-0.56,0.54
2017-06-19,371.1,588.5,368.7,143.5,-0.56,0.54
2017-06-20,371.2,587,370.2,142.4,-0.57,0.52
2017-06-21,369.2,585.5,374.8,142.5,-0.56,0.52
2017-06-22,370,581,386,142,-0.58,0.49
2017-06-23,368.8,578.5,373.2,142.8,-0.59,0.49
2017-06-26,366,574,371.5,143.3,-0.58,0.47
2017-06-27,367.2,563,365.9,141.5,-0.56,0.58
2017-06-28,369.2,556,368.2,142,-0.56,0.58
2017-06-29,377.1,546,362.5,141.9,-0.55,0.65
2017-06-30,377,544,365.4,142.4,-0.54,0.66
2017-07-03,386.4,544,367.5,143.7,-0.54,0.68
2017-07-04,381.4,541.5,369.1,144,-0.55,0.67
2017-07-05,383.3,545,376.2,140.3,-0.55,0.65
2017-07-06,383.1,539.5,369.4,139.7,-0.54,0.75
2017-07-07,384.5,538.5,387.1,139.4,-0.56,0.77
2017-07-10,386,543,395.5,140.5,-0.56,0.72
2017-07-11,387.9,538.5,386.5,145.6,-0.57,0.72
2017-07-12,386.8,550,376.3,140,-0.57,0.69
2017-07-13,386.4,545.5,373.1,141,-0.59,0.73
2017-07-14,385.2,549.5,371.6,141.2,-0.56,0.71
2017-07-17,385.5,550.5,374.4,141.8,-0.57,0.69
2017-07-18,387.1,547,371.1,142,-0.57,0.67
2017-07-19,385.5,544.5,376,142.6,-0.57,0.66
2017-07-20,387.5,538,384.2,142.8,-0.58,0.66
2017-07-21,384.5,552,383.8,140.9,-0.58,0.64
2017-07-24,385,543,378.6,140.5,-0.58,0.63
2017-07-25,389.5,539.5,380.6,140.9,-0.52,0.69
2017-07-26,392.8,540,391.8,141,-0.58,0.68
2017-07-27,398,543,384,142.1,-0.59,0.65
2017-07-28,395,536,370.2,141.2,-0.6,0.66
2017-07-31,393.7,540,377.5,141.7,-0.59,0.66
2017-08-01,394,537,373.9,142.8,-0.59,0.61
2017-08-02,392.5,537.5,370.7,143.4,-0.59,0.61
2017-08-03,388.3,535.5,376,143.2,-0.58,0.58
2017-08-04,393.9,538.5,381,143.7,-0.57,0.6
2017-08-07,393.8,540,386.8,143.4,-0.57,0.6
2017-08-08,389.9,548,383.7,143.9,-0.57,0.62
2017-08-09,387.3,546,365,142.6,-0.58,0.57
2017-08-10,385.1,541.5,376,141.1,-0.57,0.56
2017-08-11,380.5,538.5,371.8,139.7,-0.59,0.53
2017-08-14,390.2,550,367.9,140.8,-0.59,0.55
2017-08-15,390.1,554,376.6,140.8,-0.59,0.56
2017-08-16,387.6,519.5,380.5,141.6,-0.6,0.57
2017-08-17,379.6,502,382.9,141.4,-0.59,0.55
2017-08-18,382.1,509,375.8,142.7,-0.6,0.54
2017-08-21,383.5,509.5,379.2,141,-0.6,0.53
2017-08-22,384.6,520,392.9,141.5,-0.61,0.53
2017-08-23,380.1,517,390.1,140.9,-0.63,0.5
2017-08-24,387.5,520.5,397.9,141.9,-0.64,0.51
2017-08-25,389.6,518.5,397.8,141.9,-0.64,0.52
2017-08-28,383.4,516,392.1,141.3,-0.65,0.51
2017-08-29,377.5,509.5,387.1,138.8,-0.65,0.49
2017-08-30,374,509.5,393.7,139.2,-0.65,0.5
2017-08-31,375.9,511.5,397.9,144.4,-0.65,0.5
2017-09-01,378,514.5,404.3,146,-0.65,0.52
2017-09-04,374.4,513.5,400.2,144.5,-0.64,0.51
2017-09-05,370.7,509,400.6,143.6,-0.65,0.49
2017-09-06,352.1,508,402.1,141.7,-0.64,0.49
2017-09-07,354.6,513,404.8,141,-0.65,0.45
2017-09-08,356.5,513.5,411.8,140.9,-0.64,0.45
2017-09-11,359,517,354.9,142.1,-0.65,0.47
2017-09-12,358.7,508,344.8,143.1,-0.63,0.53
2017-09-13,359.5,502,355.5,143.2,-0.64,0.52
2017-09-14,358,503,363.3,144,-0.63,0.52
2017-09-15,352.4,501.5,362.2,141.2,-0.57,0.54
2017-09-18,353.5,504.5,357.7,142.5,-0.62,0.55
2017-09-19,356.3,499.4,360.1,143.5,-0.62,0.54
2017-09-20,357.7,505.5,367.1,143.3,-0.63,0.53
2017-09-21,358.4,503.5,364.4,143.8,-0.63,0.54
2017-09-22,352.7,508.5,373.7,143.5,-0.56,0.56
2017-09-25,355,510.5,375,143.8,-0.56,0.5
2017-09-26,354.3,513,361.6,143.2,-0.63,0.52
2017-09-27,358.8,507.5,362.8,144,-0.62,0.55
2017-09-28,362.3,511,366.1,145.7,-0.63,0.57
2017-09-29,363.3,511,363.3,145.4,-0.62,0.56
2017-10-02,360.9,517,370,146.9,-0.63,0.54
2017-10-03,360.1,530,371.4,144,-0.62,0.55
2017-10-04,362.9,540,376.5,142.1,-0.62,0.56
2017-10-05,365.4,536,379.4,144.1,-0.56,0.57
2017-10-06,361.7,538.5,383.7,144.9,-0.62,0.58
2017-10-09,361.8,543.5,385.6,146.7,-0.55,0.56
2017-10-10,362.4,535,394.9,146.1,-0.55,0.56
2017-10-11,360.4,543.5,392,145.1,-0.55,0.57
2017-10-12,359.3,545.5,393.4,147.1,-0.61,0.56
2017-10-13,354.3,547,396.4,146.2,-0.55,0.52
2017-10-16,353.3,548.5,384,146.2,-0.61,0.48
2017-10-17,363.5,543.5,388.9,149.2,-0.6,0.48
2017-10-18,368.1,552,384,150.5,-0.6,0.52
2017-10-19,356.6,544.5,380.4,149.8,-0.61,0.51
2017-10-20,359.2,549.5,381,150.5,-0.54,0.56
2017-10-23,360.1,551,389,150.3,-0.55,0.55
2017-10-24,362.8,548.5,388.8,150.2,-0.54,0.58
2017-10-25,350.1,551.5,388.4,148.8,-0.6,0.58
2017-10-26,359.1,553.5,386.2,151.6,-0.54,0.54
2017-10-27,351.9,566,389.9,151.5,-0.62,0.49
2017-10-30,356.6,565,389,152,-0.56,0.47
2017-10-31,361,562,379.6,152.1,-0.6,0.47
2017-11-01,359,561,371.1,152.9,-0.62,0.47
2017-11-02,357.7,494.8,365,151.5,-0.62,0.46
2017-11-03,349.4,480.9,366.1,151.5,-0.57,0.46
2017-11-06,355.1,507,368.5,151.5,-0.57,0.43
2017-11-07,352.1,518.5,373.7,152.3,-0.57,0.42
2017-11-08,345.2,516,346.4,153.4,-0.62,0.42
2017-11-09,344.5,504.5,345.7,152.8,-0.62,0.48
2017-11-10,345.9,507,351.3,153.4,-0.63,0.51
2017-11-13,342.6,513,351.3,151.5,-0.64,0.51
2017-11-14,339.5,516.5,355.5,152.2,-0.62,0.48
2017-11-15,337.6,509.5,352.9,152.1,-0.59,0.47
2017-11-16,343.9,511.5,356,153.8,-0.59,0.48
2017-11-17,340,507,356.3,154.8,-0.59,0.46
2017-11-20,339.1,510,354.9,154.8,-0.63,0.45
2017-11-21,334.7,507.5,352.3,154.6,-0.63,0.44
2017-11-22,337.2,504.5,349,152.5,-0.62,0.44
2017-11-23,335.8,504,343.8,151.8,-0.65,0.42
2017-11-24,333.8,499.2,336.3,152.3,-0.65,0.44
2017-11-27,332.4,500,312.2,151.8,-0.62,0.42
2017-11-28,336.8,495.3,317.6,154.1,-0.62,0.4
2017-11-29,343.1,491,309.6,155,-0.6,0.46
2017-11-30,337.8,490.1,315.3,152,-0.6,0.44
2017-12-01,336.2,490,312.1,151.5,-0.62,0.36
2017-12-04,336.1,499,307,156.7,-0.65,0.4
2017-12-05,325.4,494.8,303.4,152.8,-0.64,0.39
2017-12-06,320.2,491,300.6,153,-0.59,0.38
2017-12-07,324.4,492.1,300.9,152.9,-0.62,0.37
2017-12-08,334.2,486.3,303.9,155.1,-0.62,0.39
2017-12-11,349.8,483.3,302.7,155.1,-0.62,0.39
2017-12-12,348.7,484.5,307.1,152.9,-0.6,0.42
2017-12-13,349.6,484.5,305,152.7,-0.65,0.41
2017-12-14,350.3,490,303.2,153.7,-0.46,0.42
2017-12-15,350.2,483.5,301.2,151.9,-0.5,0.38
2017-12-18,352.5,493.6,306.9,154,-0.47,0.39
2017-12-19,351.8,495,308.3,154.6,-0.43,0.46
2017-12-20,353.5,489.2,303.2,153.4,-0.45,0.48
2017-12-21,356.3,492.5,301.8,152.8,-0.41,0.48
2017-12-22,353.5,502.5,299.6,154.4,-0.43,0.47
2017-12-27,354.6,499,310,155.7,-0.44,0.44
2017-12-28,354.5,495.6,303.8,155.3,-0.41,0.47
2017-12-29,353.2,493.5,315,155.2,-0.44,0.48
2018-01-02,356,493,312,156,-0.42,0.51
2018-01-03,354.3,497.4,317.2,156.1,-0.42,0.51
2018-01-04,356,495,311.3,157.8,-0.41,0.5
2018-01-05,354.3,504,316.6,155.4,-0.41,0.5
2018-01-08,353.3,505.6,319,155.6,-0.42,0.5
2018-01-09,357.3,509.4,320.1,156.3,-0.39,0.54
2018-01-10,359,512.2,316.3,156.9,-0.4,0.55
2018-01-11,358.4,509.4,314.8,157,-0.36,0.6
2018-01-12,352.3,510,314.2,156,-0.32,0.6
2018-01-15,355.1,510.8,313.8,156.3,-0.37,0.6
2018-01-16,352.2,511.4,316.8,156.7,-0.37,0.58
2018-01-17,353,511.2,318.2,155.3,-0.37,0.58
2018-01-18,353.2,513.8,308.7,155.2,-0.37,0.6
2018-01-19,344.6,521,316,155.2,-0.38,0.59
2018-01-22,347.2,523,314,154.2,-0.37,0.59
2018-01-23,346.7,531,322.1,149.3,-0.34,0.59
2018-01-24,347.4,531.2,319.7,151.6,-0.37,0.62
2018-01-25,346.5,534,315,149.1,-0.36,0.64
2018-01-26,346.5,534.4,318.1,150,-0.34,0.65
2018-01-29,347.2,532.4,316.7,148.4,-0.31,0.73
2018-01-30,344.8,530.6,309.3,145.4,-0.33,0.72
2018-01-31,346.7,532.6,305.6,145.9,-0.29,0.73
2018-02-01,350.2,512.2,309,144.8,-0.33,0.74
2018-02-02,347.6,497.9,301.2,145.4,-0.29,0.78
2018-02-05,345,492.6,301.4,143.5,-0.32,0.79
2018-02-06,336.9,495,299.2,140.9,-0.32,0.75
2018-02-07,339.8,500.4,290,143,-0.29,0.79
2018-02-08,338,494.3,298.7,141.9,-0.3,0.83
2018-02-09,333.8,492.1,303,141.8,-0.32,0.82
2018-02-12,340,502,313.3,143.3,-0.35,0.82
2018-02-13,338.2,498.8,311.4,142.1,-0.35,0.81
2018-02-14,345.2,509.4,317.4,142.6,-0.34,0.82
2018-02-15,344.8,512.6,319.8,142.8,-0.31,0.84
2018-02-16,350.2,522.8,324,144.8,-0.32,0.79
2018-02-19,349.8,513.2,320,144.2,-0.33,0.82
2018-02-20,343.4,518.8,321.1,145.1,-0.34,0.8
2018-02-21,353.7,522.8,326.5,145.7,-0.29,0.8
2018-02-22,354,523,323.1,145.7,-0.33,0.77
2018-02-23,355.4,525.4,319.1,147.3,-0.35,0.72
2018-02-26,357.8,528,325.3,148.2,-0.33,0.72
2018-02-27,361.3,523.8,323.2,146.1,-0.34,0.74
2018-02-28,362.1,517.6,320.7,145.2,-0.36,0.73
2018-03-01,362.2,510.6,323.8,144.4,-0.38,0.71
2018-03-02,361.4,508,319.8,142.8,-0.38,0.7
2018-03-05,363.6,509.4,325.4,143.8,-0.36,0.7
2018-03-06,372.8,508.2,324.2,144.2,-0.36,0.74
2018-03-07,377.7,509.6,325,145.7,-0.34,0.72
2018-03-08,378.5,515,333.8,147,-0.37,0.7
2018-03-09,380.2,516,339.2,146.9,-0.36,0.71
2018-03-12,383.5,517,337.6,146.4,-0.35,0.69
2018-03-13,390.8,514.2,342.8,146,-0.37,0.67
2018-03-14,388.7,511,341.4,145.9,-0.4,0.64
2018-03-15,385.3,511,342.6,147,-0.41,0.62
2018-03-16,381.5,509.2,341.6,149.5,-0.37,0.63
2018-03-19,380,506.8,345.4,142.4,-0.41,0.62
2018-03-20,367,504.8,344.2,142.3,-0.4,0.64
2018-03-21,365.7,507,336.6,142.3,-0.42,0.66
2018-03-22,359.6,501.4,331.1,139.9,-0.41,0.58
2018-03-23,362.5,499.8,334,138.6,-0.41,0.58
2018-03-26,360.6,496.8,335.5,138.5,-0.46,0.57
2018-03-27,359.5,501,338.1,138.7,-0.42,0.55
2018-03-28,357.8,510.6,337.8,140.5,-0.46,0.54
2018-04-03,354,507.2,336.7,140.8,-0.41,0.55
2018-04-04,349.1,496.4,341,139.4,-0.42,0.54
2018-04-05,351.9,506.2,346.1,140.4,-0.42,0.56
2018-04-06,350.8,509.6,345.2,139.8,-0.44,0.52
2018-04-09,350.5,512.8,346.3,142,-0.47,0.52
2018-04-10,351.3,519,348.7,141.2,-0.41,0.54
2018-04-11,350.6,509.4,344.5,142,-0.47,0.51
2018-04-12,353.1,511,344.6,139.1,-0.42,0.54
2018-04-13,352.3,513,340.1,139.2,-0.47,0.53
2018-04-16,353.6,514,340.4,140.1,-0.41,0.55
2018-04-17,355,518.8,343.4,141.4,-0.46,0.54
2018-04-18,367.3,526.8,348.1,141.1,-0.41,0.56
2018-04-19,372.5,522.8,347.9,142,-0.4,0.62
2018-04-20,373.2,521,343.5,140.7,-0.44,0.62
2018-04-23,375.7,528.2,344,143.4,-0.43,0.65
2018-04-24,376.7,524.2,345.2,144.3,-0.43,0.65
2018-04-25,371,518.4,348.5,144,-0.39,0.65
2018-04-26,371.8,521,352.5,144.6,-0.44,0.6
2018-04-30,370.9,524,359,146.5,-0.45,0.58
2018-05-01,373.1,525.6,357,145.8,-0.41,0.58
2018-05-02,377.1,536.4,364.3,146.3,-0.45,0.59
2018-05-03,368.9,571,365,145.9,-0.47,0.55
2018-05-04,369.8,569.8,369.2,144.7,-0.42,0.57
2018-05-07,370.7,573.8,372.2,144.6,-0.46,0.55
2018-05-08,372.6,576.4,403.1,146.3,-0.42,0.58
2018-05-09,359,594.6,411.3,146.5,-0.42,0.59
2018-05-14,353.1,601.6,409.9,146.9,-0.38,0.64
2018-05-15,367.4,596.8,408.4,144.9,-0.42,0.66
2018-05-16,361.8,600.8,418.3,142.6,-0.44,0.63
2018-05-17,363.9,612.2,421.6,143.5,-0.42,0.66
2018-05-18,361.4,615.8,426.4,144.1,-0.41,0.6
2018-05-22,365.5,614.4,423.2,145.8,-0.42,0.6
2018-05-23,361.8,613.2,425.5,145.8,-0.48,0.53
2018-05-24,358.6,609.2,428.4,146,-0.49,0.5
2018-05-25,357.2,617.2,434.4,147.8,-0.49,0.45
2018-05-28,353,617,433.3,147.7,-0.57,0.39
2018-05-29,349,609.6,434.8,146,-0.6,0.32
2018-05-30,345.9,608,445.4,146.5,-0.54,0.35
2018-05-31,347,605.2,449.1,146.7,-0.59,0.34
2018-06-01,350.1,615.6,447.2,148.1,-0.5,0.39
2018-06-04,350.1,619,446.6,149.6,-0.52,0.44
2018-06-06,345.3,628.8,448.2,147.9,-0.47,0.47
2018-06-07,344,624.6,443.8,148.7,-0.47,0.5
2018-06-08,341,630,450.9,148.4,-0.49,0.45
2018-06-11,350.9,632.2,453.6,150.1,-0.49,0.5
2018-06-12,353.4,635,450,150,-0.49,0.5
2018-06-13,348.1,638,452.4,152.3,-0.49,0.51
2018-06-14,349.6,638.6,459.4,150.6,-0.49,0.45
2018-06-15,342.9,635,475.9,150,-0.48,0.43
2018-06-18,341.3,626.4,470.3,148.9,-0.49,0.42
2018-06-19,341.7,620.8,465.8,149.6,-0.54,0.4
2018-06-20,342.5,632.2,470.6,150.2,-0.51,0.41
2018-06-21,339.2,628.4,470,150.9,-0.54,0.36
2018-06-22,344,640.4,474.1,152.3,-0.53,0.36
2018-06-25,348,633.4,462.5,149.8,-0.53,0.36
2018-06-26,343.4,638.6,450.7,148.6,-0.56,0.36
2018-06-27,342.3,630.6,458.7,148.3,-0.58,0.34
2018-06-28,345.5,630.6,436.9,147.9,-0.58,0.34
2018-06-29,350,637.8,448.4,149.8,-0.53,0.33
2018-07-02,349,626,434.3,148.6,-0.59,0.32
2018-07-03,351.2,628,441.2,150,-0.57,0.32
2018-07-04,347.3,627.6,438.3,151.2,-0.52,0.34
2018-07-05,344.9,627.4,436.6,150.9,-0.56,0.34
2018-07-06,345.4,632.4,443.9,151.3,-0.56,0.32
2018-07-09,348.4,646.4,440.4,152.8,-0.51,0.33
2018-07-10,347.3,656,442.9,153.5,-0.56,0.34
2018-07-11,347.9,659,438.9,154.6,-0.55,0.36
2018-07-12,350.6,670.2,448.6,155,-0.56,0.33
2018-07-13,347.8,665.6,442.2,153.8,-0.51,0.32
2018-07-16,346.9,664.8,444,154.1,-0.55,0.35
2018-07-17,347.3,666,448.3,156.8,-0.51,0.33
2018-07-18,346.7,663.4,448.6,156.1,-0.55,0.32
2018-07-19,349.2,668.4,448,155,-0.56,0.31
2018-07-20,348.1,683.8,467,155,-0.54,0.34
2018-07-23,350.4,682.6,459.4,155,-0.48,0.37
2018-07-24,359.3,690.6,460,153.3,-0.48,0.35
2018-07-25,360.4,701.4,462.9,152.9,-0.53,0.34
2018-07-26,359.3,705,459.1,154,-0.52,0.35
2018-07-27,360.1,712.8,465.8,155,-0.47,0.36
2018-07-30,359.9,707.8,460.5,156.1,-0.45,0.41
2018-07-31,360.7,695,461.3,155.9,-0.44,0.42
2018-08-01,362,697.2,467.2,156.3,-0.42,0.45
2018-08-02,357,700,472.3,155.7,-0.45,0.44
2018-08-03,356.8,693.4,470.5,156.4,-0.47,0.38
2018-08-06,350,681.8,455,156.4,-0.52,0.36
2018-08-07,356.3,675.4,443.7,157.9,-0.46,0.38
2018-08-08,356.7,646.8,380.3,157.3,-0.46,0.37
2018-08-09,356.8,644.6,375,158.6,-0.54,0.34
2018-08-10,354.8,648.8,364.1,157.6,-0.51,0.28
2018-08-13,353.7,666.4,373.1,158.6,-0.56,0.29
2018-08-14,345.7,670,372.5,158.5,-0.5,0.31
2018-08-15,344.5,668.4,376.8,157.6,-0.56,0.28
2018-08-16,345.4,680.4,382.3,158,-0.55,0.29
2018-08-17,344.8,680,380.1,157.8,-0.55,0.28
2018-08-20,349,679.8,377.3,157.4,-0.56,0.28
2018-08-21,354.9,677.2,385,157.9,-0.49,0.31
2018-08-22,335.6,686.6,382.7,157.1,-0.53,0.32
2018-08-23,334.2,688,378.5,156,-0.52,0.32
2018-08-24,332.6,688.4,375.5,156.5,-0.53,0.32
2018-08-27,332.9,686.4,372.7,157.2,-0.51,0.35
2018-08-28,332.5,680,374.8,157.8,-0.51,0.36
2018-08-29,327.7,687.8,378.5,157.7,-0.48,0.38
2018-08-30,326.6,683,377.7,156.7,-0.52,0.33
2018-08-31,325.8,687.4,376.8,157.8,-0.55,0.3
2018-09-03,327,685.8,383.3,157.2,-0.55,0.31
2018-09-04,327.5,681.4,373.1,156.6,-0.5,0.32
2018-09-05,328.5,669.4,366.4,155.9,-0.52,0.35
2018-09-06,325.3,666,368.4,156.3,-0.51,0.31
2018-09-07,324.8,663,374.6,156.1,-0.5,0.34
2018-09-10,321.9,666.2,379,156.4,-0.49,0.36
2018-09-11,316.7,674.4,380.3,155.8,-0.52,0.4
2018-09-12,315.8,676.6,387.1,156.4,-0.47,0.37
2018-09-13,314.2,676.2,398.2,157.1,-0.5,0.38
2018-09-14,315,674,402.3,156.1,-0.49,0.4
2018-09-17,316.8,663.6,389.8,156.8,-0.48,0.4
2018-09-18,314.7,655.2,381.9,157,-0.5,0.42
2018-09-19,316.5,651,383.1,158.3,-0.46,0.43
2018-09-20,322.2,655,384.1,160.5,-0.48,0.42
2018-09-21,320.3,651.2,381.2,160.6,-0.5,0.41
2018-09-24,318.8,641.8,387.4,161.7,-0.47,0.46
2018-09-25,321.4,648.6,384.5,160.2,-0.49,0.49
2018-09-26,322.9,656.2,388.9,159.9,-0.49,0.48
2018-09-27,318.1,654.2,388.9,160.4,-0.46,0.47
2018-09-28,311.1,656.8,396.7,159.9,-0.52,0.42
2018-10-01,310.5,665.4,396.8,158.1,-0.51,0.41
2018-10-02,305,666.2,394.1,154.8,-0.53,0.37
2018-10-03,302.8,669,406.3,155,-0.54,0.41
2018-10-04,301.9,651,396.3,154.3,-0.48,0.48
2018-10-05,299.2,652.8,394.7,153,-0.52,0.52
2018-10-08,298.2,634.8,392.5,151.1,-0.5,0.49
2018-10-09,294.3,624.4,383.9,152.1,-0.52,0.49
2018-10-10,296.8,600,377.8,150.7,-0.48,0.5
2018-10-11,289.5,605.2,375.3,154.7,-0.52,0.46
2018-10-12,290.6,612.6,387,151.7,-0.51,0.45
2018-10-15,290.1,607.4,387.7,151.6,-0.56,0.45
2018-10-16,296.4,627.8,403.7,154.3,-0.52,0.45
2018-10-17,298,641.2,404.5,155.1,-0.54,0.42
2018-10-18,292.5,651.6,415.3,157.5,-0.59,0.39
2018-10-19,292.7,643.2,408.7,157.1,-0.6,0.4
2018-10-22,291.4,636.6,408.7,157.3,-0.57,0.41
2018-10-23,286.1,622.8,394.4,153.7,-0.57,0.38
